行驶状态,编码器速度,惯性导航解算速度,slam位移,惯性导航解算位移,编码器位移,组合导航位移
1,0.300894,0.297463,0.277248,0.264068,0.320544,0.317304
1,0.300555,0.29739,0.277248,0.268528,0.325289,0.3221
1,0.298611,0.297183,0.277248,0.273282,0.33032,0.327184
1,0.299941,0.296879,0.295643,0.278029,0.335372,0.332261
1,0.300072,0.296564,0.295643,0.282475,0.34011,0.337033
1,0.2998,0.296195,0.295643,0.287212,0.34516,0.342095
1,0.299321,0.295835,0.295643,0.291646,0.349886,0.346851
1,0.299662,0.295467,0.312738,0.296371,0.354934,0.351898
1,0.300954,0.295162,0.312738,0.301091,0.360002,0.356942
1,0.299026,0.295,0.312738,0.30581,0.365039,0.361983
1,0.299474,0.294966,0.331487,0.310234,0.369768,0.366727
1,0.299688,0.295007,0.331487,0.314954,0.374816,0.371768
1,0.302556,0.295085,0.331487,0.319381,0.379591,0.376517
1,0.299273,0.295308,0.331487,0.324108,0.384632,0.381565
1,0.298129,0.295562,0.349875,0.328543,0.389341,0.386316
1,0.300235,0.295816,0.349875,0.332982,0.394082,0.39107
1,0.302725,0.296103,0.349875,0.337722,0.399178,0.396128
1,0.300539,0.29642,0.367739,0.342171,0.403923,0.400893
1,0.297967,0.296762,0.367739,0.346922,0.408944,0.405956
1,0.298966,0.297026,0.367739,0.351676,0.41398,0.411019
1,0.302066,0.297129,0.367739,0.356431,0.419066,0.416086
1,0.300484,0.297091,0.367739,0.360887,0.42381,0.420854
1,0.300134,0.296858,0.385841,0.365339,0.428549,0.425615
1,0.298672,0.296477,0.385841,0.370079,0.433581,0.430665
1,0.299989,0.296061,0.385841,0.374517,0.438317,0.435411
1,0.301724,0.29568,0.403971,0.379245,0.443398,0.440452
1,0.299554,0.295504,0.403971,0.383676,0.448128,0.445193
1,0.299466,0.295537,0.403971,0.388405,0.453172,0.450231
1,0.300348,0.295793,0.403971,0.392844,0.457915,0.454977
1,0.301557,0.296317,0.42229,0.397589,0.462992,0.460029
1,0.300046,0.297004,0.42229,0.402049,0.46773,0.464793
1,0.299557,0.297814,0.42229,0.406821,0.472776,0.469864
1,0.3007,0.298601,0.42229,0.411306,0.477523,0.474646
1,0.299892,0.299343,0.440585,0.416101,0.482574,0.479734
1,0.298949,0.299961,0.440585,0.420905,0.48761,0.484826
1,0.298669,0.30034,0.440585,0.425413,0.492327,0.489616
1,0.300412,0.300481,0.459457,0.429922,0.497071,0.494404
1,0.301783,0.300343,0.459457,0.434726,0.502152,0.499489
1,0.298956,0.300061,0.459457,0.439225,0.506873,0.504264
1,0.297868,0.299631,0.478508,0.443716,0.511578,0.509027
1,0.298192,0.299124,0.478508,0.448199,0.516288,0.513778
1,0.302312,0.29854,0.478508,0.452673,0.52106,0.518523
1,0.30159,0.29797,0.478508,0.457138,0.525821,0.523261
1,0.299172,0.297376,0.496109,0.461891,0.53086,0.528289
1,0.298039,0.29686,0.496109,0.466637,0.535882,0.53331
1,0.299632,0.296441,0.496109,0.471377,0.540929,0.538326
1,0.29999,0.296188,0.496109,0.475818,0.545666,0.543045
1,0.300141,0.296048,0.514022,0.480257,0.550405,0.547763
1,0.300238,0.296005,0.514022,0.484697,0.555145,0.552483
1,0.299614,0.295998,0.514022,0.489433,0.560192,0.557502
1,0.298796,0.295972,0.514022,0.493872,0.564911,0.562224
