0.000512034,-0.0012643,0,0,0,0,0,0,,,,,,,
0.000512034,-0.0012643,0,0,0,0,0,0,,,,,,,
0.000512034,-0.0012643,0,0,0,0,0,0,,,,,,,
0.000512034,-0.0012643,0,0,0,0,0,0,,,,,,,
0.000509128,-0.00124893,0,-1.87339E-05,2.90573E-06,1.5378E-05,0,-4.21512E-07,,,,,,,
0.000509128,-0.00124893,0,-1.87339E-05,0,0,0,-7.02521E-07,,,,,,,
0.000509128,-0.00124893,0,-1.87339E-05,0,0,0,-1.00226E-06,,,,,,,
0.000509128,-0.00124893,0,-1.87339E-05,0,0,0,-1.30201E-06,,,,,,,
0.000512034,-0.0012643,0,-3.76984E-05,2.90573E-06,1.5378E-05,0,-2.00972E-06,,,,,,,
0.000512034,-0.0012643,0,-3.76984E-05,0,0,0,-2.57519E-06,,,,,,,
0.000512034,-0.0012643,0,-3.76984E-05,0,0,0,-3.17837E-06,,,,,,,
0.00051208,-0.000285283,0,-4.19777E-05,4.65661E-08,0.000979021,0,-3.84013E-06,,,,,,,
0.00051208,-0.000285283,0,-4.19777E-05,0,0,0,-4.51177E-06,,,,,,,
0.00051208,-0.000285283,0,-4.19777E-05,0,0,0,-5.14144E-06,,,,,,,
0.000509175,-0.000269905,0,-4.60263E-05,2.90573E-06,1.5378E-05,0,-5.86219E-06,,,,,,,
0.000509175,-0.000269905,0,-4.60263E-05,0,0,0,-6.55259E-06,,,,,,,
0.000509175,-0.000269905,0,-4.60263E-05,0,0,0,-7.28901E-06,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,2.90573E-06,1.5378E-05,0,-8.07569E-06,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-8.88057E-06,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-9.63516E-06,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.044E-05,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.11946E-05,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.19995E-05,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.27541E-05,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.3559E-05,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.43136E-05,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.50681E-05,,,,,,,
0.00051208,-0.000285283,0,-5.03055E-05,0,0,0,-1.5873E-05,,,,,,,
0.000512034,-0.0012643,0,-6.92701E-05,4.65661E-08,0.000979021,0,-1.70543E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,4.65661E-08,0.000979021,0,-1.81897E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-1.92929E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-2.03961E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-2.14994E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-2.26026E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-2.37059E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-2.48091E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-2.59123E-05,,,,,,,
0.00051208,-0.000285283,0,-7.35493E-05,0,0,0,-2.70156E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,2.90573E-06,1.5378E-05,0,-2.82099E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,0,0,0,-2.93739E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,0,0,0,-3.05378E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,0,0,0,-3.17018E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,0,0,0,-3.29434E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,0,0,0,-3.41073E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,0,0,0,-3.52713E-05,,,,,,,
0.000509175,-0.000269905,0,-7.75979E-05,0,0,0,-3.65129E-05,,,,,,,
0.0014883,-0.000269905,2.23246E-05,-7.75979E-05,0.000979129,0,5.02302E-07,-3.76768E-05,,,,,,,
0.00344947,-0.000285283,7.40666E-05,-8.18771E-05,0.00196116,1.5378E-05,2.00137E-06,-3.89371E-05,,,,,,,
0.00540482,-0.000269905,0.000155139,-8.59257E-05,0.00195535,1.5378E-05,4.93649E-06,-4.02563E-05,,,,,,,
0.00736594,-0.0012643,0.000265628,-0.00010489,0.00196112,0.000994399,9.74958E-06,-4.19719E-05,,,,,,,
