行驶状态,编码器速度,惯性导航解算速度,slam位移,惯性导航解算位移,编码器位移,组合导航位移
0,0,0,0,-3.47785e-07,0,0
0,0.000197169,0,0,-3.99418e-07,2.95753e-06,9.85845e-07
0,0.00023103,0,0,-4.58164e-07,6.65402e-06,2.40289e-06
0,0,0,0,-5.07758e-07,6.65402e-06,3.25311e-06
0,0.000223632,0,0,-5.59819e-07,1.02321e-05,4.41628e-06
0,0.000205909,0,0,-6.09558e-07,1.35267e-05,5.71777e-06
0,0.000181361,0,0,-5.43232e-07,1.62471e-05,7.03394e-06
0,0.000264194,0,0,-4.67768e-07,2.04742e-05,8.5273e-06
0,0.000206717,0,0,-3.994e-07,2.3575e-05,1.00321e-05
0,0.000175113,0,0,-3.21613e-07,2.63768e-05,1.15179e-05
0,0.000250024,0,0,-2.53246e-07,3.01271e-05,1.30687e-05
0,0,0,0,-1.8692e-07,3.01271e-05,1.43809e-05
0,0,0,0,-1.20594e-07,3.01271e-05,1.55056e-05
0,3.23128e-05,0,0,-4.28068e-08,3.06441e-05,1.65149e-05
0,5.0559e-05,0,0,3.49804e-08,3.14531e-05,1.74485e-05
0,0.000218984,0,0,1.05386e-07,3.47378e-05,1.84655e-05
0,0,0,0,1.85493e-07,3.47378e-05,1.93695e-05
0,2.71822e-05,0,0,2.57941e-07,3.51456e-05,2.01999e-05
0,0.000298729,0,0,3.40371e-07,3.99252e-05,2.11861e-05
0,7.45006e-05,0,0,4.12818e-07,4.10427e-05,2.21317e-05
0,0.000254863,0,0.000845689,4.95248e-07,4.51205e-05,2.31766e-05
0,0.000221052,0,0.000845689,5.67696e-07,4.84363e-05,2.42749e-05
0,0.000298465,0,0.000845689,6.43437e-07,5.32118e-05,2.54806e-05
0,7.76161e-05,0,0.000845689,7.10006e-07,5.4376e-05,2.66364e-05
0,0,0,0.00162885,7.76575e-07,5.4376e-05,2.77033e-05
0,0.000211391,0,0.00162885,8.52315e-07,5.77583e-05,2.88165e-05
0,0.000251408,0,0.00162885,9.16846e-07,6.15294e-05,2.99848e-05
0,0.000297355,0,0.00207973,9.90267e-07,6.62871e-05,3.12366e-05
0,0.000260309,0,0.00207973,1.0548e-06,7.01917e-05,3.25351e-05
0,2.65606e-05,0,0.00207973,1.12822e-06,7.06167e-05,3.37635e-05
0,2.33872e-05,0,0.00207973,1.19479e-06,7.09675e-05,3.49261e-05
0,0,0,0.00107798,1.27053e-06,7.09675e-05,3.60183e-05
0,0,0,0.00107798,1.3371e-06,7.09675e-05,3.70462e-05
0,0.000205339,0,0.00107798,1.40367e-06,7.40476e-05,3.81034e-05
0,0,0,0.000870642,1.47941e-06,7.40476e-05,3.91019e-05
0,0.000202461,0,0.000870642,1.54598e-06,7.70845e-05,4.01284e-05
0,3.98561e-05,0,0.000870642,1.61255e-06,7.76823e-05,4.11167e-05
0,0.000228027,0,0.000870642,1.67911e-06,8.11027e-05,4.2142e-05
0,0.000274592,0,0.000871879,1.75486e-06,8.54962e-05,4.32258e-05
0,0,0,0.000871879,1.83563e-06,8.54962e-05,4.42568e-05
0,7.10762e-05,0,0.000871879,1.9022e-06,8.65623e-05,4.52641e-05
0,4.85346e-05,0,0.000871879,1.96877e-06,8.72904e-05,4.62414e-05
0,0.000250769,0,0.000379277,2.03534e-06,9.10519e-05,4.72598e-05
0,2.94766e-05,0,0.000379277,1.89348e-06,9.15235e-05,4.82435e-05
0,0.00019025,0,0.000379277,1.7688e-06,9.43773e-05,4.92464e-05
0,0.000252848,0,0.000379277,1.62188e-06,9.84228e-05,5.02927e-05
0,0.000234787,0,0.000633287,1.49275e-06,0.000101945,5.13688e-05
0,5.78026e-05,0,0.000633287,1.47366e-06,0.000102812,5.24186e-05
0,0.000192713,0,0.000633287,1.32674e-06,0.000105895,5.34882e-05
0,3.01741e-05,0,0.00140147,1.19761e-06,0.000106348,5.45246e-05
0,2.96846e-05,0,0.00140147,1.05069e-06,0.000106823,5.55304e-05
0,0.000135609,0,0.00140147,9.21558e-07,0.000108857,5.65365e-05
0,3.48978e-05,0,0.00140147,7.72318e-07,0.000109415,5.75158e-05
0,0,0,0.00115839,6.28137e-07,0.000109415,5.84594e-05
0,0.000224895,0,0.00115839,4.99377e-07,0.000112789,5.94295e-05
0,4.00192e-05,0,0.00115839,3.52877e-07,0.000113429,6.03769e-05
0,0.000205239,0,0.00115839,2.06377e-07,0.000116713,6.13482e-05
0,0.00025518,0,0.00113169,7.76166e-08,0.00012054,6.23515e-05
0,0.000145599,0,0.00113169,-6.65642e-08,0.00012287,6.33601e-05
0,0.000218825,0,0.00113169,-3.0333e-07,0.000126152,6.43895e-05
0,0.000204469,0,0.000948058,-3.52795e-07,0.000129424,6.54384e-05
0,3.25111e-05,0,0.000948058,-3.94232e-07,0.000129912,6.64618e-05
0,0,0,0.000948058,-4.41378e-07,0.000129912,6.74532e-05
0,0.00023181,0,0.000948058,-4.88524e-07,0.00013362,6.84712e-05
0,0.000224395,0,0.00102732,-5.29961e-07,0.000136986,6.95093e-05
0,3.68084e-05,0,0.00102732,-5.79426e-07,0.000137575,7.05252e-05
0,0.000205757,0,0.00102732,-5.12857e-07,0.000140662,7.15566e-05
0,0,0,0.00101126,-4.39436e-07,0.000140662,7.25581e-05
0,3.12845e-05,0,0.00101126,-3.74905e-07,0.000141131,7.35377e-05
0,2.87747e-05,0,0.00101126,-3.10375e-07,0.000141563,7.44958e-05
0,0.000179297,0,0.00101126,-2.34634e-07,0.000144431,7.54672e-05
0,0.000183017,0,0.00122378,-1.68065e-07,0.000147177,7.64495e-05
0,0.000169294,0,0.00122378,-9.94573e-08,0.000149716,7.74396e-05
0,0.000221919,0,0.00122378,-3.08498e-08,0.000153045,7.84477e-05
0,4.66061e-05,0,0.00160321,4.72103e-08,0.00015379,7.9439e-05
0,4.8333e-05,0,0.00160321,1.15818e-07,0.000154515,8.0414e-05
0,0,0,0.00160321,1.91558e-07,0.000154515,8.13641e-05
0,0.000172064,0,0.00160321,2.58127e-07,0.000157096,8.23227e-05
0,0.000249195,0,0.00178975,3.33868e-07,0.000161084,8.33072e-05
0,0.000180402,0,0.00178975,4.09609e-07,0.00016397,8.4303e-05
0,0.000202739,0,0.00178975,4.71751e-07,0.000167011,8.53117e-05
0,0.000245416,0,0.00178975,5.33892e-07,0.000170692,8.63404e-05
0,5.90458e-05,0,0.00223346,6.04596e-07,0.000171637,8.73558e-05
0,0,0,0.00223346,6.75299e-07,0.000171637,8.83473e-05
0,0,0,0.00223346,7.37441e-07,0.000171637,8.93158e-05
0,2.47785e-05,0,0.00164037,8.08144e-07,0.000172033,9.02666e-05
0,0.000265234,0,0.00164037,8.70286e-07,0.000176012,9.1241e-05
0,0,0,0.00164037,9.40989e-07,0.000176012,9.21935e-05
0,3.87693e-05,0,0.00164037,1.00313e-06,0.000176594,9.31312e-05
0,0.000243444,0,0.00133014,1.07383e-06,0.000180489,9.40912e-05
0,0,0,0.00133014,1.14454e-06,0.000180489,9.50303e-05
0,2.30968e-05,0,0.00133014,1.20668e-06,0.000180835,9.59529e-05
0,2.95773e-05,0,0.00133014,1.26882e-06,0.000181279,9.68607e-05
0,0,0,0.00180754,1.33096e-06,0.000181279,9.77493e-05
0,0,0,0.00180754,1.39935e-06,0.000181279,9.86194e-05
0,0.000143882,0,0.00180754,1.45945e-06,0.000183437,9.94938e-05
0,3.4961e-05,0,0.00134218,1.51955e-06,0.000183961,0.000100356
0,0.000253951,0,0.00134218,1.46273e-06,0.000188025,0.000101241
0,0.000210106,0,0.00134218,1.41279e-06,0.000191176,0.000102141
0,0.00025486,0,0.00134218,1.36081e-06,0.000194999,0.00010306
0,0.0002159,0,0.00200298,1.31087e-06,0.000198238,0.000103993
0,2.84483e-05,0,0.00200298,1.25909e-06,0.000198693,0.000104912
0,0.000184865,0,0.00200298,1.33251e-06,0.000201651,0.000105843
0,0,0,0.00200298,1.39908e-06,0.000201651,0.000106755
0,0.000276017,0,0.00130847,1.47714e-06,0.000206067,0.000107692
0,0.000183493,0,0.00130847,1.54574e-06,0.000208819,0.000108637
0,0,0,0.00130847,1.6238e-06,0.000208819,0.000109565
0,0,0,0.000846971,1.69241e-06,0.000208819,0.000110475
0,2.25501e-05,0,0.000846971,1.77047e-06,0.00020918,0.000111373
0,0.000212102,0,0.000846971,1.84621e-06,0.000212574,0.000112284
0,2.59359e-05,0,0.000846971,1.91074e-06,0.000212963,0.000113183
0,0.00025965,0,0.00201977,1.98416e-06,0.000217117,0.000114103
0,0.000196238,0,0.00201977,2.05759e-06,0.000220257,0.000115034
0,4.91128e-05,0,0.00201977,2.13101e-06,0.000221043,0.000115956
0,0.000237691,0,0.00201977,2.08154e-06,0.000224846,0.000116895
0,0.000237113,0,0.00237934,2.03807e-06,0.000228402,0.000117848
0,0.000243538,0,0.00237934,1.99459e-06,0.000232056,0.000118816
0,0,0,0.00237934,1.94513e-06,0.000232056,0.000119767
0,0.000255339,0,0.00098635,1.89566e-06,0.000236141,0.000120737
0,0,0,0.00098635,1.84776e-06,0.000236141,0.000121691
0,0.000268869,0,0.00098635,1.79986e-06,0.000240174,0.000122662
0,0.000272785,0,0.00098635,1.75195e-06,0.000244266,0.000123651
0,0.000244684,0,0.00041498,1.69745e-06,0.000248181,0.000124655
0,0,0,0.00041498,1.64295e-06,0.000248181,0.000125643
0,0.000197371,0,0.00041498,1.58844e-06,0.000251339,0.000126641
0,0,0,0.00041498,1.65501e-06,0.000251339,0.000127623
0,0.000206222,0,0.00038669,1.73075e-06,0.000254638,0.000128615
0,7.796e-05,0,0.00038669,1.79732e-06,0.000255808,0.000129601
0,0.000240158,0,0.00038669,1.86803e-06,0.00025965,0.000130601
0,0.000188313,0,0.000748818,1.9346e-06,0.000262475,0.000131608
0,0.00016961,0,0.000748818,2.01034e-06,0.000265189,0.00013262
0,0,0,0.000748818,2.07691e-06,0.000265189,0.000133617
0,2.46738e-05,0,0.000748818,2.14551e-06,0.000265559,0.000134601
0,0.000237505,0,0.00164764,2.21412e-06,0.000269121,0.000135598
0,0,0,0.00164764,2.28273e-06,0.000269121,0.00013658
0,0,0,0.00164764,2.35847e-06,0.000269121,0.000137547
0,0,0,0.000985082,2.42504e-06,0.000269121,0.0001385
0,0.000231304,0,0.000985082,2.49846e-06,0.000272822,0.000139467
0,0.0002328,0,0.000985082,2.57188e-06,0.000276547,0.000140446
0,0.000230799,0,0.000985082,2.63641e-06,0.000280009,0.000141436
0,0.000188476,0,0.000985082,2.70247e-06,0.000283025,0.000142433
0,0,0,0.000263808,2.76053e-06,0.000283025,0.000143416
0,0.000207566,0,0.000263808,2.8186e-06,0.000286138,0.000144407
0,0.000263791,0,0.000263808,2.88466e-06,0.000290359,0.000145414
0,0,0,0.000395877,2.82319e-06,0.000290359,0.000146406
0,0.000227465,0,0.000395877,2.76713e-06,0.000293771,0.000147409
0,3.63684e-05,0,0.000395877,2.71107e-06,0.000294316,0.000148402
0,0.000214764,0,0.000395877,2.65297e-06,0.000297538,0.000149402
0,5.42523e-05,0,0.000947509,2.46166e-06,0.000298406,0.000150396
0,0.000191827,0,0.000947509,2.41003e-06,0.000301283,0.000151395
0,0.000195284,0,0.000947509,2.47048e-06,0.000304212,0.0001524
0,0,0,0.00190798,2.5439e-06,0.000304212,0.000153393
0,0.000272859,0,0.00190798,2.74485e-06,0.000308578,0.0001544
0,0,0,0.00190798,2.9235e-06,0.000308578,0.000155395
0,0.000241197,0,0.00190798,2.91294e-06,0.000312196,0.0001564
0,0,0,0.0015598,2.7734e-06,0.000312196,0.000157393
0,0.000184292,0,0.0015598,2.54071e-06,0.00031496,0.00015839
0,2.32915e-05,0,0.0015598,2.19593e-06,0.00031531,0.000159377
0,0.000158118,0,0.0015598,1.80366e-06,0.00031784,0.000160367
0,4.18899e-05,0,0.0006822,1.41371e-06,0.00031851,0.000161349
0,0.000279378,0,0.0006822,1.2788e-06,0.00032298,0.000162347
0,9.77485e-05,0,0.0006822,1.2788e-06,0.000324446,0.000163342
0,0.000169634,0,0.000326671,1.53385e-06,0.00032716,0.00016434
0,0.000123166,0,0.000326671,1.75825e-06,0.000329008,0.000165338
0,4.0122e-05,0,0.000326671,2.01357e-06,0.00032965,0.000166328
0,3.44393e-05,0,0.000326671,2.12144e-06,0.000330166,0.000167309
0,0.000239388,0,0.00173486,2.11665e-06,0.000333997,0.000168302
0,0.000188457,0,0.00173486,1.99628e-06,0.000336823,0.000169299
0,0,0,0.00173486,1.86739e-06,0.000336823,0.000170284
0,0,0,0.00173486,1.7161e-06,0.000336823,0.000171258
0,0.000209056,0,0.00151299,1.56481e-06,0.000340168,0.00017224
0,2.30622e-05,0,0.00151299,1.41353e-06,0.000340537,0.000173213
0,0.00024184,0,0.00151299,1.26962e-06,0.000344407,0.000174197
0,2.34488e-05,0,0.00190728,1.14518e-06,0.000344758,0.000175171
0,0.00025132,0,0.00190728,1.0059e-06,0.00034878,0.000176158
0,0,0,0.00190728,8.83496e-07,0.00034878,0.000177133
0,2.71228e-05,0,0.00190728,7.61089e-07,0.000349186,0.0001781
0,0,0,0.00183138,6.19497e-07,0.000349186,0.000179055
0,0.000236253,0,0.00183138,4.75564e-07,0.000352966,0.000180022
0,3.66721e-05,0,0.00183138,3.3163e-07,0.000353553,0.00018098
0,2.90037e-05,0,0.00183138,2.05126e-07,0.000353988,0.000181931
0,0.000190081,0,0.00106992,6.11926e-08,0.00035703,0.000182888
0,5.8896e-05,0,0.00106992,-8.04026e-08,0.000357972,0.000183839
