0.000774245,0.000647917,0,0,0,0
0.000774245,0.000647917,0,0,0,0
0.000774245,0.000647917,0,0,0,0
0.00175338,0.000647917,0.000979134,0,5.91765e-07,0
0.00175338,0.000647917,0,0,5.91765e-07,0
0.00273251,0.000647917,0.000979133,0,1.51399e-06,0
0.00175338,0.000647917,0.000979133,0,2.72057e-06,0
0.00175338,0.000647917,0,0,2.72057e-06,0
0.000774245,0.000647917,0.000979134,0,3.01788e-06,0
0.000774245,0.000647917,0,0,3.01788e-06,0
0.000774245,0.000647917,0,0,3.01788e-06,0
0.000774245,0.000647917,0,0,3.01788e-06,0
0.00175338,0.000647917,0.000979134,0,3.60964e-06,0
0.00175338,0.000647917,0,0,3.60964e-06,0
0.00175338,0.000647917,0,0,3.60964e-06,0
0.00175338,0.000647917,0,0,3.60964e-06,0
0.00175338,0.000647917,0,0,3.60964e-06,0
0.00175338,0.000647917,0,0,3.60964e-06,0
0.00175338,0.000647917,0,0,3.60964e-06,0
0.00175339,-0.00033094,1.25729e-08,0.000978857,3.60964e-06,-1.11692e-07
0.00175339,-0.00033094,0,0,3.60964e-06,-1.11692e-07
0.000774245,0.000647917,0.000979146,0.000978857,3.87095e-06,1.0698e-07
0.000774757,0.00067167,5.12693e-07,2.37525e-05,3.87095e-06,4.7945e-07
0.000774757,0.00067167,0,0,3.87095e-06,4.7945e-07
0.000774757,0.00067167,0,0,3.87095e-06,4.7945e-07
0.000774245,0.000647917,5.12693e-07,2.37525e-05,3.87095e-06,6.98122e-07
0.00175338,0.000647917,0.000979134,0,4.46272e-06,6.98122e-07
0.00175338,0.000647917,0,0,4.46272e-06,6.98122e-07
0.00175338,0.000647917,0,0,4.46272e-06,6.98122e-07
0.00175338,0.000647917,0,0,4.46272e-06,6.98122e-07
0.00175338,0.000647917,0,0,4.46272e-06,6.98122e-07
0.00175287,0.00062418,5.12227e-07,2.37375e-05,4.46272e-06,9.08783e-07
0.00175287,0.00062418,0,0,4.46272e-06,9.08783e-07
0.00175287,0.00062418,0,0,4.46272e-06,9.08783e-07
0.00175287,0.00062418,0,0,4.46272e-06,9.08783e-07
0.00175287,0.00062418,0,0,4.46272e-06,9.08783e-07
