行驶状态,编码器速度,惯性导航解算速度,slam位移,惯性导航解算位移,编码器位移,qr_code_num,qr_code_x,qr_code_y,qr_code_r,x_slam,y_slam,组合导航位移
0,0.000275272,0,0,6.24312e-08,6.05598e-06,472,-0.0073,0.0137,359.7,0,0,5.99602e-08
0,0.000270266,0,0,8.80878e-08,1.011e-05,472,-0.0073,0.0137,359.7,0,0,2.56063e-07
0,4.2921e-05,0,0,1.17279e-07,1.07967e-05,472,-0.0073,0.0137,359.7,0,0,5.58228e-07
0,0.000443899,0,0,1.42936e-07,1.74552e-05,472,-0.0073,0.0137,359.7,0,0,1.18725e-06
0,0.000276231,0,0,1.68592e-07,2.15987e-05,472,-0.0073,0.0137,359.7,0,0,2.10776e-06
0,0.00108178,0,0,1.94249e-07,3.78254e-05,472,-0.0073,0.0137,359.7,0,0,3.97294e-06
0,0.00124686,0,0,2.19614e-07,5.77752e-05,472,-0.0073,0.0137,359.7,0,0,7.12444e-06
1,0.00208912,0.000115472,0,2.81774e-06,0.000326112,472,-0.0073,0.0137,359.7,0,0,2.92163e-05
1,0.00332198,0.000245515,0,7.47578e-06,0.000612942,472,-0.0073,0.0137,359.7,0,0,7.29526e-05
1,0.00368644,0.000376349,0,1.41023e-05,0.000905238,472,-0.0073,0.0137,359.7,0,0,0.000139159
1,0.00395372,0.000515679,0,2.34678e-05,0.0012213,472,-0.0073,0.0137,359.7,0,0,0.00022995
1,0.00523679,0.000671761,0,3.54646e-05,0.00155789,472,-0.0073,0.0137,359.7,0,0,0.000345968
1,0.00689213,0.000812441,0,4.95891e-05,0.00192096,472,-0.0073,0.0137,359.8,0,0,0.000487833
1,0.00832411,0.000930894,0,6.44409e-05,0.00228282,472,-0.0073,0.0137,359.8,-0.0145648,0.019202,0.000652595
1,0.0096843,0.00105699,0,8.23615e-05,0.00269057,472,-0.0073,0.0137,359.8,-0.0145648,0.019202,0.000844292
1,0.0107543,0.00114493,0,0.000100195,0.00308888,472,-0.0073,0.0137,359.8,-0.0145648,0.019202,0.00105746
1,0.0123844,0.00122184,0,0.00012036,0.00353984,472,-0.0073,0.0137,359.8,-0.0145648,0.019202,0.00129681
1,0.0150915,0.00129165,0.000603616,0.000140258,0.00400321,472,-0.0073,0.0137,359.8,-0.0140315,0.0194849,0.00155879
1,0.0167706,0.00137442,0.000603616,0.000161495,0.00449177,472,-0.0073,0.0137,359.8,-0.0140315,0.0194849,0.00184485
1,0.0177469,0.00146235,0.000603616,0.000185596,0.00502852,472,-0.0073,0.0137,359.8,-0.0140315,0.0194849,0.00215854
1,0.0202614,0.00157471,0.000603616,0.000210059,0.00556944,472,-0.0073,0.0137,359.8,-0.0140315,0.0194849,0.00249527
1,0.0230046,0.00170346,0.000603616,0.000236577,0.00615151,472,-0.0073,0.0137,359.8,-0.0140315,0.0194849,0.00285819
1,0.0252893,0.00184884,0.000409482,0.0002654,0.00676785,472,-0.0073,0.0137,359.8,-0.0146235,0.0196073,0.00324817
1,0.0274201,0.0020061,0.000409482,0.000298756,0.00745937,472,-0.0073,0.0137,359.8,-0.0146235,0.0196073,0.00367161
1,0.0303608,0.00216362,0.000409482,0.000334634,0.00819794,472,-0.0073,0.0137,359.8,-0.0146235,0.0196073,0.00412804
1,0.0326805,0.00229583,0.000685601,0.000370063,0.00892515,472,-0.0073,0.0137,359.8,-0.0152346,0.0193482,0.00461078
1,0.0344729,0.00241854,0.000685601,0.000409741,0.00972952,472,-0.0073,0.0137,359.8,-0.0152346,0.0193482,0.00512856
1,0.0380478,0.00255393,0.000685601,0.000451687,0.0105911,472,-0.0073,0.0137,359.8,-0.0152346,0.0193482,0.00568153
1,0.0434648,0.00272362,0.00113438,0.000493814,0.0114801,472,-0.0073,0.0137,359.8,-0.0156868,0.0193694,0.00626692
1,0.048473,0.00308399,0.00113438,0.000546041,0.0125084,472,-0.0073,0.0137,359.8,-0.0156868,0.0193694,0.00690251
