行驶状态,编码器速度,惯性导航解算速度,slam位移,惯性导航解算位移,编码器位移,qr_code_num,qr_code_x,qr_code_y,qr_code_r,x_slam,y_slam,组合导航位移
0,0,0,0,-4.17542e-07,0,472,0.0012,0.0033,359.9,0,0,0
0,0,0,0,-5.95135e-07,0,472,0.0012,0.0034,359.9,0,0,0
0,0,0,0,-7.99253e-07,0,472,0.0012,0.0034,359.9,0,0,0
0,8.3505e-05,0,0,-1.00337e-06,1.33608e-06,472,0.0012,0.0033,359.9,0,0,4.97385e-08
0,0.00042851,0,0,-1.07268e-06,7.76373e-06,472,0.0012,0.0033,359.9,0,0,3.97619e-07
0,0.000733158,0,0,-1.142e-06,1.87611e-05,472,0.0012,0.0033,359.8,0,0,1.35656e-06
1,0.00192737,0.000103258,0,1.18132e-06,0.000284672,472,0.0012,0.0033,359.8,0,0,1.94101e-05
1,0.00167164,0.000229315,0,5.85881e-06,0.000564218,472,0.0012,0.0033,359.8,0,0,5.78066e-05
1,0.00365009,0.000370573,0,1.2918e-05,0.000875419,472,0.0012,0.0034,359.9,0,0,0.000119785
1,0.0036655,0.000518164,0,2.17974e-05,0.0011674,472,0.0012,0.0034,359.9,0,0,0.000203738
1,0.00491201,0.000690596,0,3.42264e-05,0.00149879,472,0.0012,0.0034,359.9,0,0,0.000313478
1,0.00633373,0.000879199,0,4.98024e-05,0.00185293,472,0.0012,0.0033,359.9,0,0,0.000449454
1,0.00722911,0.00108372,0,6.87781e-05,0.0022214,472,0.0012,0.0034,359.9,0,0,0.00061155
1,0.00785822,0.00128971,0,8.96686e-05,0.00257627,472,0.0012,0.0034,359.9,-0.00490676,0.00498116,0.000795609
1,0.0101359,0.00154096,0,0.000114667,0.00296531,472,0.0012,0.0034,359.9,-0.00490676,0.00498116,0.00100437
1,0.0101943,0.00182476,0,0.000146134,0.00338122,472,0.0012,0.0033,359.8,-0.00490676,0.00498116,0.00124014
1,0.0132992,0.00212384,0,0.000182508,0.00384681,472,0.0012,0.0033,359.8,-0.00490676,0.00498116,0.00150372
1,0.0154587,0.00238945,0.000410669,0.000220342,0.00431569,472,0.0012,0.0033,359.8,-0.00521106,0.00470538,0.00179021
1,0.0174164,0.00264041,0.000410669,0.000264596,0.00484715,472,0.0012,0.0032,359.8,-0.00521106,0.00470538,0.00210723
1,0.0186352,0.00283166,0.000410669,0.000308505,0.00536368,472,0.0012,0.0032,359.8,-0.00521106,0.00470538,0.00244493
1,0.0211774,0.00297262,0.000489249,0.000357195,0.00595532,472,0.0012,0.0035,359.7,-0.00452194,0.00467904,0.00281259
1,0.0225327,0.00303217,0.000489249,0.000403124,0.00653031,472,0.0012,0.0035,359.7,-0.00452194,0.00467904,0.0031993
1,0.0247309,0.00304821,0.000489249,0.000448967,0.00713827,472,0.0012,0.0035,359.7,-0.00452194,0.00467904,0.00360833
1,0.026622,0.00307986,0.000489249,0.000498498,0.00781702,472,0.0013,0.0033,359.7,-0.00452194,0.00467904,0.0040471
1,0.0314569,0.0031697,0.000430173,0.000546718,0.00852588,472,0.0013,0.0033,359.7,-0.00449167,0.00486825,0.00451078
1,0.0363043,0.00344277,0.000430173,0.000603987,0.00935954,472,0.0013,0.0033,359.7,-0.00449167,0.00486825,0.00501708
1,0.037964,0.00405443,0.000430173,0.00066939,0.010166,472,0.0014,0.0034,359.7,-0.00449167,0.00486825,0.00555775
1,0.0380013,0.00529014,0.000430173,0.000763918,0.0110268,472,0.0014,0.0034,359.8,-0.00449167,0.00486825,0.00615098
1,0.0411179,0.00718009,0.000463584,0.000885794,0.0118806,472,0.0014,0.0034,359.8,-0.00445291,0.00488666,0.00679038
1,0.0464825,0.010177,0.000463584,0.0010726,0.0128771,472,0.0014,0.0034,359.8,-0.00445291,0.00488666,0.00751406
1,0.0492473,0.0138304,0.000463584,0.00130746,0.0138528,472,0.0021,0.0032,0,-0.00445291,0.00488666,0.0083025
1,0.0533378,0.0180708,0.000611857,0.00161032,0.0148899,472,0.0021,0.0032,0,-0.00477669,0.00557903,0.0091725
1,0.0552362,0.022997,0.000611857,0.00199223,0.0159554,472,0.0021,0.0032,0,-0.00477669,0.00557903,0.0101283
1,0.0596447,0.0282266,0.000611857,0.00245485,0.0170871,472,0.0031,0.0032,359.7,-0.00477669,0.00557903,0.011172
1,0.0636822,0.0340706,0.000611857,0.00304673,0.0183588,472,0.0031,0.0032,359.7,-0.00477669,0.00557903,0.0123479
1,0.0688203,0.0396762,0.00118265,0.00368391,0.0196281,472,0.0046,0.0034,359.7,-0.00412124,0.00586525,0.013578
1,0.0721015,0.0454207,0.00118265,0.00440831,0.0209466,472,0.0046,0.0034,359.7,-0.00412124,0.00586525,0.0148947
1,0.0750066,0.0517081,0.00118265,0.00528593,0.0223996,472,0.0046,0.0034,359.7,-0.00412124,0.00586525,0.0163566
1,0.0804155,0.0577388,0.00118265,0.00619725,0.0238428,472,0.0067,0.0034,359.8,-0.00412124,0.00586525,0.017852
1,0.0846429,0.064308,0.00403461,0.00727873,0.0254499,472,0.0067,0.0034,359.8,-0.00101693,0.00605229,0.0195054
1,0.0881229,0.0704601,0.00403461,0.00838177,0.0270087,472,0.0067,0.0034,359.8,-0.00101693,0.00605229,0.0211752
1,0.093246,0.0764149,0.00403461,0.00957266,0.0286444,472,0.0094,0.0034,359.8,-0.00101693,0.00605229,0.0229226
1,0.0981003,0.0824724,0.00765822,0.0109407,0.0304668,472,0.0125,0.0034,359.7,0.00270485,0.00582479,0.0248341
1,0.102456,0.0877541,0.00765822,0.0122966,0.0322407,472,0.0125,0.0034,359.7,0.00270485,0.00582479,0.0267296
1,0.105746,0.0929586,0.00765822,0.0138256,0.0341854,472,0.0125,0.0034,359.7,0.00270485,0.00582479,0.0287845
1,0.110702,0.0976275,0.00765822,0.015425,0.0362094,472,0.0162,0.0036,359.8,0.00270485,0.00582479,0.0309041
1,0.11614,0.101562,0.0124373,0.0169779,0.0381885,472,0.0162,0.0036,359.8,0.00753037,0.00491791,0.0329755
1,0.124117,0.105021,0.0124373,0.0185792,0.0402873,472,0.0162,0.0036,359.8,0.00753037,0.00491791,0.0350964
1,0.126904,0.108347,0.0124373,0.0203393,0.0425705,472,0.0204,0.0038,359.7,0.00753037,0.00491791,0.037376
1,0.132275,0.111302,0.0124373,0.022031,0.0447917,472,0.0204,0.0038,359.7,0.00753037,0.00491791,0.0395921
1,0.137876,0.114497,0.0183355,0.0238885,0.0472505,472,0.0246,0.0038,359.7,0.0134227,0.00545108,0.0419782
1,0.146428,0.118114,0.0183355,0.0258073,0.0498461,472,0.0246,0.0038,359.7,0.0134227,0.00545108,0.0444367
1,0.15168,0.121998,0.0183355,0.0276664,0.0523583,472,0.0246,0.0038,359.7,0.0134227,0.00545108,0.0468461
1,0.156452,0.127004,0.024936,0.0297385,0.0551144,472,0.0293,0.004,359.5,0.0200045,0.00609,0.0494714
1,0.159389,0.132789,0.024936,0.0317737,0.0577422,472,0.0293,0.004,359.5,0.0200045,0.00609,0.0520605
