dt,acc_x,acc_y,gyr_x,gyr_y,r_imu,p_imu,y_imu,r_cal,p_cal,y_cal,ax_n_imu,ay_n_imu,ax_n_cal,ay_n_cal,ax_n_cal_kalman,dax_n_cal_kalman,dax_n_imu,dax_n_cal
0.015,-0.0166453,0.00685394,-0.04,-0,-0.03,-0.14,0,0.042325,0.0411759,0,-0.00714314,-0.00175643,0.0236418,-0.0140457,-0.0230206,0.00365957,0.0215409,0.0196242
0.016,-0.0372071,0.0117496,-0.04,-0.01,-0.03,-0.14,0,0.0327663,0.0202036,0,0.013421,-0.00665261,0.0406397,-0.0173166,-0.0183029,0.00471769,0.0205641,0.0169979
0.016,-0.0567898,0.0156661,-0.04,-0.01,-0.03,-0.14,0,0.0221279,-0.00831393,0,0.033006,-0.0105697,0.0553774,-0.0194253,-0.0127742,0.00552879,0.019585,0.0147377
0.015,-0.0744142,0.0176244,-0.04,-0,-0.04,-0.14,0,0.0120885,-0.0405406,0,0.0506304,-0.0108291,0.067527,-0.019678,-0.00668957,0.00608459,0.0176243,0.0121497
0.016,-0.0900803,0.0195827,-0.04,-0,-0.04,-0.14,0,0.00126156,-0.0797142,0,0.0662965,-0.0127874,0.0765382,-0.019797,-0.000329359,0.00636021,0.0156661,0.00901113
0.015,-0.10183,0.0195827,-0.04,-0,-0.04,-0.14,0,-0.00807676,-0.118693,0,0.0780484,-0.012788,0.0816679,-0.0182107,0.00598838,0.00631774,0.011752,0.00512974
0.015,-0.108684,0.0195827,-0.04,-0,-0.04,-0.14,0,-0.016714,-0.157774,0,0.0849023,-0.012788,0.0818831,-0.0167435,0.0118879,0.00589955,0.00685392,0.000215217
0.015,-0.110642,0.0186035,-0.04,-0,-0.04,-0.14,0,-0.0242705,-0.194788,0,0.0868606,-0.0118089,0.0775537,-0.0144808,0.0170479,0.00515996,0.00195826,0.00432947
0.016,-0.108684,0.0176244,-0.03,-0,-0.04,-0.14,0,-0.0311037,-0.230383,0,0.0849,-0.0108291,0.069545,-0.0123404,0.0212356,0.0041877,0.00196065,0.00800864
0.016,-0.102809,0.0156661,-0.03,-0.01,-0.04,-0.14,0,-0.0364676,-0.260524,0,0.0790252,-0.00887083,0.0585496,-0.00947093,0.0242877,0.00305215,0.00587479,0.0109954
0.015,-0.0930177,0.0127287,-0.02,-0.01,-0.04,-0.14,0,-0.0396468,-0.282198,0,0.0692339,-0.00593343,0.0450761,-0.00599343,0.0260915,0.00180374,0.00979131,0.0134735
0.016,-0.080289,0.00979134,-0.02,-0.01,-0.04,-0.14,0,-0.0413996,-0.297587,0,0.0565028,-0.00299534,0.0297282,-0.00275754,0.0265883,0.000496767,0.0127311,0.015348
0.015,-0.0685394,0.00881221,-0.02,-0,-0.04,-0.14,0,-0.0424791,-0.305523,0,0.0447532,-0.00201621,0.0166303,-0.00159501,0.026041,0.000547241,0.0117496,0.0130979
0.015,-0.0558106,0.00685394,-0.01,-0,-0.04,-0.14,0,-0.0424642,-0.307248,0,0.0320269,-5.86226e-05,0.00361389,0.000359997,0.0245278,0.00151316,0.0127263,0.0130164
0.015,-0.044061,0.00489567,-0.01,-0,-0.04,-0.14,0,-0.0415859,-0.303657,0,0.0202773,0.00189965,-0.00752544,0.00216906,0.0222597,0.00226813,0.0117496,0.0111393
0.015,-0.0342697,0.00391654,-0.01,-0,-0.04,-0.14,0,-0.040342,-0.296012,0,0.010486,0.00287878,-0.016018,0.00293689,0.0194924,0.00276734,0.00979131,0.00849252
0.016,-0.0254575,0.0029374,0,-0,-0.04,-0.14,0,-0.0384939,-0.28432,0,0.00167383,0.00385791,-0.0228437,0.00360205,0.0163886,0.00310378,0.00881218,0.00682577
0.016,-0.0195827,0.0029374,0,-0,-0.04,-0.14,0,-0.0367945,-0.270797,0,-0.00420096,0.00385791,-0.0264211,0.00331335,0.0132217,0.00316687,0.00587479,0.00357733
0.015,-0.0166453,0.00195827,-0.01,-0,-0.04,-0.14,0,-0.0350466,-0.257835,0,-0.00714074,0.00483773,-0.0271609,0.00399615,0.0102147,0.00300704,0.00293978,0.000739852
0.016,-0.0156661,0.00195827,-0.01,-0,-0.04,-0.14,0,-0.0333228,-0.244585,0,-0.00811987,0.00483773,-0.0258889,0.00370328,0.00751154,0.00270315,0.000979131,0.00127201
0.016,-0.0176244,0.0029374,-0.01,-0,-0.04,-0.14,0,-0.0321981,-0.233317,0,-0.00616161,0.0038586,-0.0220162,0.00253305,0.00529173,0.00221981,0.00195826,0.00387266
0.015,-0.0215409,0.0029374,-0.02,-0,-0.04,-0.14,0,-0.0313787,-0.225328,0,-0.00224509,0.0038586,-0.0167423,0.00239384,0.00363003,0.0016617,0.00391652,0.00527396
0.015,-0.029374,0.00489567,-0.02,-0,-0.04,-0.14,0,-0.0314852,-0.221395,0,0.00558796,0.00190033,-0.00824107,0.000453667,0.00273656,0.000893479,0.00783305,0.00850121
0.016,-0.0401445,0.0058748,-0.02,-0,-0.04,-0.14,0,-0.032052,-0.222585,0,0.0163584,0.000921195,0.00232702,-0.000429177,0.00271762,1.8941e-05,0.0107704,0.0105681
0.016,-0.0538524,0.00685394,-0.02,-0,-0.04,-0.14,0,-0.0330344,-0.230135,0,0.0300662,-5.79385e-05,0.0147521,-0.0012414,0.00365601,0.000938391,0.0137078,0.0124251
0.015,-0.0714768,0.00881221,-0.01,-0,-0.04,-0.14,0,-0.0345967,-0.244426,0,0.0476906,-0.00201621,0.0299483,-0.00293422,0.00569911,0.0020431,0.0176244,0.0151962
0.015,-0.0861638,0.00881221,-0.01,-0,-0.04,-0.14,0,-0.0360419,-0.264128,0,0.0623776,-0.00201621,0.0412877,-0.00268869,0.00847405,0.00277495,0.014687,0.0113394
0.016,-0.10183,0.00979134,0,-0,-0.04,-0.14,0,-0.0377687,-0.290943,0,0.0780437,-0.00299534,0.0523976,-0.00337443,0.0119127,0.00343864,0.0156661,0.01111
0.016,-0.116517,0.00979134,0,-0,-0.04,-0.14,0,-0.0393575,-0.322527,0,0.0927306,-0.00299534,0.061718,-0.00310451,0.0158315,0.00391876,0.014687,0.00932039
0.015,-0.129246,0.00979134,0,-0,-0.04,-0.14,0,-0.0407286,-0.355386,0,0.105459,-0.00299534,0.0688635,-0.00287155,0.0200297,0.00419823,0.0127287,0.00714543
0.015,-0.139037,0.00979134,0,-0,-0.04,-0.14,0,-0.041997,-0.390102,0,0.115251,-0.00299534,0.072756,-0.00265605,0.0242376,0.00420788,0.00979131,0.00389251
0.015,-0.143933,0.00979134,0,-0,-0.04,-0.14,0,-0.0431704,-0.424375,0,0.120146,-0.00299534,0.0718281,-0.0024567,0.0280832,0.00384563,0.00489566,0.000927866
0.016,-0.14687,0.00881221,0,-0,-0.04,-0.14,0,-0.0438672,-0.459574,0,0.123084,-0.00201621,0.0687847,-0.00135917,0.0314284,0.00334522,0.00293741,0.00304344
0.016,-0.145891,0.00783307,0,-0,-0.04,-0.14,0,-0.044046,-0.491496,0,0.122105,-0.00103707,0.0623815,-0.000349649,0.0340489,0.00262044,0.00097914,0.00640313
0.016,-0.141974,0.00685394,-0.01,-0,-0.04,-0.14,0,-0.0439093,-0.519014,0,0.118186,-5.72554e-05,0.0537805,0.000606999,0.035825,0.00177617,0.00391891,0.00860101
0.015,-0.13512,0.00685394,-0.01,-0,-0.04,-0.14,0,-0.0437913,-0.539724,0,0.111332,-5.72554e-05,0.0434076,0.000586956,0.0366785,0.000853468,0.00685392,0.0103729
0.015,-0.125329,0.0058748,-0.01,-0,-0.04,-0.14,0,-0.0432501,-0.554559,0,0.10154,0.000921878,0.0310957,0.00147412,0.0365234,0.000155073,0.00979131,0.012312
0.016,-0.114559,0.0058748,-0.01,-0,-0.04,-0.14,0,-0.0427163,-0.564133,0,0.0907724,0.000921195,0.0187085,0.00138269,0.0354234,0.00110005,0.010768,0.0123871
0.015,-0.102809,0.0058748,-0.01,-0,-0.04,-0.14,0,-0.0422559,-0.567204,0,0.0790228,0.000921195,0.00643764,0.00130447,0.0334524,0.00197103,0.0117496,0.0122709
0.015,-0.0939969,0.0058748,-0.01,-0,-0.04,-0.14,0,-0.04183,-0.566155,0,0.0702106,0.000921195,-0.00219595,0.00123211,0.0309503,0.00250208,0.00881218,0.00863359
0.016,-0.0871429,0.00685394,-0.01,-0,-0.04,-0.14,0,-0.0418708,-0.561894,0,0.0633567,-5.79385e-05,-0.00832549,0.000259913,0.0281465,0.00280374,0.00685392,0.00612954
0.015,-0.0832264,0.00685394,-0.01,-0,-0.04,-0.14,0,-0.0419063,-0.556493,0,0.0594426,-5.86226e-05,-0.0113147,0.000265229,0.0253038,0.00284279,0.00391413,0.0029892
0.016,-0.0842055,0.00783307,-0.01,-0,-0.04,-0.14,0,-0.0424025,-0.551625,0,0.0604217,-0.00103776,-0.00950868,-0.000629619,0.0227938,0.00250993,0.000979125,0.00180601
0.015,-0.0871429,0.00783307,0,-0,-0.04,-0.14,0,-0.0426789,-0.548724,0,0.0633591,-0.00103776,-0.00607845,-0.000582654,0.0207191,0.00207476,0.0029374,0.00343022
0.015,-0.0920386,0.00881221,0,-0,-0.04,-0.14,0,-0.0433669,-0.548201,0,0.0682547,-0.00201689,-0.00109421,-0.00144491,0.0191693,0.00154976,0.00489565,0.00498424
0.016,-0.0988925,0.00881221,0,-0,-0.04,-0.14,0,-0.0440457,-0.550912,0,0.0751086,-0.00201689,0.00529879,-0.00132959,0.018217,0.000952313,0.00685392,0.00639299
0.016,-0.105746,0.00881221,0.01,-0,-0.04,-0.14,0,-0.0445102,-0.556634,0,0.0819626,-0.00201689,0.0111803,-0.00125068,0.0177818,0.000435205,0.00685392,0.00588156
0.015,-0.111621,0.00881221,0.01,-0,-0.04,-0.14,0,-0.0449108,-0.564162,0,0.0878374,-0.00201689,0.0157759,-0.00118263,0.0177292,5.25583e-05,0.00587478,0.00459559
0.016,-0.11358,0.00881221,0.01,-0,-0.04,-0.14,0,-0.045306,-0.572512,0,0.0897956,-0.00201689,0.0163155,-0.00111548,0.0177209,8.31857e-06,0.00195827,0.000539586
0.015,-0.1126,0.00783307,0.01,-0,-0.04,-0.14,0,-0.0452147,-0.579281,0,0.0888165,-0.00103776,0.0141864,-0.000151873,0.0175484,0.000172479,0.000979133,0.00212916
0.015,-0.107705,0.00783307,0.01,-0,-0.04,-0.14,0,-0.0451301,-0.583382,0,0.0839208,-0.00103776,0.00859424,-0.000166234,0.0169566,0.000591816,0.00489566,0.00559212
0.015,-0.0998717,0.00685394,0,-0,-0.04,-0.14,0,-0.0447697,-0.583717,0,0.0760878,-5.86226e-05,0.000704587,0.000751664,0.0157975,0.00115908,0.00783305,0.00788965
0.016,-0.0881221,0.0058748,0,-0,-0.04,-0.14,0,-0.0439527,-0.578512,0,0.0643358,0.000921195,-0.0101699,0.00159276,0.0138806,0.00191696,0.0117519,0.0108745
0.015,-0.0763725,0.00489567,0,-0,-0.04,-0.14,0,-0.0428158,-0.568836,0,0.0525863,0.00190033,-0.020275,0.00237874,0.0113172,0.0025634,0.0117496,0.010105
0.015,-0.0646228,0.00391654,-0.01,0.01,-0.04,-0.14,0,-0.0414805,-0.55455,0,0.0408367,0.00287946,-0.0295967,0.003131,0.00821224,0.00310493,0.0117496,0.00932172
0.015,-0.0558106,0.0029374,-0.01,-0,-0.04,-0.14,0,-0.0398133,-0.537595,0,0.0320245,0.0038586,-0.0355279,0.00382687,0.00486414,0.0033481,0.00881217,0.00593116
0.016,-0.0499358,0.00195827,-0.02,0.01,-0.04,-0.14,0,-0.0378673,-0.51794,0,0.0261497,0.00483773,-0.038063,0.00447538,0.00155116,0.00331298,0.00587479,0.00253518
0.015,-0.0479776,0.0029374,-0.02,-0,-0.04,-0.15,0,-0.0366212,-0.500274,0,0.0224924,0.0038586,-0.0370197,0.00328454,-0.00145351,0.00300466,0.00365727,0.00104337
0.016,-0.0499358,0.0029374,-0.02,-0,-0.04,-0.15,0,-0.0353918,-0.483765,0,0.0244507,0.0038586,-0.0322566,0.00307567,-0.00388458,0.00243108,0.00195826,0.00476311
0.015,-0.0548315,0.00391654,-0.03,-0,-0.04,-0.15,0,-0.034915,-0.471687,0,0.0293464,0.00287946,-0.025309,0.00201553,-0.00561322,0.00172864,0.00489565,0.00694757
0.016,-0.0616854,0.00489567,-0.03,-0,-0.04,-0.15,0,-0.0349057,-0.462996,0,0.0362003,0.00190033,-0.0169788,0.00103481,-0.00658119,0.00096797,0.00685392,0.00833021
0.015,-0.0695185,0.0058748,-0.03,-0,-0.04,-0.16,0,-0.0353296,-0.458956,0,0.0423315,0.000921878,-0.00846729,0.000128297,-0.00682676,0.000245564,0.00613128,0.00851151
0.015,-0.0753933,0.00685394,-0.03,-0,-0.04,-0.16,0,-0.0361539,-0.457811,0,0.0482063,-5.72554e-05,-0.00239816,-0.000710775,-0.00658751,0.000239252,0.00587478,0.00606913
0.016,-0.080289,0.00783307,-0.03,-0,-0.04,-0.17,0,-0.0374282,-0.458986,0,0.0514028,-0.00103639,0.00229765,-0.00147339,-0.00600246,0.000585041,0.00319644,0.00469581
0.015,-0.0812681,0.00783307,-0.03,-0,-0.05,-0.17,0,-0.0385272,-0.460432,0,0.0523819,0.000662781,0.00303109,-0.00128664,-0.00540037,0.000602099,0.000979133,0.000733435
0.015,-0.080289,0.00881221,-0.02,-0,-0.05,-0.18,0,-0.039826,-0.461337,0,0.0497036,-0.000316353,0.00189818,-0.00204508,-0.00492605,0.000474314,0.00267833,0.00113291
0.015,-0.0753933,0.00881221,-0.02,-0,-0.05,-0.18,0,-0.0410278,-0.460017,0,0.044811,-0.000317207,-0.00276517,-0.00184158,-0.00484246,8.35946e-05,0.00489257,0.00466335
0.015,-0.0675602,0.00881221,-0.01,-0.01,-0.05,-0.19,0,-0.0419895,-0.455489,0,0.0352789,-0.000317207,-0.00982857,-0.00167819,-0.00530743,0.000464974,0.00953206,0.0070634
0.016,-0.058748,0.00881221,-0.01,-0,-0.05,-0.19,0,-0.0429384,-0.446711,0,0.0264668,-0.000317207,-0.0171492,-0.00151698,-0.00630304,0.000995605,0.00881216,0.00732065
0.015,-0.050915,0.00881221,-0.01,-0,-0.05,-0.19,0,-0.0437568,-0.435683,0,0.0186337,-0.000317207,-0.0231084,-0.00137793,-0.00768797,0.00138493,0.00783303,0.00595915
0.016,-0.0430819,0.00783307,0,-0,-0.05,-0.19,0,-0.0439437,-0.421116,0,0.010804,0.000661072,-0.0284591,-0.000367792,-0.00938855,0.00170058,0.00782978,0.00535069
0.016,-0.0381862,0.00685394,0,-0,-0.05,-0.19,0,-0.0436534,-0.405409,0,0.00590833,0.00164021,-0.0306863,0.000562033,-0.0111426,0.00175406,0.00489564,0.00222722
0.015,-0.0342697,0.0058748,0,-0,-0.05,-0.19,0,-0.0429706,-0.390132,0,0.00198857,0.00262019,-0.0320139,0.00142591,-0.0128771,0.00173453,0.00391976,0.00132767
0.016,-0.0332906,0.0058748,-0.01,-0,-0.05,-0.19,0,-0.0424573,-0.374598,0,0.00101268,0.00261934,-0.0303475,0.00133797,-0.014363,0.00148582,0.000975884,0.00166643
0.015,-0.0332906,0.00489567,-0.01,-0,-0.05,-0.19,0,-0.0415824,-0.361201,0,0.00101269,0.00359847,-0.0280715,0.00216847,-0.0155701,0.00120719,3.72529e-09,0.00227604
0.016,-0.0342697,0.00489567,-0.01,-0,-0.05,-0.19,0,-0.040719,-0.348441,0,0.00198857,0.00359933,-0.0249307,0.00202248,-0.0164512,0.000881097,0.000975884,0.00314079
0.015,-0.0352488,0.00489567,-0.01,-0,-0.05,-0.19,0,-0.0399746,-0.337869,0,0.00297094,0.00359847,-0.0221497,0.00189532,-0.0170563,0.00060505,0.00098237,0.00278099
0.016,-0.036228,0.00489567,-0.01,-0,-0.05,-0.19,0,-0.0392411,-0.3279,0,0.00395007,0.00359847,-0.0194769,0.00177072,-0.0174126,0.000356276,0.000979129,0.00267277
0.016,-0.036228,0.00489567,-0.02,-0,-0.05,-0.19,0,-0.0387263,-0.318728,0,0.00395007,0.00359847,-0.0179188,0.00168326,-0.0176229,0.000210356,0,0.00155816
0.015,-0.0352488,0.0058748,-0.02,-0.01,-0.05,-0.19,0,-0.0387145,-0.310535,0,0.00297094,0.00261934,-0.017506,0.000702133,-0.0177855,0.000162609,0.000979133,0.000412751
0.015,-0.0332906,0.0058748,-0.03,-0.01,-0.05,-0.19,0,-0.0388537,-0.302092,0,0.00101268,0.00261934,-0.0180299,0.000725776,-0.0179758,0.000190221,0.00195825,0.000523888
0.016,-0.0313323,0.00685394,-0.03,-0.01,-0.05,-0.19,0,-0.0394521,-0.292839,0,-0.000945576,0.00164021,-0.0184163,-0.000151696,-0.0181811,0.000205351,0.00195826,0.000386372
0.015,-0.0283949,0.00783307,-0.03,-0.01,-0.05,-0.19,0,-0.0404013,-0.283562,0,-0.00388297,0.000661072,-0.0197776,-0.000969582,-0.0184756,0.000294464,0.00293739,0.00136131
0.016,-0.0254575,0.00783307,-0.03,-0.01,-0.05,-0.19,0,-0.0413378,-0.273025,0,-0.00682035,0.000661072,-0.0209249,-0.000810483,-0.0188366,0.000360981,0.00293738,0.00114734
0.015,-0.0234992,0.00783307,-0.03,-0.01,-0.05,-0.19,0,-0.0421452,-0.263072,0,-0.00878185,0.000661927,-0.0211968,-0.000672595,-0.0191921,0.000355538,0.0019615,0.000271818
0.016,-0.0215409,0.00783307,-0.03,-0.01,-0.05,-0.19,0,-0.0429419,-0.252329,0,-0.0107401,0.000661927,-0.0213298,-0.000537248,-0.0195319,0.000339776,0.00195826,0.000133021
0.015,-0.0205618,0.00685394,-0.03,-0,-0.05,-0.19,0,-0.0431967,-0.242481,0,-0.0117192,0.00164106,-0.0206357,0.000485188,-0.0197933,0.000261441,0.000979127,0.000694053
0.016,-0.0205618,0.00685394,-0.03,-0,-0.05,-0.19,0,-0.0434482,-0.232764,0,-0.0117192,0.00164106,-0.0189849,0.000527915,-0.0199082,0.000114858,0,0.00165086
0.016,-0.0205618,0.00685394,-0.02,-0,-0.05,-0.19,0,-0.0435196,-0.223825,0,-0.0117192,0.00164106,-0.0174661,0.000540039,-0.0198967,1.14832e-05,0,0.0015188
0.015,-0.0215409,0.00685394,-0.02,-0,-0.05,-0.19,0,-0.0435814,-0.216548,0,-0.0107369,0.00164021,-0.0152469,0.000549804,-0.0197137,0.000183024,0.000982374,0.0022192
0.015,-0.0234992,0.00685394,-0.01,-0,-0.05,-0.19,0,-0.0434881,-0.210681,0,-0.00877861,0.00164021,-0.012292,0.000533947,-0.0193143,0.00039936,0.00195826,0.0029549
0.016,-0.0244783,0.00685394,-0.01,-0,-0.05,-0.19,0,-0.043396,-0.205354,0,-0.00779948,0.00164021,-0.0104078,0.000518308,-0.0187959,0.000518389,0.000979127,0.00188415
0.015,-0.0264366,0.0058748,-0.01,-0,-0.05,-0.19,0,-0.0428844,-0.201623,0,-0.00584122,0.00261934,-0.00781583,0.00141052,-0.0181123,0.000683656,0.00195826,0.00259199
0.016,-0.0274158,0.0058748,0,-0,-0.05,-0.19,0,-0.0422195,-0.198404,0,-0.00486209,0.00261934,-0.00628975,0.00129757,-0.0173568,0.000755478,0.000979129,0.00152608
0.015,-0.029374,0.0058748,0,-0,-0.05,-0.19,0,-0.0416461,-0.196491,0,-0.00290383,0.00261934,-0.00400662,0.00120016,-0.0164762,0.000880552,0.00195826,0.00228314
0.016,-0.0303532,0.00685394,0,-0,-0.05,-0.19,0,-0.0415411,-0.195064,0,-0.00192795,0.00164106,-0.00278836,0.000203898,-0.0155612,0.000915011,0.000975879,0.00121826
0.015,-0.0303532,0.00685394,0,-0,-0.05,-0.19,0,-0.0414506,-0.193833,0,-0.00192795,0.00164106,-0.00257923,0.000188512,-0.0146918,0.00086937,0,0.000209136
0.016,-0.029374,0.00685394,0,-0,-0.05,-0.19,0,-0.0413607,-0.192158,0,-0.00290708,0.00164106,-0.00327368,0.000173237,-0.0139346,0.000757257,0.000979127,0.000694452
0.016,-0.0283949,0.00783307,0,-0,-0.05,-0.19,0,-0.041739,-0.190155,0,-0.00388621,0.000661927,-0.00391259,-0.000741618,-0.0132775,0.000657062,0.000979133,0.00063891
0.015,-0.0264366,0.00783307,0,-0,-0.05,-0.18,0,-0.0420653,-0.187564,0,-0.00414546,0.000661927,-0.00543054,-0.000686174,-0.0127815,0.000496051,0.000259252,0.00151795
0.016,-0.0234992,0.00783307,0,-0,-0.05,-0.18,0,-0.0423873,-0.183624,0,-0.00708285,0.000661927,-0.00769851,-0.000631467,-0.0124931,0.000288347,0.00293739,0.00226797
0.015,-0.0215409,0.00783307,0,-0,-0.05,-0.18,0,-0.042665,-0.179361,0,-0.00904111,0.000661927,-0.00893253,-0.00058428,-0.0123187,0.000174454,0.00195826,0.00123402
0.016,-0.0186035,0.00783307,0,-0.01,-0.05,-0.18,0,-0.0429391,-0.173932,0,-0.0119785,0.000661927,-0.0109475,-0.000537716,-0.0123104,8.27108e-06,0.00293739,0.002015
0.015,-0.0176244,0.00783307,0,-0.01,-0.05,-0.18,0,-0.0431755,-0.168817,0,-0.0129576,0.000661927,-0.0110577,-0.000497551,-0.0123103,8.47504e-08,0.000979131,0.00011014
0.015,-0.0166453,0.00881221,0,-0.01,-0.05,-0.18,0,-0.0438264,-0.163654,0,-0.0139368,-0.000317207,-0.0111596,-0.00136609,-0.0123172,6.91134e-06,0.000979129,0.000101885
0.016,-0.0186035,0.00881221,0,-0.01,-0.05,-0.18,0,-0.0444692,-0.159481,0,-0.0119785,-0.000317207,-0.00849238,-0.0012569,-0.0121176,0.000199653,0.00195826,0.00266718
0.015,-0.0205618,0.00881221,0,-0.01,-0.05,-0.18,0,-0.0450235,-0.156747,0,-0.0100202,-0.000317207,-0.00606955,-0.00116271,-0.0117444,0.000373195,0.00195826,0.00242284
0.015,-0.0244783,0.00881221,0,-0.01,-0.05,-0.18,0,-0.0455363,-0.155946,0,-0.00610372,-0.000317207,-0.00201702,-0.00107559,-0.0110842,0.000660184,0.00391652,0.00405253
0.016,-0.0283949,0.00881221,0,-0.01,-0.05,-0.18,0,-0.0460427,-0.157002,0,-0.00218413,-0.000318062,0.00172283,-0.000990346,-0.0101809,0.000903331,0.00391959,0.00373985
0.015,-0.0323114,0.00783307,0,-0.01,-0.05,-0.18,0,-0.0460468,-0.15964,0,0.00172931,0.000661927,0.00518846,-9.72301e-06,-0.00907227,0.00110859,0.00391344,0.00346563
0.016,-0.0352488,0.00783307,0,-0.01,-0.05,-0.18,0,-0.0460508,-0.163626,0,0.0046667,0.000661927,0.00744863,-9.0329e-06,-0.00786537,0.0012069,0.00293739,0.00226018
0.015,-0.036228,0.00783307,0,-0.01,-0.05,-0.18,0,-0.0460543,-0.167496,0,0.00564583,0.000661927,0.00777023,-8.44058e-06,-0.0067162,0.00114918,0.000979129,0.000321593
0.015,-0.0342697,0.00783307,0,-0.01,-0.05,-0.18,0,-0.0460576,-0.170212,0,0.00368757,0.000661927,0.00535061,-7.88923e-06,-0.00583181,0.00088439,0.00195826,0.00241962
0.015,-0.0303532,0.00783307,0,-0.01,-0.05,-0.18,0,-0.0460605,-0.170995,0,-0.000228949,0.000661927,0.00130107,-7.38539e-06,-0.0053195,0.000512309,0.00391652,0.00404954
0.016,-0.0234992,0.00881221,0,-0.01,-0.05,-0.18,0,-0.0465241,-0.168539,0,-0.00708593,-0.000316353,-0.00513847,-0.000906967,-0.00533765,1.81552e-05,0.00685698,0.00643954
0.015,-0.0166453,0.00881221,0,-0.01,-0.05,-0.18,0,-0.0469239,-0.163396,0,-0.0139398,-0.000316353,-0.0111185,-0.00083903,-0.00581445,0.000476797,0.0068539,0.00597998
0.016,-0.00979134,0.00979134,0,-0.01,-0.05,-0.18,0,-0.0477794,-0.155094,0,-0.0207937,-0.00129549,-0.0165618,-0.0016728,-0.00667704,0.000862587,0.00685391,0.00544334
0.015,-0.00489567,0.00979134,0.01,-0.01,-0.05,-0.18,0,-0.0483677,-0.145773,0,-0.0256894,-0.00129549,-0.0198736,-0.00157284,-0.00773482,0.00105778,0.00489565,0.00331184
0.016,-0.00195827,0.00979134,0.01,-0.01,-0.05,-0.17,0,-0.0489481,-0.135193,0,-0.0269276,-0.00129549,-0.0210134,-0.00147421,-0.00880715,0.00107233,0.00123822,0.00113972
0.015,-0.0029374,0.00979134,0.01,-0.01,-0.05,-0.17,0,-0.0494488,-0.1265,0,-0.0259485,-0.00129549,-0.0185572,-0.00138915,-0.00961624,0.000809095,0.000979129,0.00245619
0.015,-0.00685394,0.00881221,0.01,-0.01,-0.05,-0.17,0,-0.0494797,-0.120188,0,-0.022032,-0.000316353,-0.0135681,-0.000404766,-0.00998523,0.000368985,0.00391652,0.00498908
0.015,-0.014687,0.00881221,0.02,-0.01,-0.05,-0.17,0,-0.049358,-0.117807,0,-0.0141989,-0.000316353,-0.00533039,-0.000425448,-0.00969434,0.000290886,0.00783304,0.00823769
0.016,-0.0244783,0.00783307,0.02,-0,-0.05,-0.17,0,-0.0487772,-0.119908,0,-0.00440472,0.000661927,0.00410592,0.000454182,-0.00869673,0.000997612,0.0097942,0.00943631
0.015,-0.0342697,0.00783307,0.02,-0,-0.05,-0.17,0,-0.0482764,-0.126043,0,0.00538658,0.000661927,0.012855,0.000369085,-0.00709393,0.0016028,0.0097913,0.00874906
0.016,-0.044061,0.00685394,0.02,-0,-0.05,-0.17,0,-0.0473211,-0.136706,0,0.0151779,0.00164106,0.0208347,0.00118592,-0.00498685,0.00210707,0.0097913,0.00797967
0.015,-0.0518941,0.00685394,0.03,-0,-0.05,-0.17,0,-0.0463475,-0.149362,0,0.0230138,0.00164021,0.0265199,0.00101971,-0.00258689,0.00239996,0.00783594,0.00568521
0.015,-0.0558106,0.0058748,0.03,-0,-0.05,-0.17,0,-0.0450146,-0.162799,0,0.0269303,0.00261934,0.0281538,0.00177241,-0.000226111,0.00236078,0.00391652,0.00163388
0.016,-0.0567898,0.0058748,0.03,-0,-0.05,-0.17,0,-0.0436995,-0.176517,0,0.0279095,0.00261934,0.0268023,0.00154899,0.00186829,0.0020944,0.000979129,0.00135141
0.016,-0.0538524,0.0058748,0.03,-0,-0.05,-0.18,0,-0.0424895,-0.187755,0,0.0232732,0.00261934,0.0219558,0.00134344,0.00344551,0.00157722,0.00463624,0.00484651
0.015,-0.0489567,0.00685394,0.03,-0,-0.05,-0.18,0,-0.0418781,-0.195286,0,0.0183776,0.00164021,0.0157807,0.000260442,0.00443874,0.000993236,0.00489565,0.00617509
0.016,-0.0391654,0.00685394,0.02,-0,-0.04,-0.18,0,-0.0414349,-0.198106,0,0.00858629,-5.86226e-05,0.00551035,0.000185141,0.00457292,0.000134177,0.00979129,0.0102704
0.015,-0.029374,0.00685394,0.02,-0,-0.04,-0.18,0,-0.0410521,-0.196216,0,-0.001205,-5.86226e-05,-0.00395987,0.000120108,0.00396865,0.000604268,0.00979129,0.00947022
0.015,-0.0195827,0.00685394,0.02,-0,-0.04,-0.18,0,-0.040698,-0.190146,0,-0.0109963,-5.86226e-05,-0.0127198,5.99539e-05,0.0027314,0.00123726,0.00979129,0.00875997
0.016,-0.0117496,0.0058748,0.01,-0,-0.04,-0.18,0,-0.0400473,-0.180467,0,-0.0188324,0.000921195,-0.0189117,0.000929234,0.00110238,0.00162902,0.00783611,0.00619183
0.016,-0.0058748,0.0058748,0.01,-0,-0.04,-0.18,0,-0.0394487,-0.168796,0,-0.0247072,0.000921195,-0.0228036,0.000827537,-0.000714372,0.00181675,0.00587478,0.00389192
0.015,-0.0029374,0.0058748,0.01,-0,-0.04,-0.17,0,-0.0389326,-0.157433,0,-0.0259456,0.000921195,-0.0238105,0.000739836,-0.00248381,0.00176944,0.00123839,0.00100687
