dt,acc_x,acc_y,gyr_x,gyr_y,r_imu,p_imu,y_imu,r_cal,p_cal,y_cal,ax_n_imu,ay_n_imu,ax_n_cal,ay_n_cal,ax_n_cal_kalman,dax_n_cal_kalman,dax_n_imu,dax_n_cal
0.016,-0.0244783,0.0058748,-0.01,-0,-0.04,-0.15,0,-0.0359553,-0.145743,0,-0.0010067,0.000921195,-0.000283359,0.000234004,-0.000358451,5.05507e-06,0,2.46726e-05
0.015,-0.0244783,0.0058748,-0.01,-0,-0.04,-0.15,0,-0.036002,-0.145617,0,-0.0010067,0.000921195,-0.000262074,0.00024193,-0.000352096,6.355e-06,0,2.12844e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.035888,-0.145494,0,-0.0010067,0.000921195,-0.000241075,0.000222568,-0.000344553,7.54304e-06,0,2.09995e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0357897,-0.145819,0,-2.75709e-05,0.000921195,0.000682732,0.000205867,-0.000266431,7.81221e-05,0.000979133,0.000923807
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0356988,-0.14612,0,-2.75709e-05,0.000921195,0.000631563,0.000190421,-0.000197613,6.88177e-05,0,5.11687e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0356147,-0.146399,0,-2.75709e-05,0.000921195,0.000584234,0.000176132,-0.00013717,6.04431e-05,0,4.73298e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0355369,-0.146657,0,-2.75709e-05,0.000921195,0.000540448,0.000162914,-8.42573e-05,5.29126e-05,0,4.37852e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0354601,-0.146911,0,-2.75709e-05,0.000921195,0.000497248,0.000149873,-3.83164e-05,4.59409e-05,0,4.32003e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0353895,-0.147145,0,-2.75709e-05,0.000921195,0.000457505,0.000137875,1.39467e-06,3.97111e-05,0,3.97433e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0353286,-0.146914,0,-0.0010067,0.000921195,-0.000482475,0.000127528,-3.3974e-05,3.53686e-05,0.000979133,0.00093998
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0352723,-0.146701,0,-0.0010067,0.000921195,-0.000446258,0.000117956,-6.41386e-05,3.01646e-05,0,3.62173e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0352202,-0.146504,0,-0.0010067,0.000921195,-0.00041276,0.000109102,-8.96638e-05,2.55252e-05,0,3.34978e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0351687,-0.14631,0,-0.0010067,0.000921195,-0.000379706,0.000100364,-0.000110901,2.12369e-05,0,3.30545e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0351244,-0.146142,0,-0.0010067,0.000921195,-0.000351194,9.2831e-05,-0.000128492,1.75912e-05,0,2.85115e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0350831,-0.145985,0,-0.00100927,0.000921878,-0.000327129,8.6416e-05,-0.000143029,1.4537e-05,2.563e-06,2.40654e-05
0.015,-0.0244783,0.0058748,0.01,-0,-0.04,-0.15,0,-0.0348949,-0.145841,0,-0.00100927,0.000921878,-0.000302568,5.44391e-05,-0.000154682,1.16534e-05,0,2.45608e-05
0.015,-0.0244783,0.0058748,0.01,-0,-0.04,-0.15,0,-0.0347211,-0.145708,0,-0.0010067,0.000921195,-0.000277538,2.43122e-05,-0.000163613,8.93093e-06,2.563e-06,2.50302e-05
0.016,-0.0244783,0.0058748,0.01,-0,-0.04,-0.15,0,-0.0345496,-0.145577,0,-0.0010067,0.000921195,-0.000255303,-4.82425e-06,-0.000170223,6.61008e-06,0,2.22344e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345517,-0.145465,0,-0.0010067,0.000921195,-0.000236122,-4.46942e-06,-0.000174906,4.68316e-06,0,1.91815e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345538,-0.145353,0,-0.0010067,0.000921195,-0.000217199,-4.1211e-06,-0.000177815,2.90821e-06,0,1.89226e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345555,-0.145257,0,-0.0010067,0.000921195,-0.000200877,-3.81889e-06,-0.00017927,1.45513e-06,0,1.63224e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345573,-0.145623,0,-2.75709e-05,0.000921195,0.000716031,-3.5218e-06,-0.000110069,6.92004e-05,0.000979133,0.000916908
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345588,-0.145939,0,-2.75709e-05,0.000921195,0.000662362,-3.26568e-06,-4.97628e-05,6.03066e-05,0,5.36684e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345603,-0.146251,0,-2.75709e-05,0.000921195,0.000609405,-3.0119e-06,2.31167e-06,5.20745e-05,0,5.29569e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345616,-0.14652,0,-2.75709e-05,0.000921195,0.000563733,-2.79397e-06,4.72767e-05,4.49651e-05,0,4.56721e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345628,-0.146785,0,-2.75709e-05,0.000921195,0.000518672,-2.57837e-06,8.56649e-05,3.83882e-05,0,4.50611e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345639,-0.147014,0,-2.75709e-05,0.000921195,0.000479806,-2.3921e-06,0.000118402,3.27375e-05,0,3.8866e-05
0.015,-0.0254575,0.0058748,0.01,-0,-0.04,-0.15,0,-0.034415,-0.147225,0,-2.75709e-05,0.000921195,0.000443855,-2.7705e-05,0.0001461,2.76972e-05,0,3.59509e-05
0.015,-0.0254575,0.0058748,0.01,-0,-0.04,-0.15,0,-0.0342771,-0.147421,0,-2.75709e-05,0.000921195,0.000410598,-5.11208e-05,0.000169309,2.32089e-05,0,3.32575e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0342997,-0.147602,0,-2.75709e-05,0.000921195,0.000379836,-4.7294e-05,0.000188528,1.92197e-05,0,3.07616e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0343222,-0.147782,0,-2.50079e-05,0.000920511,0.000351805,-4.40585e-05,0.000204242,1.57136e-05,2.563e-06,2.80309e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0343429,-0.147947,0,-2.50079e-05,0.000920511,0.000323696,-4.05419e-05,0.000216683,1.24416e-05,0,2.81092e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0343619,-0.1481,0,-2.50079e-05,0.000920511,0.000297841,-3.73065e-05,0.000226251,9.56723e-06,0,2.58554e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0343783,-0.148231,0,-2.50079e-05,0.000920511,0.000275534,-3.45171e-05,0.000233414,7.16306e-06,0,2.2307e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0343945,-0.14836,0,-2.50079e-05,0.000920511,0.00025353,-3.17642e-05,0.000238361,4.94724e-06,0,2.20034e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0344085,-0.148472,0,-2.50079e-05,0.000920511,0.000234546,-2.93888e-05,0.000241477,3.11599e-06,0,1.89841e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0344223,-0.148582,0,-2.50079e-05,0.000920511,0.000215819,-2.70461e-05,0.000242907,1.43041e-06,0,1.8727e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0344346,-0.148677,0,-2.50079e-05,0.000920511,0.000199681,-2.49594e-05,0.000242967,6.00558e-08,0,1.6138e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0344467,-0.148771,0,-2.50079e-05,0.000920511,0.000183757,-2.29003e-05,0.000241768,1.19934e-06,0,1.59238e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0344572,-0.148852,0,-2.50079e-05,0.000920511,0.000170022,-2.11233e-05,0.000239565,2.20341e-06,0,1.37351e-05
0.016,-0.0254575,0.0058748,-0.01,-0,-0.04,-0.15,0,-0.0346272,-0.148931,0,-2.75709e-05,0.000921195,0.000154132,8.35396e-06,0.000236261,3.30388e-06,2.563e-06,1.58902e-05
0.016,-0.0254575,0.0058748,-0.01,-0,-0.04,-0.15,0,-0.0347836,-0.149003,0,-2.75709e-05,0.000921195,0.000141855,3.4932e-05,0.000232211,4.05016e-06,0,1.22767e-05
0.015,-0.0254575,0.0058748,-0.01,-0,-0.04,-0.15,0,-0.0349185,-0.149065,0,-2.75709e-05,0.000921195,0.000131264,5.78561e-05,0.000227596,4.61488e-06,0,1.0591e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0348917,-0.149127,0,-2.75709e-05,0.000921195,0.000120817,5.32903e-05,0.000222467,5.12916e-06,0,1.04476e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0348685,-0.14918,0,-2.75709e-05,0.000921195,0.000111803,4.93517e-05,0.000216969,5.4971e-06,0,9.01334e-06
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0348456,-0.149232,0,-2.75709e-05,0.000921195,0.000102913,4.54658e-05,0.00021114,5.82967e-06,0,8.89041e-06
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0348259,-0.149277,0,-2.75709e-05,0.000921195,9.52408e-05,4.21153e-05,0.000205095,6.045e-06,0,7.67224e-06
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0348064,-0.149322,0,-2.75709e-05,0.000921195,8.76747e-05,3.88087e-05,0.000198858,6.23667e-06,0,7.56606e-06
0.015,-0.0254575,0.0058748,0,-0.01,-0.04,-0.15,0,-0.0347896,-0.14951,0,-2.75709e-05,0.000921195,5.56652e-05,3.5956e-05,0.000190563,8.29549e-06,0,3.20096e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0347731,-0.149536,0,-2.75709e-05,0.000921195,5.12656e-05,3.3142e-05,0.000182475,8.08733e-06,0,4.39957e-06
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0347588,-0.149558,0,-2.75709e-05,0.000921195,4.74714e-05,3.0715e-05,0.000174629,7.84612e-06,0,3.79421e-06
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0347447,-0.14958,0,-2.75709e-05,0.000921195,4.37275e-05,2.83211e-05,0.000167012,7.61682e-06,0,3.74392e-06
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0347322,-0.149599,0,-2.75709e-05,0.000921195,4.04827e-05,2.61883e-05,0.000159648,7.36413e-06,0,3.24473e-06
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0347198,-0.149618,0,-2.75709e-05,0.000921195,3.7279e-05,2.40863e-05,0.000152523,7.12494e-06,0,3.20375e-06
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0347091,-0.149635,0,-2.75709e-05,0.000921195,3.45167e-05,2.22712e-05,0.000145656,6.86751e-06,0,2.7623e-06
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0346986,-0.149651,0,-2.75709e-05,0.000921195,3.17916e-05,2.04812e-05,0.000139032,6.62424e-06,0,2.72505e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346898,-0.149233,0,-0.00100414,0.000920511,-0.000873901,1.83904e-05,6.3149e-05,7.58826e-05,0.00097657,0.000905693
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034681,-0.148822,0,-0.00100414,0.000920511,-0.000803951,1.69105e-05,-2.14805e-06,6.5297e-05,0,6.99498e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034673,-0.148443,0,-0.00100414,0.000920511,-0.000739597,1.55489e-05,-5.80128e-05,5.58647e-05,0,6.43544e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346661,-0.148116,0,-0.00100414,0.000920511,-0.000684101,1.4375e-05,-0.000105771,4.77583e-05,0,5.54956e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346597,-0.147814,0,-0.00100414,0.000920511,-0.000632761,1.3289e-05,-0.000146296,4.05254e-05,0,5.13401e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346534,-0.147516,0,-0.00100414,0.000920511,-0.000582106,1.22176e-05,-0.000180136,3.38393e-05,0,5.06546e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034648,-0.147259,0,-0.00100414,0.000920511,-0.000538412,1.12932e-05,-0.000208282,2.8146e-05,0,4.36939e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346429,-0.147021,0,-0.00100414,0.000920511,-0.000498001,1.04392e-05,-0.000231376,2.30946e-05,0,4.04119e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034638,-0.146786,0,-0.00100414,0.000920511,-0.000458127,9.59588e-06,-0.000249807,1.84302e-05,0,3.98736e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346331,-0.146569,0,-0.0010067,0.000921195,-0.000423752,9.36398e-06,-0.000264315,1.45082e-05,2.563e-06,3.43751e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346287,-0.146369,0,-0.0010067,0.000921195,-0.000389816,8.60728e-06,-0.000275203,1.08887e-05,0,3.39355e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346248,-0.146197,0,-0.0010067,0.000921195,-0.00036055,7.95396e-06,-0.00028308,7.87652e-06,0,2.92659e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034621,-0.146027,0,-0.0010067,0.000921195,-0.00033167,7.30855e-06,-0.000288181,5.10062e-06,0,2.88803e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346178,-0.14588,0,-0.0010067,0.000921195,-0.000306761,6.75255e-06,-0.000291001,2.82086e-06,0,2.49092e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346145,-0.145736,0,-0.0010067,0.000921195,-0.000282189,6.20494e-06,-0.000291725,7.23638e-07,0,2.4572e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034612,-0.145612,0,-0.00100414,0.000920511,-0.00025869,5.18467e-06,-0.000290578,1.14687e-06,2.563e-06,2.34991e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346095,-0.14549,0,-0.00100414,0.000920511,-0.00023796,4.76092e-06,-0.000287903,2.67546e-06,0,2.07294e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346074,-0.145385,0,-0.00100414,0.000920511,-0.000220085,4.39584e-06,-0.000284024,3.87907e-06,0,1.78758e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0346053,-0.145281,0,-0.00100414,0.000920511,-0.000202438,4.03635e-06,-0.000279042,4.98196e-06,0,1.76467e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034603,-0.145184,0,-0.0010067,0.000921195,-0.000188496,4.24962e-06,-0.000273318,5.7235e-06,2.563e-06,1.39419e-05
0.015,-0.0244783,0.0058748,0.01,-0,-0.04,-0.15,0,-0.0344511,-0.145101,0,-0.0010067,0.000921195,-0.000174327,-2.1561e-05,-0.000266887,6.43104e-06,0,1.41691e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0344606,-0.145024,0,-0.0010067,0.000921195,-0.000161219,-1.99522e-05,-0.00025988,7.00768e-06,0,1.31074e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0344693,-0.144952,0,-0.0010067,0.000921195,-0.000149095,-1.84639e-05,-0.000252411,7.46842e-06,0,1.2124e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034478,-0.144882,0,-0.0010067,0.000921195,-0.000137134,-1.69952e-05,-0.000244527,7.8844e-06,0,1.19619e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0344854,-0.144821,0,-0.0010067,0.000921195,-0.000126816,-1.57282e-05,-0.000236382,8.14456e-06,0,1.03172e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0344928,-0.144761,0,-0.0010067,0.000921195,-0.000116637,-1.44783e-05,-0.000228007,8.37557e-06,0,1.01794e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0344991,-0.14471,0,-0.0010067,0.000921195,-0.000107856,-1.33994e-05,-0.000219524,8.4824e-06,0,8.78051e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034505,-0.144662,0,-0.0010067,0.000921195,-9.97391e-05,-1.24029e-05,-0.000210994,8.53017e-06,0,8.11741e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345104,-0.144618,0,-0.0010067,0.000921195,-9.22251e-05,-1.14795e-05,-0.000202466,8.52755e-06,0,7.51391e-06
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345158,-0.144574,0,-0.0010067,0.000921195,-8.48118e-05,-1.05696e-05,-0.00019395,8.5167e-06,0,7.41333e-06
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345207,-0.144534,0,-0.0010067,0.000921195,-7.79908e-05,-9.73232e-06,-0.000185489,8.46035e-06,0,6.82101e-06
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345253,-0.144497,0,-0.0010067,0.000921195,-7.17174e-05,-8.96212e-06,-0.000177124,8.3651e-06,0,6.27339e-06
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345292,-0.144897,0,-2.75709e-05,0.000921195,0.00083939,-8.29715e-06,-9.92194e-05,7.79049e-05,0.000979133,0.000911107
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345328,-0.145268,0,-2.75709e-05,0.000921195,0.000776468,-7.68295e-06,-3.15138e-05,6.77056e-05,0,6.2922e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345364,-0.145633,0,-2.75709e-05,0.000921195,0.00071439,-7.07759e-06,2.67535e-05,5.82673e-05,0,6.20782e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0345394,-0.145948,0,-2.75709e-05,0.000921195,0.000660848,-6.55418e-06,7.6884e-05,5.01305e-05,0,5.35417e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345425,-0.145798,0,-0.0010067,0.000921195,-0.000292787,-6.03776e-06,5.0169e-05,2.6715e-05,0.000979133,0.000953635
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345451,-0.145669,0,-0.0010067,0.000921195,-0.000270799,-5.59306e-06,2.69689e-05,2.32001e-05,0,2.19885e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345475,-0.145549,0,-0.0010067,0.000921195,-0.000250457,-5.18141e-06,6.9171e-06,2.00518e-05,0,2.03419e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345498,-0.145438,0,-0.0010067,0.000921195,-0.00023164,-4.80097e-06,-1.03185e-05,1.72356e-05,0,1.88164e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.034552,-0.145329,0,-0.0010067,0.000921195,-0.000213075,-4.42471e-06,-2.49495e-05,1.4631e-05,0,1.8565e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345539,-0.145235,0,-0.0010067,0.000921195,-0.000197064,-4.10061e-06,-3.73503e-05,1.24008e-05,0,1.60113e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0345558,-0.145142,0,-0.0010067,0.000921195,-0.000181265,-3.78024e-06,-4.76896e-05,1.03393e-05,0,1.5799e-05
0.015,-0.0244783,0.0058748,0,-0.01,-0.04,-0.15,0,-0.0345574,-0.145211,0,-0.0010067,0.000921195,-0.000193123,-3.50503e-06,-5.82365e-05,1.05469e-05,0,1.18576e-05
0.016,-0.0244783,0.0058748,0,-0.01,-0.04,-0.15,0,-0.0345594,-0.14528,0,-0.0010067,0.000921195,-0.000204807,-3.1637e-06,-6.89625e-05,1.0726e-05,0,1.16844e-05
0.016,-0.0244783,0.0058748,0,-0.01,-0.04,-0.15,0,-0.0345612,-0.145343,0,-0.0010067,0.000921195,-0.000215553,-2.84985e-06,-7.97824e-05,1.08198e-05,0,1.07456e-05
0.015,-0.0244783,0.0058748,-0.01,-0.01,-0.04,-0.15,0,-0.0347124,-0.145398,0,-0.0010067,0.000921195,-0.00022484,2.28398e-05,-9.05765e-05,1.07941e-05,0,9.28715e-06
0.015,-0.0244783,0.0058748,-0.01,-0,-0.04,-0.15,0,-0.0348527,-0.145299,0,-0.0010067,0.000921195,-0.000207933,4.66709e-05,-9.93301e-05,8.75365e-06,0,1.69072e-05
0.016,-0.0244783,0.00685394,-0.01,-0,-0.04,-0.15,0,-0.0354517,-0.1452,0,-0.00100671,-5.79385e-05,-0.000191264,-0.000830694,-0.000106201,6.87111e-06,1.86265e-09,1.66688e-05
0.016,-0.0244783,0.00685394,-0.01,-0,-0.04,-0.15,0,-0.0360028,-0.14511,0,-0.00100671,-5.79385e-05,-0.000175929,-0.000737064,-0.000111421,5.22007e-06,0,1.53352e-05
0.015,-0.0244783,0.00685394,0,-0,-0.04,-0.15,0,-0.0363281,-0.145032,0,-0.00100671,-5.79385e-05,-0.000162706,-0.000681794,-0.000115266,3.84466e-06,0,1.32229e-05
0.016,-0.0244783,0.00685394,0,-0,-0.04,-0.15,0,-0.0366491,-0.144956,0,-0.00100671,-5.79385e-05,-0.000149656,-0.000627261,-0.000117843,2.57682e-06,0,1.30497e-05
0.015,-0.0244783,0.00685394,0,-0,-0.04,-0.15,0,-0.0369259,-0.144889,0,-0.00100671,-5.79385e-05,-0.000138398,-0.000580226,-0.000119377,1.53383e-06,0,1.12578e-05
0.015,-0.0244783,0.00685394,0,-0,-0.04,-0.15,0,-0.037182,-0.144828,0,-0.00100671,-5.79385e-05,-0.000127986,-0.000536718,-0.000120004,6.27471e-07,0,1.04122e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0369736,-0.144768,0,-0.0010067,0.000921195,-0.000117712,0.000407014,-0.000119798,2.06019e-07,1.86265e-09,1.02744e-05
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0367939,-0.144715,0,-0.0010067,0.000921195,-0.000108851,0.00037648,-0.000118925,8.73428e-07,0,8.8606e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0366277,-0.144667,0,-0.0010067,0.000921195,-0.000100655,0.000348237,-0.000117481,1.44373e-06,0,8.19564e-06
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0364637,-0.14462,0,-0.0010067,0.000921195,-9.25735e-05,0.000320369,-0.000115515,1.966e-06,0,8.08202e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0363222,-0.144579,0,-0.0010067,0.000921195,-8.5596e-05,0.000296334,-0.000113148,2.36723e-06,0,6.97747e-06
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0361826,-0.144538,0,-0.0010067,0.000921195,-7.87117e-05,0.00027262,-0.000110414,2.73355e-06,0,6.88434e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0360622,-0.144503,0,-0.0010067,0.000921195,-7.2781e-05,0.000252167,-0.000107413,3.00111e-06,0,5.93066e-06
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0359434,-0.144469,0,-0.0010067,0.000921195,-6.69211e-05,0.000231985,-0.000104168,3.24463e-06,0,5.85988e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0358412,-0.14444,0,-0.00100414,0.000920511,-5.9586e-05,0.00021401,-0.000100584,3.5847e-06,2.563e-06,7.3351e-06
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0357401,-0.144411,0,-0.0010067,0.000921195,-5.70547e-05,0.000197446,-9.70522e-05,3.5315e-06,2.563e-06,2.53133e-06
0.015,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0356529,-0.144385,0,-0.0010067,0.000921195,-5.27464e-05,0.000182629,-9.34337e-05,3.61845e-06,0,4.3083e-06
0.015,-0.0254575,0.0058748,-0.01,-0,-0.04,-0.15,0,-0.0357223,-0.144794,0,-2.75709e-05,0.000921195,0.000856936,0.00019441,-2.00638e-05,7.33699e-05,0.000979133,0.000909682
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0356307,-0.145197,0,-2.75709e-05,0.000921195,0.00078842,0.000178849,4.29834e-05,6.30473e-05,0,6.85155e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0355517,-0.145545,0,-2.75709e-05,0.000921195,0.000729321,0.000165428,9.71376e-05,5.41542e-05,0,5.90999e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0354738,-0.145888,0,-2.75709e-05,0.000921195,0.00067101,0.000152186,0.000143067,4.59292e-05,0,5.83101e-05
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0354065,-0.146184,0,-2.75709e-05,0.000921195,0.000620719,0.000140766,0.00018195,3.88835e-05,0,5.02914e-05
0.016,-0.0244783,0.0058748,0,-0,-0.04,-0.15,0,-0.0353402,-0.146015,0,-0.0010067,0.000921195,-0.000329701,0.000129496,0.000145003,3.69477e-05,0.000979133,0.00095042
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0352792,-0.146321,0,-2.75709e-05,0.000921195,0.000597507,0.000119129,0.000181926,3.69239e-05,0.000979133,0.000927208
0.015,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0352266,-0.146584,0,-2.75709e-05,0.000921195,0.000552727,0.000110186,0.000212845,3.09189e-05,0,4.47799e-05
0.016,-0.0254575,0.0058748,0,-0,-0.04,-0.15,0,-0.0351746,-0.146844,0,-2.75709e-05,0.000921195,0.000508551,0.000101362,0.000238216,2.5371e-05,0,4.41764e-05
0.015,-0.0254575,0.0058748,0,-0.01,-0.04,-0.15,0,-0.0351298,-0.147219,0,-2.75709e-05,0.000921195,0.00044496,9.37525e-05,0.000256925,1.87089e-05,0,6.35907e-05
0.016,-0.0254575,0.0058748,0,-0.01,-0.04,-0.15,0,-0.0350856,-0.147588,0,-2.75709e-05,0.000921195,0.000382211,8.62447e-05,0.000269494,1.25683e-05,0,6.27488e-05
0.016,-0.0254575,0.0058748,0,-0.01,-0.04,-0.15,0,-0.035045,-0.147928,0,-2.75709e-05,0.000921195,0.000324488,7.93366e-05,0.000276729,7.23574e-06,0,5.77234e-05
