dt,roll,pitch,yaw,ax,ay,vx,vy,dx,dy
0.015,0.0342085,-0.0219911,6.27777,0.231199,-0.0413328,0.0785369,0,0.0205716,0
0.016,0.034383,-0.0219911,6.27795,0.255054,-0.0185318,0.0826178,0,0.0219261,0
0.015,0.034383,-0.0219911,6.27795,0.256958,0.00691599,0.0826178,0,0.0231654,0
0.015,0.0345575,-0.0219911,6.27795,0.26194,0.0267203,0.0826178,0,0.0244046,0
0.016,0.0345575,-0.0219911,6.27795,0.260992,0.0384341,0.0826178,0,0.0257265,0
0.015,0.0345575,-0.0219911,6.27812,0.256056,0.0403941,0.0826178,0,0.0269658,0
0.015,0.0345575,-0.0219911,6.27812,0.249062,0.0324318,0.0826178,0,0.028205,0
0.015,0.0347321,-0.0218166,6.27812,0.244766,0.0140506,0.0826178,0,0.0294443,0
0.016,0.0347321,-0.0218166,6.27812,0.241685,-0.00462836,0.0826178,0,0.0307662,0
0.015,0.0347321,-0.0218166,6.2783,0.245622,-0.0201263,0.0826178,0,0.0320055,0
0.015,0.0347321,-0.0218166,6.2783,0.252485,-0.0279203,0.0826178,0,0.0332447,0
0.015,0.0347321,-0.0218166,6.2783,0.273416,-0.0248,0.086719,0,0.0345763,0
0.015,0.0349066,-0.0218166,6.2783,0.275314,-0.0136641,0.086719,0,0.0358771,0
0.015,0.0349066,-0.0218166,6.27847,0.282278,0.00305483,0.086719,0,0.0371778,0
0.015,0.0349066,-0.0216421,6.27847,0.287017,0.0187577,0.086719,0,0.0384786,0
0.015,0.0350811,-0.0216421,6.27847,0.286005,0.0267483,0.086719,0,0.0397794,0
0.015,0.0350811,-0.0216421,6.27865,0.280049,0.0286448,0.086719,0,0.0410802,0
0.016,0.0350811,-0.0216421,6.27865,0.274103,0.0207748,0.086719,0,0.0424677,0
0.015,0.0350811,-0.0214675,6.27882,0.267862,0.00900435,0.086719,0,0.0437685,0
0.016,0.0350811,-0.0214675,6.27882,0.259003,-0.00465658,0.086719,0,0.045156,0
0.015,0.0350811,-0.0214675,6.279,0.249051,-0.0155397,0.086719,0,0.0464568,0
0.015,0.0350811,-0.0214675,6.279,0.23922,-0.0214041,0.086719,0,0.0477576,0
0.015,0.0352557,-0.021293,6.27917,0.230986,-0.0222919,0.086719,0,0.0490583,0
0.015,0.0352557,-0.021293,6.27917,0.222132,-0.0164887,0.086719,0,0.0503591,0
0.016,0.0352557,-0.021293,6.27935,0.218165,-0.00678745,0.086719,0,0.0517466,0
0.015,0.0352557,-0.021293,6.27935,0.219246,0.00603288,0.086719,0,0.0530474,0
0.015,0.0352557,-0.021293,6.27952,0.2203,0.0178787,0.086719,0,0.0543482,0
0.015,0.0354302,-0.0211185,6.27952,0.224128,0.0261913,0.086719,0,0.055649,0
0.015,0.0354302,-0.0211185,6.27969,0.224202,0.0322054,0.086719,0,0.0569498,0
0.016,0.0354302,-0.0211185,6.27987,0.223262,0.0332955,0.086719,0,0.0583373,0
0.015,0.0354302,-0.0211185,6.27987,0.219318,0.0303383,0.086719,0,0.0596381,0
0.015,0.0354302,-0.0211185,6.28004,0.216302,0.0253894,0.086719,0,0.0609389,0
0.015,0.0354302,-0.0211185,6.28022,0.213352,0.0215218,0.086719,0,0.0622396,0
0.015,0.0354302,-0.0211185,6.28022,0.212306,0.0194638,0.086719,0,0.0635404,0
0.015,0.0354302,-0.0211185,6.28039,0.215346,0.0206443,0.086719,0,0.0648412,0
0.015,0.0354302,-0.0211185,6.28057,0.217302,0.0216553,0.086719,0,0.066142,0
0.016,0.0354302,-0.0211185,6.28074,0.218401,0.0218986,0.086719,0,0.0675295,0
0.015,0.0354302,-0.0211185,6.28074,0.21731,0.0168352,0.086719,0,0.0688303,0
0.015,0.0354302,-0.0211185,6.28092,0.215356,0.00712705,0.086719,0,0.0701311,0
0.016,0.0354302,-0.0211185,6.28109,0.211296,-0.00673428,0.086719,0,0.0715186,0
0.016,0.0354302,-0.0211185,6.28127,0.210388,-0.0173207,0.086719,0,0.0729061,0
0.015,0.0354302,-0.0211185,6.28144,0.210342,-0.0251814,0.086719,0,0.0742069,0
0.015,0.0354302,-0.0211185,6.28161,0.21245,-0.0239267,0.086719,0,0.0755076,0
0.015,0.0356047,-0.0211185,6.28161,0.21341,-0.020769,0.086719,0,0.0768084,0
0.015,0.0356047,-0.0211185,6.28179,0.213521,-0.013708,0.086719,0,0.0781092,0
0.015,0.0357792,-0.0211185,6.28196,0.211462,-0.0116273,0.086719,0,0.07941,0
0.015,0.0357792,-0.0211185,6.28214,0.20659,-0.0115502,0.086719,0,0.0807108,0
0.015,0.0357792,-0.0211185,6.28249,0.206578,-0.0128348,0.0898177,0,0.0820813,0
0.015,0.0359538,-0.0211185,6.28266,0.192854,-0.0155076,0.0927105,0,0.0834936,0
0.016,0.0361283,-0.0211185,6.28284,0.181004,-0.0144136,0.0956066,0,0.0850465,0
0.015,0.0361283,-0.0211185,6.28301,0.171295,-0.00543413,0.098176,0,0.0865384,0
0.016,0.0363028,-0.0211185,6.28319,0.163437,0.00166395,0.100791,0,0.088172,0
0.015,0.0363028,-0.0211185,0.000174533,0.151823,0.0146578,0.103068,0,0.0897351,0
0.015,0.0364774,-0.0211185,0.000349066,0.137104,0.023705,0.105125,0,0.0913274,0
0.016,0.0364774,-0.0211185,0.000523599,0.121408,0.0305326,0.107067,0,0.093056,0
0.016,0.0366519,-0.0211185,0.000698132,0.105595,0.0295679,0.108757,0,0.0948096,0
0.015,0.0366519,-0.0211185,0.000872665,0.0928658,0.028595,0.11015,0,0.0964723,0
0.015,0.0366519,-0.0211185,0.0010472,0.081969,0.0283828,0.111379,0,0.0981522,0
0.016,0.0368264,-0.0211185,0.00122173,0.0751735,0.0277709,0.112582,0,0.0999632,0
0.015,0.0368264,-0.0211185,0.00139626,0.0712302,0.0287192,0.113651,0,0.101676,0
0.015,0.0368264,-0.0211185,0.00139626,0.0703565,0.0279198,0.114706,0,0.103404,0
0.015,0.0368264,-0.0211185,0.0015708,0.0694895,0.0222384,0.115748,0,0.105149,0
0.015,0.0366519,-0.0211185,0.0015708,0.067694,0.0153811,0.116764,0,0.106908,0
0.015,0.0366519,-0.0211185,0.00174533,0.0647842,0.00364432,0.117736,0,0.108681,0
0.015,0.0366519,-0.0211185,0.00174533,0.0598755,-0.00719926,0.118634,0,0.110467,0
0.015,0.0366519,-0.0211185,0.00191986,0.0539573,-0.0131805,0.119443,0,0.112265,0
0.015,0.0366519,-0.0211185,0.00191986,0.0471023,-0.0122152,0.12015,0,0.114072,0
0.015,0.0366519,-0.0211185,0.00191986,0.0390931,-0.00762513,0.120736,0,0.115888,0
0.015,0.0366519,-0.0211185,0.00191986,0.0331573,0.000119507,0.121233,0,0.11771,0
0.015,0.0364774,-0.0211185,0.00191986,0.0242277,0.00651813,0.121597,0,0.119537,0
0.015,0.0364774,-0.020944,0.00191986,0.0141786,0.00845578,0.121809,0,0.121365,0
0.016,0.0364774,-0.020944,0.00191986,0.00238083,0.00441208,0.121848,0,0.123315,0
0.015,0.0364774,-0.020944,0.00191986,-0.00834585,-0.00340068,0.121722,0,0.12514,0
0.016,0.0364774,-0.020944,0.00191986,-0.017122,-0.0161378,0.121448,0,0.127081,0
0.016,0.0364774,-0.020944,0.00174533,-0.0219205,-0.022848,0.121098,0,0.129016,0
0.015,0.0364774,-0.020944,0.00174533,-0.0258214,-0.0287257,0.12071,0,0.130824,0
0.016,0.0364774,-0.0211185,0.00174533,-0.03441,-0.03333,0.12071,0,0.132755,0
0.015,0.0364774,-0.0211185,0.0015708,-0.0305138,-0.0362891,0.12071,0,0.134566,0
0.015,0.0364774,-0.0211185,0.0015708,-0.0253308,-0.035781,0.12071,0,0.136376,0
0.015,0.0364774,-0.0211185,0.0015708,-0.025356,-0.0338598,0.12071,0,0.138187,0
0.015,0.0364774,-0.021293,0.00139626,-0.024008,-0.0297253,0.12071,0,0.139998,0
0.015,0.0364774,-0.021293,0.00139626,-0.021165,-0.0249717,0.12071,0,0.141808,0
0.015,0.0364774,-0.021293,0.00139626,-0.0181643,-0.0160183,0.12071,0,0.143619,0
0.016,0.0366519,-0.021293,0.00139626,-0.0133861,-0.0110395,0.12071,0,0.14555,0
0.015,0.0366519,-0.0214675,0.00139626,-0.00826868,-0.00421891,0.12071,0,0.147361,0
0.015,0.0366519,-0.0214675,0.00139626,-0.00146891,0.000611246,0.12071,0,0.149172,0
0.015,0.0366519,-0.0214675,0.00139626,0.00439812,0.00355485,0.12071,0,0.150982,0
0.015,0.0366519,-0.0214675,0.00122173,0.00927231,0.00352418,0,0,0.150982,0
0.015,0.0368264,-0.0214675,0.00122173,0.0151557,-0.00208202,0,0,0.150982,0
0.015,0.0368264,-0.0216421,0.00122173,0.0153601,-0.00708228,0,0,0.150982,0
0.015,0.0368264,-0.0216421,0.00122173,0.0114504,-0.0100225,0,0,0.150982,0
0.015,0.0368264,-0.0216421,0.0010472,0.00149593,-0.0132587,0,0,0.150982,0
0.015,0.0368264,-0.0216421,0.0010472,-0.00422995,-0.0133833,-6.34493e-05,0,0.150981,0
0.016,0.0368264,-0.0216421,0.0010472,-0.0179805,-0.0115129,-0.000351137,0,0.150973,0
0.015,0.037001,-0.0216421,0.0010472,-0.0296923,-0.00826252,-0.000796521,0,0.150958,0
0.015,0.037001,-0.0218166,0.0010472,-0.0382149,-0.00232819,-0.00136975,0,0.150933,0
0.015,0.037001,-0.0218166,0.0010472,-0.0472007,0.00165915,-0.00136975,0,0.150912,0
0.015,0.0371755,-0.0218166,0.0010472,-0.038284,0.00112772,-0.00136975,0,0.150892,0
0.015,0.0371755,-0.0218166,0.000872665,-0.0164944,0.00121745,-0.00161716,0,0.150866,0
0.015,0.0371755,-0.0219911,0.000872665,-0.0134237,0.000395983,-0.00161716,0,0.150841,0
0.015,0.0371755,-0.0219911,0.000872665,0.00732266,0.000368953,-0.00150732,0,0.15082,0
0.015,0.03735,-0.0219911,0.000872665,0.00915189,0.00176135,0,0,0.15082,0
0.016,0.03735,-0.0221657,0.000872665,0.0153604,0.00778374,0,0,0.15082,0
0.015,0.03735,-0.0221657,0.000872665,0.0193276,0.0157245,0,0,0.15082,0
0.015,0.0375246,-0.0221657,0.0010472,0.0183367,0.0198998,0,0,0.15082,0
0.015,0.0375246,-0.0223402,0.0010472,0.0116948,0.0227547,0,0,0.15082,0
0.015,0.0375246,-0.0223402,0.0010472,0.00988636,0.0206752,0.000148295,0,0.150823,0
0.016,0.0375246,-0.0223402,0.0010472,-0.00591384,0.012574,5.36739e-05,0,0.150823,0
0.015,0.0375246,-0.0223402,0.00122173,-0.0176902,0.00465587,-0.000211679,0,0.150818,0
0.016,0.0375246,-0.0225147,0.00122173,-0.0253637,-0.000429451,-0.000617498,0,0.150805,0
0.015,0.0375246,-0.0225147,0.00122173,-0.0272315,-0.00126323,-0.00102597,0,0.150786,0
0.015,0.0376991,-0.0225147,0.00122173,-0.0353058,0.00287268,-0.00102597,0,0.150771,0
0.016,0.0376991,-0.0226893,0.00122173,-0.028084,0.0128873,-0.00102597,0,0.150754,0
0.016,0.0376991,-0.0226893,0.00139626,-0.00536064,0.0227215,-0.00111174,0,0.150736,0
0.015,0.0376991,-0.0226893,0.00139626,-0.00251992,0.0307884,0,0,0.150736,0
0.016,0.0376991,-0.0228638,0.0015708,0.00651649,0.0327221,0,0,0.150736,0
0.015,0.0376991,-0.0228638,0.0015708,0.0143546,0.0297991,0,0,0.150736,0
0.015,0.0376991,-0.0228638,0.00174533,0.0162186,0.0208144,0,0,0.150736,0
0.015,0.0376991,-0.0228638,0.00191986,0.0112837,0.00993419,0,0,0.150736,0
0.016,0.0376991,-0.0228638,0.00191986,0.0103508,-0.00313866,0.000165612,0,0.15074,0
0.015,0.0375246,-0.0230383,0.00191986,-0.00213402,-0.0132762,0.000133602,0,0.150742,0
0.016,0.0375246,-0.0230383,0.00209439,-0.0140007,-0.0253017,-9.04087e-05,0,0.150739,0
0.015,0.0375246,-0.0230383,0.00209439,-0.0227816,-0.0351046,-0.000432132,0,0.150729,0
0.016,0.0375246,-0.0232129,0.00226893,-0.0323073,-0.0429963,-0.000949049,0,0.15071,0
0.015,0.0376991,-0.0232129,0.00226893,-0.0352049,-0.0485823,-0.00147712,0,0.150684,0
0.015,0.0376991,-0.0232129,0.00244346,-0.0411872,-0.0494112,-0.00147712,0,0.150662,0
0.015,0.0378736,-0.0233874,0.00261799,-0.0360673,-0.0452733,-0.00147712,0,0.15064,0
0.015,0.0378736,-0.0233874,0.00261799,-0.0281546,-0.0293751,-0.00147712,0,0.150618,0
0.015,0.0380482,-0.0235619,0.00279253,-0.0202165,-0.00671002,-0.00147712,0,0.150595,0
0.016,0.0380482,-0.0237365,0.00296706,-0.00018849,0.0218396,-0.00148014,0,0.150572,0
0.015,0.0382227,-0.0237365,0.00296706,-0.000528052,0.048504,0,0,0.150572,0
0.016,0.0382227,-0.023911,0.00314159,0.00266145,0.0701889,0,0,0.150572,0
0.015,0.0382227,-0.023911,0.00331613,0.00547457,0.0798707,0,0,0.150572,0
0.016,0.0382227,-0.0240855,0.00331613,0.00283359,0.0759857,0,0,0.150572,0
0.015,0.0382227,-0.0240855,0.00349066,0.0018976,0.0632634,0,0,0.150572,0
0.015,0.0382227,-0.0242601,0.00349066,-0.000690296,0.047637,0,0,0.150572,0
0.016,0.0380482,-0.0242601,0.00366519,-0.00159253,0.0346955,0,0,0.150572,0
0.015,0.0380482,-0.0244346,0.00366519,-0.00415191,0.0240351,0,0,0.150572,0
0.015,0.0380482,-0.0246091,0.00366519,-0.00384992,0.0142519,0,0,0.150572,0
0.015,0.0378736,-0.0246091,0.00383972,-0.00574122,0.00521836,0,0,0.150572,0
0.015,0.0378736,-0.0247837,0.00383972,-0.00935791,-0.00853077,0,0,0.150572,0
0.015,0.0378736,-0.0249582,0.00401426,-0.0119823,-0.0242351,0,0,0.150572,0
0.015,0.0376991,-0.0249582,0.00401426,-0.0119699,-0.036307,0,0,0.150572,0
0.016,0.0376991,-0.0251327,0.00418879,-0.0116133,-0.0401106,0,0,0.150572,0
0.015,0.0376991,-0.0253073,0.00436332,-0.0113659,-0.0322471,0,0,0.150572,0
0.015,0.0376991,-0.0253073,0.00436332,-0.00753395,-0.0165753,0,0,0.150572,0
0.015,0.0376991,-0.0254818,0.00453786,-0.00539356,0.00206056,0,0,0.150572,0
0.016,0.0376991,-0.0256563,0.00453786,-0.0052776,0.0186208,0,0,0.150572,0
0.015,0.0376991,-0.0256563,0.00471239,-0.00636224,0.0233964,0,0,0.150572,0
0.016,0.0376991,-0.0258309,0.00471239,-0.0100685,0.0183759,0,0,0.150572,0
0.015,0.0376991,-0.0260054,0.00488692,-0.0147109,0.00552097,0,0,0.150572,0
0.016,0.0375246,-0.0261799,0.00488692,-0.0163466,-0.00550529,0,0,0.150572,0
0.015,0.0375246,-0.0261799,0.00506145,-0.0163551,-0.0124309,0,0,0.150572,0
0.016,0.0375246,-0.0263545,0.00506145,-0.0169881,-0.0103302,0,0,0.150572,0
0.015,0.0375246,-0.026529,0.00506145,-0.0158643,-0.000613481,0,0,0.150572,0
0.015,0.0375246,-0.0267035,0.00523599,-0.0136588,0.0132039,0,0,0.150572,0
0.016,0.03735,-0.0267035,0.00523599,-0.01282,0.0275564,0,0,0.150572,0
0.015,0.03735,-0.0268781,0.00523599,-0.0155097,0.0374001,0,0,0.150572,0
0.015,0.03735,-0.0270526,0.00523599,-0.015331,0.0412417,0,0,0.150572,0
0.015,0.0371755,-0.0272271,0.00523599,-0.0140059,0.0440744,0,0,0.150572,0
0.015,0.0371755,-0.0272271,0.00523599,-0.00902057,0.0422527,0,0,0.150572,0
0.015,0.037001,-0.0274017,0.00523599,-0.00267509,0.0423192,0,0,0.150572,0
0.015,0.0368264,-0.0275762,0.00523599,0.00548822,0.0392408,0,0,0.150572,0
0.016,0.0366519,-0.0277507,0.00541052,0.0149004,0.0355511,0,0,0.150572,0
0.015,0.0366519,-0.0277507,0.00541052,0.0238798,0.0259582,0,0,0.150572,0
0.015,0.0364774,-0.0279253,0.00541052,0.0313024,0.0162737,0,0,0.150572,0
0.016,0.0363028,-0.0279253,0.00541052,0.0362291,0.0071955,0,0,0.150572,0
0.015,0.0361283,-0.0279253,0.00541052,0.040254,0.00314671,0,0,0.150572,0
0.015,0.0359538,-0.0280998,0.00541052,0.0343874,0.00054279,0,0,0.150572,0
0.015,0.0357792,-0.0280998,0.00541052,0.0244942,8.76188e-05,0,0,0.150572,0
0.015,0.0356047,-0.0280998,0.00541052,0.0213833,-0.00370258,0.00032075,0,0.150579,0
0.015,0.0354302,-0.0280998,0.00541052,0.00957651,-0.0110133,0.000464397,0,0.150587,0
0.016,0.0352557,-0.0280998,0.00541052,-0.00136312,-0.0224048,0.000442588,0,0.150594,0
0.015,0.0350811,-0.0280998,0.00541052,-0.00700813,-0.0362196,0.000337466,0,0.150598,0
0.016,0.0349066,-0.0282743,0.00541052,-0.0117588,-0.0484844,0.000149325,0,0.150599,0
0.015,0.0347321,-0.0282743,0.00541052,-0.0215745,-0.0554194,0.000149325,0,0.150601,0
0.015,0.0347321,-0.0282743,0.00541052,-0.0217731,-0.0546799,0.000149325,0,0.150603,0
0.015,0.0347321,-0.0284489,0.00541052,-0.025446,-0.0438676,0.000149325,0,0.150606,0
0.015,0.0345575,-0.0284489,0.00523599,-0.0307087,-0.0258587,0.000149325,0,0.150608,0
0.015,0.0345575,-0.0286234,0.00523599,-0.0344598,-0.00232512,0.000149325,0,0.15061,0
0.016,0.0345575,-0.0286234,0.00523599,-0.035656,0.0190955,0.000149325,0,0.150613,0
0.015,0.0345575,-0.0286234,0.00523599,-0.0346417,0.0359055,0.000149325,0,0.150615,0
0.016,0.034383,-0.0287979,0.00523599,-0.0325431,0.04538,0.000149325,0,0.150617,0
0.015,0.034383,-0.0287979,0.00523599,-0.0255923,0.0475082,0.000149325,0,0.150619,0
0.016,0.0342085,-0.0289725,0.00523599,-0.0234747,0.0402467,0.000149325,0,0.150622,0
0.015,0.0340339,-0.0289725,0.00541052,-0.0203575,0.0333216,0.000149325,0,0.150624,0
0.016,0.0338594,-0.029147,0.00541052,-0.020071,0.0242276,0.000149325,0,0.150626,0
0.015,0.0336849,-0.029147,0.00541052,-0.0179247,0.0172988,0.000149325,0,0.150629,0
0.015,0.0336849,-0.0293215,0.00541052,-0.0185023,0.0125346,0.000149325,0,0.150631,0
0.016,0.0335103,-0.0293215,0.00541052,-0.0143623,0.0135412,0.000149325,0,0.150633,0
0.015,0.0333358,-0.0293215,0.00541052,-0.0103934,0.0143484,0.000149325,0,0.150635,0
0.015,0.0331613,-0.0294961,0.00541052,-0.00716713,0.0141398,0,0,0.150635,0
0.015,0.0329867,-0.0294961,0.00558505,-0.00133213,0.0109119,0,0,0.150635,0
0.015,0.0328122,-0.0294961,0.00558505,0.00253204,0.00568566,0,0,0.150635,0
0.016,0.0326377,-0.0296706,0.00575959,0.00474674,0.00149438,0,0,0.150635,0
0.015,0.0324631,-0.0296706,0.00575959,0.00865579,-0.00170863,0,0,0.150635,0
0.016,0.0322886,-0.0296706,0.00593412,0.0096651,-0.00587338,0,0,0.150635,0
0.015,0.0321141,-0.0296706,0.00593412,0.00767359,-0.00914177,0,0,0.150635,0
0.016,0.0319395,-0.0296706,0.00593412,0.00373337,-0.00945386,0,0,0.150635,0
0.015,0.031765,-0.0296706,0.00610865,0.000701994,-0.00786504,0,0,0.150635,0
0.015,0.031765,-0.0298451,0.00610865,-0.00492772,-0.00594211,0,0,0.150635,0
0.016,0.0315905,-0.0298451,0.00628319,-0.00792363,-0.00135615,0,0,0.150635,0
0.015,0.0314159,-0.0298451,0.00628319,-0.0118922,0.0022462,0,0,0.150635,0
0.016,0.0312414,-0.0298451,0.00645772,-0.0118673,0.00694239,0,0,0.150635,0
0.016,0.0312414,-0.0298451,0.00645772,-0.0118673,0.00694239,0,0,0.150635,0
0.015,0.0310669,-0.0298451,0.00663225,-0.0108572,0.00672063,0,0,0.150635,0
0.015,0.0308923,-0.0298451,0.00663225,-0.00901973,0.00733361,0,0,0.150635,0
0.015,0.0307178,-0.0298451,0.00663225,-0.00706622,0.00806892,0,0,0.150635,0
0.015,0.0307178,-0.0298451,0.00680678,-0.00515315,0.00606322,0,0,0.150635,0
0.015,0.0305433,-0.0298451,0.00680678,-0.00405368,0.00198963,0,0,0.150635,0
0.015,0.0303687,-0.0298451,0.00698132,-0.006975,-0.00715587,0,0,0.150635,0
0.015,0.0303687,-0.0298451,0.00698132,-0.00968698,-0.0207578,0,0,0.150635,0
0.015,0.0301942,-0.0298451,0.00715585,-0.0154415,-0.0347597,0,0,0.150635,0
0.015,0.0301942,-0.0298451,0.00715585,-0.0192984,-0.0455826,0,0,0.150635,0
0.015,0.0301942,-0.0298451,0.00715585,-0.0201876,-0.0494447,0,0,0.150635,0
0.015,0.0300197,-0.0298451,0.00733038,-0.0203108,-0.0439225,0,0,0.150635,0
0.015,0.0300197,-0.0298451,0.00733038,-0.0164976,-0.0351154,0,0,0.150635,0
0.015,0.0300197,-0.0298451,0.00733038,-0.0125475,-0.0251817,0,0,0.150635,0
0.015,0.0300197,-0.0298451,0.00750492,-0.00967324,-0.0242424,0,0,0.150635,0
0.015,0.0300197,-0.0300197,0.00750492,-0.00740591,-0.0271322,0,0,0.150635,0
0.015,0.0300197,-0.0300197,0.00767945,-0.00239965,-0.0259988,0,0,0.150635,0
0.016,0.0300197,-0.0300197,0.00767945,0.00163108,-0.0189404,0,0,0.150635,0
0.015,0.0300197,-0.0300197,0.00785398,0.00440419,-0.00328821,0,0,0.150635,0
0.015,0.0300197,-0.0300197,0.00785398,0.00725108,0.0203411,0,0,0.150635,0
0.016,0.0300197,-0.0300197,0.00785398,0.0109515,0.0448382,0,0,0.150635,0
0.015,0.0300197,-0.0300197,0.00802851,0.0127466,0.0555618,0,0,0.150635,0
0.015,0.0300197,-0.0300197,0.00802851,0.0107543,0.0495853,0,0,0.150635,0
0.015,0.0298451,-0.0300197,0.00802851,0.00897577,0.0297383,0,0,0.150635,0
0.015,0.0298451,-0.0300197,0.00820305,0.00722617,-0.00660428,0,0,0.150635,0
0.015,0.0298451,-0.0301942,0.00820305,0.0069119,-0.0318787,0,0,0.150635,0
0.016,0.0298451,-0.0300197,0.00820305,0.0118038,-0.0503467,0,0,0.150635,0
0.015,0.0296706,-0.0300197,0.00820305,0.0187745,-0.0504328,0,0,0.150635,0
0.016,0.0296706,-0.0300197,0.00837758,0.0404876,-0.036542,0.000647802,0,0.150651,0
0.015,0.0298451,-0.0300197,0.00837758,0.0393997,-0.0193053,0.000647802,0,0.150661,0
0.016,0.0298451,-0.0300197,0.00855211,0.0440519,-0.00270784,0.000647802,0,0.150671,0
0.015,0.0298451,-0.0300197,0.00855211,0.0391031,0.00312221,0.000647802,0,0.150681,0
0.015,0.0298451,-0.0300197,0.00855211,0.0351952,-0.0031321,0.00117573,0,0.150702,0
0.015,0.0298451,-0.0298451,0.00872665,0.0253311,-0.0129135,0.0015557,0,0.150729,0
0.015,0.0298451,-0.0298451,0.00872665,0.00660784,-0.0270421,0.00165481,0,0.150754,0
0.015,0.0298451,-0.0298451,0.00872665,-0.0128908,-0.0380076,0.00146145,0,0.150775,0
0.016,0.0298451,-0.0298451,0.00890118,-0.0307128,-0.0462924,0.000970047,0,0.150786,0
0.015,0.0298451,-0.0298451,0.00890118,-0.0413912,-0.0462998,0.000349179,0,0.150787,0
0.016,0.0300197,-0.0296706,0.00890118,-0.0466702,-0.0422623,-0.000397544,0,0.150775,0
0.016,0.0300197,-0.0296706,0.00890118,-0.0566413,-0.0303703,-0.000397544,0,0.150768,0
0.015,0.0301942,-0.0296706,0.00890118,-0.0500823,-0.0155209,-0.000397544,0,0.150762,0
0.016,0.0301942,-0.0296706,0.00890118,-0.0403723,0.00129259,-0.000397544,0,0.150756,0
0.016,0.0301942,-0.0296706,0.00872665,-0.0179335,0.0218726,-0.000684481,0,0.150743,0
0.015,0.0301942,-0.0296706,0.00872665,-0.0133462,0.0406845,-0.000684481,0,0.150732,0
0.015,0.0301942,-0.0296706,0.00872665,-0.00382581,0.0533431,-0.000684481,0,0.150722,0
0.015,0.0301942,-0.0296706,0.00872665,0.00410977,0.0574751,-0.000684481,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00872665,0.00507742,0.049565,0,0,0.150712,0
0.016,0.0301942,-0.0296706,0.00872665,0.00443155,0.0330985,0,0,0.150712,0
0.016,0.0301942,-0.0296706,0.00890118,0.00162399,0.010475,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00890118,-0.00198385,-0.00901347,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00890118,-0.00878659,-0.0228649,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00890118,-0.0136224,-0.0287803,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00907571,-0.0156615,-0.0259242,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00907571,-0.0166802,-0.016087,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00907571,-0.0167876,-0.00532198,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00925025,-0.0168363,-0.000431687,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00925025,-0.0148303,-0.00234106,0,0,0.150712,0
0.015,0.0301942,-0.0296706,0.00942478,-0.0128967,-0.0112523,0,0,0.150712,0
0.015,0.0303687,-0.0296706,0.00942478,-0.0137093,-0.0246752,0,0,0.150712,0
0.016,0.0303687,-0.0296706,0.00959931,-0.0176216,-0.0356001,0,0,0.150712,0
0.015,0.0303687,-0.0296706,0.00959931,-0.019431,-0.0414006,0,0,0.150712,0
0.016,0.0305433,-0.0296706,0.00977384,-0.0233712,-0.0412152,0,0,0.150712,0
0.016,0.0305433,-0.0296706,0.00977384,-0.0241774,-0.0301581,0,0,0.150712,0
0.015,0.0305433,-0.0296706,0.00977384,-0.0244021,-0.0145606,0,0,0.150712,0
0.015,0.0307178,-0.0296706,0.00977384,-0.0184248,0.00269517,0,0,0.150712,0
0.015,0.0307178,-0.0294961,0.00994838,0.00285352,0.0164461,4.28028e-05,0,0.150713,0
0.016,0.0308923,-0.0294961,0.00994838,0.00569382,0.0268624,0,0,0.150713,0
0.015,0.0308923,-0.0294961,0.0101229,0.0272185,0.0307136,0.000408277,0,0.150722,0
0.015,0.0310669,-0.0294961,0.0101229,0.026072,0.0291359,0.000408277,0,0.150728,0
0.015,0.0310669,-0.0294961,0.0101229,0.0297798,0.0269727,0.000408277,0,0.150734,0
0.015,0.0310669,-0.0293215,0.0102974,0.0255111,0.0248549,0.000408277,0,0.15074,0
0.015,0.0310669,-0.0293215,0.0102974,0.0206306,0.0195344,0.000717737,0,0.150753,0
0.015,0.0312414,-0.0293215,0.010472,0.00485472,0.0115837,0.000790558,0,0.150766,0
0.015,0.0312414,-0.0293215,0.0106465,-0.00885435,0.00449407,0.000657742,0,0.150775,0
0.015,0.0312414,-0.0293215,0.0106465,-0.0184993,-0.000410408,0.000380253,0,0.150778,0
0.015,0.0312414,-0.029147,0.010821,-0.0216441,-0.00436422,5.5592e-05,0,0.150777,0
0.015,0.0314159,-0.029147,0.0109956,-0.0234128,-0.00590685,-0.0002956,0,0.15077,0
0.015,0.0314159,-0.029147,0.0111701,-0.02942,-0.00280893,-0.0002956,0,0.150765,0
0.015,0.0314159,-0.029147,0.0111701,-0.020514,0.0033474,-0.0002956,0,0.150761,0
0.016,0.0314159,-0.029147,0.0113446,-0.0127974,0.0102516,-0.0002956,0,0.150756,0
0.015,0.0314159,-0.029147,0.0115192,-0.00600949,0.0152212,-0.0002956,0,0.150752,0
0.016,0.0314159,-0.029147,0.0116937,0.0146631,0.0202078,-6.09902e-05,0,0.150752,0
