dt,acc_x,acc_y,gyr_x,gyr_y,r_imu,p_imu,y_imu,r_cal,p_cal,y_cal,ax_n_imu,ay_n_imu,ax_n_cal,ay_n_cal,ax_n_cal_kalman,dax_n_imu,dax_n_cal,
0.015,-0.044061,-0.0274158,0.14,0.04,0.18,-0.53,0,0.171488,-0.211745,0,-0.046005,-0.00317248,0.00807802,-0.00172602,-0.000700612,0.00194907,0.00141073,0.000722128
0.015,-0.0469984,-0.0303532,0.15,0.04,0.18,-0.53,0,0.174277,-0.216002,0,-0.0430678,-0.000235092,0.0102919,0.000737447,0.000142267,0.00293719,0.00221386,0.000842879
0.016,-0.0499358,-0.0332906,0.15,0.04,0.18,-0.52,0,0.178413,-0.221588,0,-0.0384224,0.00270538,0.0122838,0.00297501,0.00108046,0.00464543,0.00199189,0.000938193
0.015,-0.0528732,-0.0342697,0.14,0.04,0.19,-0.52,0,0.182262,-0.227702,0,-0.0354851,0.00198533,0.0141822,0.0033001,0.00210016,0.00293726,0.00189839,0.0010197
0.015,-0.0548315,-0.0332906,0.14,0.04,0.19,-0.52,0,0.185392,-0.234226,0,-0.033518,0.00100944,0.015036,0.00179242,0.0031153,0.0019671,0.000853851,0.00101514
0.015,-0.0548315,-0.0332906,0.13,0.04,0.19,-0.52,0,0.188136,-0.24026,0,-0.033518,0.00100944,0.0140108,0.0013261,0.00398153,0,-0.00102518,0.00086623
0.015,-0.0538524,-0.0323114,0.13,0.04,0.19,-0.52,0,0.190243,-0.245409,0,-0.0344971,3.0309E-05,0.0121569,-1.09635E-05,0.00464524,-0.000979066,-0.00185397,0.00066371
0.016,-0.0518941,-0.0332906,0.13,0.04,0.2,-0.52,0,0.192783,-0.249567,0,-0.0364553,-0.000689566,0.00949207,0.000536673,0.00505793,-0.00195822,-0.00266479,0.00041269
0.016,-0.0499358,-0.0332906,0.12,0.04,0.2,-0.52,0,0.19496,-0.25247,0,-0.0384135,-0.000689566,0.00704057,0.000166744,0.00525322,-0.00195819,-0.0024515,0.00019529
0.015,-0.0469984,-0.0352488,0.12,0.04,0.2,-0.52,0,0.197703,-0.253677,0,-0.0413508,0.00126868,0.00389813,0.00165896,0.00519288,-0.00293734,-0.00314244,6.03399999999999E-05
0.015,-0.0450402,-0.0372071,0.11,0.04,0.2,-0.52,0,0.200956,-0.253931,0,-0.0433002,0.00323036,0.00190108,0.0030679,0.00498263,-0.00194936,-0.00199705,0.00021025
0.015,-0.0421028,-0.0381862,0.11,0.05,0.2,-0.52,0,0.204396,-0.252717,0,-0.0462464,0.00420607,-0.000834402,0.00345913,0.00457595,-0.0029462,-0.00273548,0.00040668
0.015,-0.0391654,-0.0381862,0.09,0.05,0.2,-0.52,0,0.207278,-0.250298,0,-0.0491837,0.00420607,-0.00336078,0.00296961,0.00400249,-0.00293728,-0.00252638,0.00057346
0.016,-0.0342697,-0.036228,0.08,0.05,0.21,-0.52,0,0.209037,-0.245604,0,-0.054088,0.000545215,-0.00746313,0.000708915,0.00315247,-0.00490428,-0.00410235,0.00085002
0.015,-0.0264366,-0.036228,0.06,0.05,0.21,-0.52,0,0.210253,-0.238099,0,-0.0619207,0.000545215,-0.0140209,0.000502229,0.00185601,-0.00783275,-0.00655778,0.00129646
0.015,-0.0166453,-0.0352488,0.05,0.04,0.21,-0.52,0,0.210796,-0.226986,0,-0.0717116,-0.000433911,-0.0219237,-0.000569142,4.03924E-05,-0.0097909,-0.00790281,0.0018156176
0.016,-0.00391654,-0.0352488,0.04,0.04,0.21,-0.52,0,0.211169,-0.210028,0,-0.0844487,-0.000437502,-0.0317745,-0.000636145,-0.00240848,-0.0127371,-0.00985081,0.0024488724
0.016,0.00979134,-0.0352488,0.03,0.04,0.21,-0.51,0,0.211352,-0.187974,0,-0.0964568,-0.000437502,-0.0417346,-0.000667248,-0.0054553,-0.012008,-0.00996003,0.00304682
0.015,0.0264366,-0.0352488,0.02,0.03,0.21,-0.51,0,0.211361,-0.161755,0,-0.113093,-0.000433911,-0.0539215,-0.00066518,-0.00923012,-0.0166359,-0.012187,0.00377482
0.016,0.0401445,-0.0352488,0.03,0.02,0.21,-0.51,0,0.211529,-0.129592,0,-0.1268,-0.000433911,-0.0621645,-0.000693746,-0.0133791,-0.0137073,-0.00824293,0.00414898
0.015,0.0558106,-0.0352488,0.04,0.02,0.21,-0.51,0,0.211827,-0.094933,0,-0.142448,-0.000426736,-0.0719381,-0.000737119,-0.0179941,-0.0156481,-0.00977369,0.004615
0.016,0.0714768,-0.0352488,0.05,0.01,0.21,-0.51,0,0.212282,-0.0535157,0,-0.158105,-0.000423145,-0.0805673,-0.000810806,-0.0229547,-0.0156568,-0.00862915,0.0049606
0.015,0.0881221,-0.036228,0.07,0.02,0.21,-0.51,0,0.213407,-0.0102949,0,-0.17475,0.000555981,-0.0898708,-2.26721E-05,-0.0282886,-0.0166447,-0.00930353,0.0053339
0.015,0.105746,-0.0372071,0.07,0.02,0.21,-0.51,0,0.214878,0.0374647,0,-0.192373,0.00153511,-0.0993824,0.000706445,-0.0339858,-0.0176237,-0.00951161,0.0056972
0.015,0.12435,-0.0391654,0.07,0.02,0.21,-0.51,0,0.217104,0.0898545,0,-0.210976,0.00349336,-0.109087,0.00228667,-0.0400357,-0.0186029,-0.00970411,0.0060499
0.015,0.143933,-0.0411236,0.07,0.02,0.22,-0.51,0,0.220023,0.146946,0,-0.230576,0.00374543,-0.118966,0.00374159,-0.0464273,-0.0195994,-0.00987934,0.0063916
0.016,0.165474,-0.0430819,0.06,0.03,0.22,-0.51,0,0.223664,0.213576,0,-0.252116,0.00570368,-0.129186,0.00508122,-0.0531627,-0.0215402,-0.0102198,0.0067354
0.016,0.187015,-0.0430819,0.05,0.03,0.22,-0.51,0,0.226851,0.285006,0,-0.273665,0.00569992,-0.138585,0.00453588,-0.0601548,-0.0215488,-0.00939906,0.0069921
0.015,0.208556,-0.0430819,0.04,0.03,0.22,-0.51,0,0.22945,0.356126,0,-0.295196,0.00570368,-0.148046,0.00409803,-0.0673901,-0.0215314,-0.00946084,0.0072353
0.015,0.231076,-0.0421028,0.04,0.03,0.22,-0.51,0,0.231424,0.431858,0,-0.317706,0.00472831,-0.157704,0.00278751,-0.0748666,-0.0225105,-0.00965831,0.0074765
0.016,0.252617,-0.0411236,0.04,0.03,0.22,-0.51,0,0.232912,0.516728,0,-0.339238,0.00375295,-0.164832,0.00155963,-0.0823727,-0.0215313,-0.00712837,0.0075061
0.015,0.275137,-0.0411236,0.04,0.03,0.22,-0.51,0,0.234195,0.599877,0,-0.361748,0.0037567,-0.173234,0.00134576,-0.0900037,-0.0225104,-0.00840195,0.007631
0.016,0.299615,-0.0411236,0.04,0.03,0.22,-0.51,0,0.235461,0.69345,0,-0.386217,0.00376046,-0.181825,0.00113473,-0.0977651,-0.0244687,-0.00859106,0.0077614
0.015,0.32801,-0.0430819,0.04,0.03,0.22,-0.51,0,0.237416,0.786681,0,-0.414611,0.00571872,-0.194379,0.00276091,-0.105952,-0.0283938,-0.0125534,0.0081869
0.015,0.352488,-0.044061,0.04,0.03,0.22,-0.51,0,0.239656,0.883699,0,-0.439097,0.00669409,-0.202356,0.00335556,-0.114184,-0.0244861,-0.00797707,0.008232
0.016,0.383821,-0.0460193,0.04,0.02,0.22,-0.51,0,0.242786,0.993997,0,-0.470428,0.00865234,-0.21494,0.00478211,-0.12281,-0.0313311,-0.0125845,0.008626
0.015,0.40732,-0.0460193,0.03,0.02,0.22,-0.51,0,0.245338,1.09949,0,-0.493926,0.00865234,-0.220508,0.00434873,-0.131263,-0.0234983,-0.00556742,0.008453
0.015,0.431798,-0.0469984,0.03,0.02,0.22,-0.5,0,0.248129,1.20785,0,-0.516706,0.00963147,-0.226563,0.00485373,-0.139592,-0.0227796,-0.006055,0.008329
0.015,0.449423,-0.0469984,0.03,0.01,0.22,-0.5,0,0.250716,1.31573,0,-0.534321,0.00963523,-0.225869,0.00441867,-0.147286,-0.0176152,0.000693738,0.007694
0.015,0.457256,-0.0460193,0.02,0.01,0.22,-0.5,0,0.252529,1.41896,0,-0.542154,0.0086561,-0.216152,0.00313151,-0.153694,-0.00783277,0.00971654,0.006408
0.016,0.45236,-0.0450402,0.02,0.01,0.22,-0.5,0,0.25386,1.51855,0,-0.53725,0.00768073,-0.194357,0.0019307,-0.157974,0.00490409,0.0217952,0.00428
0.015,0.434736,-0.0450402,0.02,0,0.23,-0.5,0,0.25501,1.5965,0,-0.519635,0.00597864,-0.163462,0.00173109,-0.159572,0.0176152,0.0308949,0.001598
0.015,0.397528,-0.044061,0.02,-0.01,0.23,-0.5,0,0.255642,1.65206,0,-0.482429,0.00499951,-0.116826,0.000644699,-0.157461,0.0372057,0.0466359,0.002111
0.016,0.357384,-0.044061,0.02,-0.01,0.23,-0.5,0,0.256265,1.68801,0,-0.442286,0.00499951,-0.0705906,0.000538852,-0.151926,0.040143,0.0462358,0.005535
0.015,0.302552,-0.044061,0.01,-0.01,0.23,-0.5,0,0.256651,1.69481,0,-0.387465,0.00499558,-0.0145983,0.000468969,-0.142454,0.0548209,0.0559922,0.009472
0.016,0.243804,-0.0430819,0.01,-0.02,0.23,-0.5,0,0.256566,1.67369,0,-0.328736,0.00400859,0.0405926,-0.000504524,-0.129376,0.0587288,0.0551909,0.013078
0.015,0.184077,-0.0430819,0.01,-0.02,0.23,-0.5,0,0.256491,1.62911,0,-0.26902,0.00400466,0.0927479,-0.000496149,-0.113176,0.0597163,0.0521553,0.0162
0.016,0.127287,-0.0421028,0.01,-0.02,0.23,-0.5,0,0.255955,1.55839,0,-0.212232,0.00302554,0.1375,-0.00138433,-0.094639,0.0567876,0.0447524,0.018537
0.016,0.0695185,-0.0411236,0,-0.01,0.23,-0.5,0,0.25484,1.4663,0,-0.154474,0.00204248,0.179628,-0.00217828,-0.0741287,0.0577582,0.0421279,0.0205103
0.015,0.0313323,-0.0411236,0,-0.01,0.23,-0.5,0,0.253878,1.37001,0,-0.116289,0.00204248,0.201445,-0.00201482,-0.0533456,0.0381848,0.021817,0.0207831
0.016,-0.0058748,-0.0401445,0,-0.01,0.23,-0.5,0,0.252468,1.2575,0,-0.0790836,0.00106336,0.219529,-0.00275431,-0.0325971,0.0372057,0.0180834,0.0207485
0.015,-0.0352488,-0.0391654,-0.01,-0.01,0.23,-0.5,0,0.250669,1.14749,0,-0.0497106,8.42288E-05,0.230209,-0.00342784,-0.0124521,0.0293729,0.0106801,0.020145
0.015,-0.0567898,-0.0381862,-0.01,0,0.23,-0.5,0,0.248573,1.03638,0,-0.0281705,-0.000894893,0.232871,-0.00405087,0.00651243,0.0215402,0.00266181,0.01896453
0.015,-0.0714768,-0.0381862,-0.01,0,0.23,-0.5,0,0.246635,0.927115,0,-0.013484,-0.000894893,0.228994,-0.00372149,0.023873,0.0146865,-0.00387616,0.01736057
0.016,-0.0812681,-0.0372071,-0.01,0,0.23,-0.5,0,0.244261,0.814698,0,-0.00369303,-0.00187402,0.219687,-0.0042973,0.0393209,0.00979101,-0.0093071,0.0154479
0.015,-0.0861638,-0.0372071,-0.01,0,0.23,-0.5,0,0.242216,0.715575,0,0.00120245,-0.00187402,0.207743,-0.00394981,0.0527834,0.00489548,-0.0119441,0.0134625
0.015,-0.0881221,-0.0372071,-0.01,0,0.23,-0.5,0,0.240324,0.62302,0,0.00316065,-0.00187402,0.193977,-0.00362834,0.0642558,0.0019582,-0.0137659,0.0114724
0.015,-0.0871429,-0.0372071,0,0,0.23,-0.5,0,0.238724,0.537837,0,0.00218155,-0.00187402,0.178526,-0.00335641,0.0737446,-0.000979096,-0.0154511,0.0094888
0.015,-0.0832264,-0.0372071,0,0,0.23,-0.5,0,0.237244,0.46077,0,-0.00173484,-0.00187402,0.161516,-0.00310486,0.0812654,-0.00391639,-0.01701,0.0075208
0.016,-0.0773516,-0.0372071,0,0,0.23,-0.5,0,0.235783,0.387495,0,-0.00760942,-0.00187402,0.143192,-0.00285662,0.0868518,-0.00587458,-0.0183243,0.0055864
0.015,-0.0685394,-0.0372071,0.01,0,0.23,-0.5,0,0.234673,0.328183,0,-0.0164213,-0.00187402,0.124302,-0.00266798,0.0905931,-0.00881187,-0.0188895,0.0037413
0.016,-0.0567898,-0.0381862,0.01,0,0.23,-0.5,0,0.234038,0.275193,0,-0.0281705,-0.000894893,0.103549,-0.00158102,0.0924724,-0.0117492,-0.020753,0.0018793
0.015,-0.0450402,-0.0381862,0.01,0,0.23,-0.5,0,0.23349,0.234674,0,-0.0399196,-0.000894893,0.0849151,-0.001488,0.0927806,-0.0117492,-0.0186342,0.0003082
0.016,-0.0332906,-0.0381862,0.01,0,0.23,-0.5,0,0.23295,0.200228,0,-0.0516688,-0.000894893,0.0673126,-0.00139608,0.0917052,-0.0117492,-0.0176025,0.0010754
0.015,-0.0244783,-0.0391654,0.01,0,0.23,-0.5,0,0.232915,0.174407,0,-0.0604807,8.42288E-05,0.0541131,-0.000411119,0.0896803,-0.00881191,-0.0131995,0.0020249
0.016,-0.0176244,-0.0391654,0.01,0,0.23,-0.5,0,0.232881,0.152157,0,-0.0673344,8.42288E-05,0.0434786,-0.000405367,0.0869687,-0.00685368,-0.0106345,0.0027116
0.015,-0.0156661,-0.0391654,0,0,0.23,-0.5,0,0.232702,0.133831,0,-0.0692926,8.42288E-05,0.0384064,-0.000374906,0.0840458,-0.00195819,-0.0050722,0.0029229
0.015,-0.0176244,-0.0391654,0,0,0.23,-0.5,0,0.232536,0.116015,0,-0.0673344,8.42288E-05,0.0373374,-0.000346731,0.0812347,0.00195819,-0.001069,0.0028111
0.016,-0.0225201,-0.0391654,0,0,0.23,-0.5,0,0.232373,0.0961311,0,-0.0624389,8.42288E-05,0.0388545,-0.000318941,0.0787267,0.00489549,0.00151712,0.002508
0.016,-0.029374,-0.0391654,0,0,0.23,-0.5,0,0.232222,0.0746115,0,-0.0555852,8.42288E-05,0.0420519,-0.00029337,0.0766308,0.00685368,0.00319737,0.0020959
0.015,-0.036228,-0.0391654,0,0,0.23,-0.5,0,0.232092,0.0530257,0,-0.0487316,8.42288E-05,0.045238,-0.000271313,0.0749178,0.00685368,0.00318613,0.001713
0.015,-0.0421028,-0.0381862,0,0,0.23,-0.5,0,0.23154,0.0304659,0,-0.0428569,-0.000894893,0.0472795,-0.00115661,0.0734735,0.00587462,0.00204149,0.0014443
0.015,-0.0450402,-0.0381862,0,0,0.23,-0.5,0,0.231029,0.0083016,0,-0.0399196,-0.000894893,0.0464508,-0.00106982,0.0720588,0.00293729,-0.000828717,0.0014147
0.015,-0.0450402,-0.0381862,0,0,0.23,-0.5,0,0.230557,-0.0122004,0,-0.0399196,-0.000894893,0.0429671,-0.000989534,0.0704676,0,-0.00348368,0.0015912
0.016,-0.0430819,-0.0381862,0,0,0.23,-0.5,0,0.230091,-0.0315072,0,-0.0418778,-0.000894893,0.0377282,-0.000910312,0.0685769,-0.0019582,-0.00523885,0.0018907
0.015,-0.0391654,-0.0381862,0,-0.01,0.23,-0.5,0,0.229689,-0.0465807,0,-0.0457942,-0.000894893,0.0312504,-0.000841986,0.0663123,-0.00391639,-0.0064778,0.0022646
0.015,-0.0352488,-0.0381862,0,-0.01,0.23,-0.5,0,0.229317,-0.0587951,0,-0.0497106,-0.000894893,0.0252584,-0.000778791,0.063737,-0.00391639,-0.00599199,0.0025753
0.015,-0.0313323,-0.0381862,0,-0.01,0.23,-0.5,0,0.228974,-0.0683662,0,-0.0536185,-0.000890967,0.0197168,-0.000716712,0.0609074,-0.00390785,-0.00554167,0.0028296
0.015,-0.0303532,-0.0381862,0,-0.01,0.23,-0.5,0,0.228656,-0.0767859,0,-0.0546061,-0.000894893,0.0173058,-0.000666525,0.0580819,-0.000987638,-0.00241097,0.0028255
0.015,-0.0303532,-0.0381862,0,-0.01,0.23,-0.5,0,0.228362,-0.0845741,0,-0.0546061,-0.000894893,0.0159824,-0.000616498,0.0553444,0,-0.00132337,0.0027375
0.016,-0.0323114,-0.0381862,0,-0.01,0.23,-0.5,0,0.228071,-0.0931804,0,-0.0526479,-0.000894893,0.0164783,-0.00056712,0.0528289,0.0019582,0.00049589,0.0025155
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.5,0,0.227804,-0.10186,0,-0.0506897,-0.000894893,0.0169617,-0.000521697,0.0505195,0.0019582,0.000483405,0.0023094
0.015,-0.036228,-0.0381862,0,0,0.23,-0.49,0,0.227573,-0.110211,0,-0.0470323,-0.000894893,0.017501,-0.000482474,0.0484066,0.00365737,0.00053923,0.0021129
0.015,-0.0372071,-0.0391654,0,0,0.23,-0.49,0,0.227791,-0.118368,0,-0.0460533,8.42288E-05,0.017094,0.000459507,0.0464039,0.000979066,-0.000406912,0.0020027
0.015,-0.0372071,-0.0391654,0,0,0.23,-0.48,0,0.227994,-0.125914,0,-0.0443541,8.42288E-05,0.015812,0.000425149,0.0444367,0.00169917,-0.0012821,0.0019672
0.015,-0.036228,-0.0381862,0,0,0.23,-0.48,0,0.227748,-0.132461,0,-0.0453332,-0.000894893,0.0137203,-0.000512313,0.0424405,-0.000979066,-0.00209162,0.0019962
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.47,0,0.227522,-0.137653,0,-0.0455922,-0.000894893,0.0108799,-0.000473794,0.0403599,-0.000259016,-0.00284046,0.0020806
0.015,-0.0332906,-0.0381862,0,0,0.23,-0.47,0,0.227312,-0.142023,0,-0.0465713,-0.000894893,0.00915823,-0.000438206,0.0382868,-0.000979099,-0.00172163,0.0020731
0.015,-0.0332906,-0.0381862,0,0,0.23,-0.47,0,0.227119,-0.146065,0,-0.0465713,-0.000894893,0.00847142,-0.000405286,0.0363007,0,-0.000686813,0.0019861
0.016,-0.0332906,-0.0381862,0,0,0.23,-0.46,0,0.226928,-0.150053,0,-0.0448721,-0.000894893,0.00779375,-0.000372831,0.0343963,0.00169917,-0.000677664,0.0019044
0.015,-0.0342697,-0.0381862,0,-0.01,0.23,-0.46,0,0.226763,-0.154075,0,-0.043893,-0.000894893,0.00808949,-0.000344805,0.0326431,0.000979099,0.000295734,0.0017532
0.015,-0.0352488,-0.0381862,0,-0.01,0.23,-0.45,0,0.22661,-0.158227,0,-0.0412147,-0.000894893,0.00836303,-0.000318907,0.0310293,0.00267828,0.000273542,0.0016138
0.016,-0.036228,-0.0372071,0,-0.01,0.23,-0.45,0,0.225999,-0.162785,0,-0.0402356,-0.00187402,0.00856767,-0.00119413,0.0295399,0.000979133,0.000204643,0.0014894
0.015,-0.036228,-0.0372071,0,0,0.23,-0.45,0,0.225471,-0.166567,0,-0.0402356,-0.00187402,0.00792515,-0.00110452,0.0281015,0,-0.000642521,0.0014384
0.015,-0.036228,-0.0372071,0,0,0.23,-0.44,0,0.224984,-0.170064,0,-0.0385364,-0.00187402,0.00733081,-0.00102165,0.0267143,0.00169918,-0.00059434,0.0013872
0.015,-0.036228,-0.0372071,0.01,0,0.23,-0.44,0,0.224682,-0.1733,0,-0.0385364,-0.00187402,0.00678105,-0.000970453,0.0253784,0,-0.000549756,0.0013359
0.016,-0.0352488,-0.0372071,0,0,0.23,-0.44,0,0.224225,-0.176031,0,-0.0395155,-0.00187402,0.00533783,-0.000892766,0.0240217,-0.000979103,-0.00144322,0.0013567
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.43,0,0.224266,-0.178544,0,-0.0378164,-0.000894893,0.00491084,7.9494E-05,0.0227237,0.00169915,-0.000426993,0.001298
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.43,0,0.2243,-0.180711,0,-0.0378164,-0.000894893,0.00454258,7.35857E-05,0.0214852,0,-0.00036826,0.0012385
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.42,0,0.224332,-0.182716,0,-0.0361172,-0.000894893,0.00420194,6.81244E-05,0.0203043,0.00169918,-0.000340642,0.0011809
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.42,0,0.224362,-0.18457,0,-0.0361172,-0.000894893,0.00388684,6.30654E-05,0.0191791,0,-0.000315093,0.0011252
0.015,-0.036228,-0.0381862,0,0,0.23,-0.42,0,0.22439,-0.186718,0,-0.0351381,-0.000894893,0.00450107,5.83753E-05,0.0181773,0.000979107,0.000614222,0.0010018
0.016,-0.036228,-0.0391654,0,0,0.23,-0.41,0,0.224878,-0.188836,0,-0.0334389,8.42288E-05,0.00414103,0.000954557,0.0172157,0.00169916,-0.000360038,0.0009616
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.41,0,0.225301,-0.190233,0,-0.034411,8.81553E-05,0.0029278,0.000886582,0.0162258,-0.000972107,-0.00121323,0.0009899
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.41,0,0.225408,-0.191524,0,-0.034418,-0.000894893,0.00270526,-0.000114597,0.0152859,-6.97374E-06,-0.000222534,0.0009399
0.016,-0.0352488,-0.0381862,0.01,0,0.23,-0.4,0,0.225515,-0.192799,0,-0.032712,-0.000890967,0.0024919,-0.000129014,0.0143933,0.00170602,-0.000213362,0.0008926
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.4,0,0.225606,-0.193465,0,-0.0336979,-0.000894893,0.00139632,-0.000148341,0.0134771,-0.000985939,-0.00109558,0.0009162
0.016,-0.0342697,-0.0381862,0.01,0,0.23,-0.4,0,0.225696,-0.194122,0,-0.0336979,-0.000894893,0.00128466,-0.000163607,0.0126146,0,-0.000111658,0.0008625
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.4,0,0.225774,-0.194689,0,-0.0336979,-0.000894893,0.00118836,-0.000176772,0.0118033,0,-9.62988E-05,0.0008113
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.39,0,0.225845,-0.195213,0,-0.0319987,-0.000894893,0.00109928,-0.000188954,0.0110404,0.00169919,-8.90829E-05,0.0007629
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.39,0,0.225911,-0.196131,0,-0.0310196,-0.000894893,0.00192247,-0.000200137,0.0103928,0.000979111,0.000823196,0.0006476
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.39,0,0.225972,-0.19698,0,-0.0310196,-0.000894893,0.00177823,-0.000210475,0.00977816,0,-0.00014424,0.00061464
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.38,0,0.226028,-0.197765,0,-0.0293205,-0.000894893,0.00164481,-0.000220045,0.00919513,0.00169918,-0.000133421,0.00058303
0.016,-0.0352488,-0.0381862,0.01,0,0.23,-0.38,0,0.226084,-0.19854,0,-0.0293205,-0.000894893,0.00151317,-0.000229474,0.00864171,0,-0.000131641,0.00055342
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.38,0,0.226132,-0.199208,0,-0.0293205,-0.000894893,0.00139964,-0.000237606,0.0081173,0,-0.000113536,0.00052441
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.38,0,0.226176,-0.199826,0,-0.0293205,-0.000894893,0.0012946,-0.000245143,0.00762059,0,-0.000105035,0.00049671
0.016,-0.0342697,-0.0381862,0.01,0,0.23,-0.37,0,0.22622,-0.199975,0,-0.0286004,-0.000894893,0.000290181,-0.000252567,0.00708052,0.00072008,-0.00100442,0.00054007
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.37,0,0.226257,-0.200535,0,-0.0276213,-0.000894893,0.00117405,-0.000258975,0.00664541,0.000979114,0.00088387,0.00043511
0.016,-0.0352488,-0.0381862,0.01,0.01,0.23,-0.37,0,0.226295,-0.200928,0,-0.0276213,-0.000894893,0.00110726,-0.000265293,0.00623492,0,-6.67907E-05,0.00041049
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.36,0,0.226327,-0.201417,0,-0.0259221,-0.000894893,0.00102426,-0.000270836,0.00584616,0.00169918,-8.29957E-05,0.00038876
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.36,0,0.2262,-0.201899,0,-0.0259221,-0.000894893,0.000942368,-0.000249121,0.00547773,0,-8.18968E-05,0.00036843
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.36,0,0.226084,-0.202344,0,-0.0259159,-0.000890967,0.000870205,-0.000225581,0.00512902,6.14673E-06,-7.21626E-05,0.00034871
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.36,0,0.225984,-0.202728,0,-0.0259159,-0.000890967,0.000804983,-0.000208613,0.00479923,0,-6.52224E-05,0.00032979
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.35,0,0.225891,-0.203083,0,-0.0242169,-0.000890967,0.000744659,-0.000192914,0.00448746,0.00169902,-6.03236E-05,0.00031177
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.35,0,0.2258,-0.202972,0,-0.025196,-0.000890967,-0.000215672,-0.000177432,0.00412324,-0.000979114,-0.000960331,0.00036422
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.35,0,0.22572,-0.202875,0,-0.025202,-0.000894893,-0.000202656,-0.000167638,0.00378511,-5.97537E-06,1.30162E-05,0.00033813
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.35,0,0.225641,-0.202779,0,-0.025202,-0.000894893,-0.000186395,-0.000154171,0.00347153,0,1.62609E-05,0.00031358
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.35,0,0.225572,-0.202697,0,-0.025202,-0.000894893,-0.000172473,-0.00014247,0.00318068,0,1.39214E-05,0.00029085
0.015,-0.0342697,-0.0381862,0,-0.01,0.23,-0.34,0,0.225508,-0.202772,0,-0.0235028,-0.000894893,-0.00018508,-0.000131644,0.00290895,0.00169919,-1.26064E-05,0.00027173
0.015,-0.0342697,-0.0381862,0,-0.01,0.23,-0.34,0,0.225449,-0.20284,0,-0.0235028,-0.000894893,-0.000196744,-0.000121634,0.00265514,0,-1.16639E-05,0.00025381
0.016,-0.0342697,-0.0381862,0,-0.01,0.23,-0.34,0,0.225391,-0.202908,0,-0.0235028,-0.000894893,-0.000208251,-0.000111755,0.00241804,0,-1.15074E-05,0.0002371
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.34,0,0.225341,-0.203248,0,-0.0225237,-0.000894893,0.000713106,-0.000103317,0.00226829,0.000979118,0.000921357,0.00014975
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.33,0,0.225296,-0.203562,0,-0.0208245,-0.000894893,0.000659671,-9.55239E-05,0.00212491,0.00169919,-5.34356E-05,0.00014338
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.33,0,0.225253,-0.203853,0,-0.0208245,-0.000894893,0.000610244,-8.83117E-05,0.00198775,0,-4.94272E-05,0.00013716
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.33,0,0.225646,-0.204122,0,-0.0208245,8.42288E-05,0.000564508,0.000824071,0.0018567,-2.23517E-08,-4.57354E-05,0.00013105
0.015,-0.0342697,-0.0391654,0,0,0.23,-0.33,0,0.226009,-0.203939,0,-0.0218036,8.42288E-05,-0.000383485,0.000762299,0.0016619,-0.000979114,-0.000947993,0.0001948
0.015,-0.0342697,-0.0391654,0,0,0.23,-0.33,0,0.226346,-0.20377,0,-0.0218036,8.42288E-05,-0.000354677,0.000705186,0.00148292,0,2.88077E-05,0.00017898
0.015,-0.0332906,-0.0391654,0,0,0.23,-0.32,0,0.226657,-0.203181,0,-0.0210836,8.42288E-05,-0.00123372,0.00065235,0.00124882,0.000720069,-0.000879046,0.0002341
0.016,-0.0332906,-0.0391654,0,0,0.23,-0.32,0,0.226963,-0.2026,0,-0.0210836,8.42288E-05,-0.00113498,0.000600211,0.00103865,0,9.87388E-05,0.00021017
0.015,-0.0332906,-0.0381862,0,0,0.23,-0.32,0,0.226795,-0.202099,0,-0.0210835,-0.000894893,-0.0010499,-0.000350356,0.000849721,2.23517E-08,8.50819E-05,0.000188929
