dt,acc_x,acc_y,gyr_x,gyr_y,r_imu,p_imu,y_imu,r_cal,p_cal,y_cal,ax_n_imu,ay_n_imu,ax_n_cal,ay_n_cal,ax_n_cal_kalman,dax_n_imu,dax_n_cal,
0.015,-0.0244783,0.000979134,0,0,-0.01,-0.15,0,-0.00928754,-0.149472,0,-0.00100413,0.000719695,-0.000914453,0.000598661,-0.000405525,0,7.41798E-05,5.5617E-05
0.015,-0.0244783,0.000979134,0,0,-0.01,-0.15,0,-0.00902363,-0.149068,0,-0.00100413,0.000719695,-0.000845836,0.000553827,-0.000451925,0,6.86161E-05,4.64E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00877952,-0.149127,0,-2.50004E-05,0.000719695,0.000123341,0.000512355,-0.000420416,0.000979133,0.000969177,3.1509E-05
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00853824,-0.149185,0,-2.50004E-05,0.000719695,0.000113504,0.000471366,-0.000391719,0,-9.83663E-06,2.8697E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00833013,-0.149235,0,-2.50004E-05,0.000719695,0.000105029,0.000436013,-0.000365539,0,-8.47504E-06,2.618E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00813764,-0.149281,0,-2.50004E-05,0.000719695,9.71835E-05,0.000403311,-0.000341659,0,-7.84546E-06,2.388E-05
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00794771,-0.149326,0,-2.50004E-05,0.000719695,8.94424E-05,0.000371045,-0.000319914,0,-7.74115E-06,2.1745E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00778385,-0.149365,0,-2.75653E-05,0.000719866,8.04067E-05,0.000343341,-0.000300259,-2.56486E-06,-9.03569E-06,1.9655E-05
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00762217,-0.149402,0,-2.75653E-05,0.000719866,7.40103E-05,0.000315873,-0.000282351,0,-6.39632E-06,1.7908E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00748273,-0.149435,0,-2.75653E-05,0.000719866,6.84913E-05,0.000292182,-0.000266004,0,-5.51902E-06,1.6347E-05
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00734515,-0.149467,0,-2.75653E-05,0.000719866,6.3045E-05,0.000268806,-0.000251107,0,-5.44637E-06,1.4897E-05
0.015,-0.0254575,0.000979134,-0.01,0,-0.01,-0.15,0,-0.00737652,-0.149495,0,-2.50004E-05,0.000719695,6.07148E-05,0.000274011,-0.000237321,2.56486E-06,-2.33017E-06,1.3786E-05
0.016,-0.0254575,0.000979134,-0.01,0,-0.01,-0.15,0,-0.00740743,-0.149523,0,-2.75653E-05,0.000719866,5.35417E-05,0.000279388,-0.000224947,-2.56486E-06,-7.17305E-06,1.2374E-05
0.015,-0.0254575,0.000979134,-0.01,0,-0.01,-0.15,0,-0.00743448,-0.149546,0,-2.75653E-05,0.000719866,4.95613E-05,0.000283985,-0.000213642,0,-3.98047E-06,1.1305E-05
0.016,-0.0254575,0.000979134,-0.01,0,-0.01,-0.15,0,-0.00746118,-0.149569,0,-2.75653E-05,0.000719866,4.56367E-05,0.000288519,-0.000203329,0,-3.92459E-06,1.0313E-05
0.015,-0.0254575,0.000979134,-0.01,0,-0.01,-0.15,0,-0.00748381,-0.149589,0,-2.75653E-05,0.000719866,4.22448E-05,0.000292364,-0.000193903,0,-3.39188E-06,9.42599999999999E-06
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00734613,-0.149609,0,-2.75653E-05,0.000719866,3.88995E-05,0.000268974,-0.000185299,0,-3.34531E-06,8.604E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00765961,-0.149626,0,-2.75653E-05,-0.000259268,3.6018E-05,-0.000656901,-0.000177426,0,-2.88151E-06,7.87300000000001E-06
0.015,-0.0254575,0.00195827,0,0.01,-0.01,-0.15,0,-0.00794957,-0.149491,0,-2.75653E-05,-0.000259268,5.88372E-05,-0.000607637,-0.000168258,0,2.28193E-05,9.16799999999999E-06
0.015,-0.0254575,0.00195827,0,0.01,-0.01,-0.15,0,-0.00821778,-0.149367,0,-2.75653E-05,-0.000259268,7.99429E-05,-0.000562067,-0.000158016,0,2.11056E-05,1.0242E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00846588,-0.149402,0,-2.75653E-05,-0.000259268,7.39768E-05,-0.000519915,-0.00014886,0,-5.96605E-06,9.15599999999999E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00869537,-0.149435,0,-2.75653E-05,-0.000259268,6.84615E-05,-0.000480924,-0.000140682,0,-5.51529E-06,8.17799999999999E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00890765,-0.149465,0,-2.75653E-05,-0.000259268,6.33635E-05,-0.000444858,-0.000133383,0,-5.09806E-06,7.299E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00910401,-0.149493,0,-2.75653E-05,-0.000259268,5.86435E-05,-0.000411496,-0.000126875,0,-4.71994E-06,6.50800000000001E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00928565,-0.149518,0,-2.75653E-05,-0.000259268,5.42793E-05,-0.000380637,-0.000121078,0,-4.36418E-06,5.797E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00945405,-0.149542,0,-2.75653E-05,-0.000259268,5.02449E-05,-0.000352026,-0.000115919,0,-4.03449E-06,5.159E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0096202,-0.149565,0,-2.75653E-05,-0.000259268,4.62644E-05,-0.000323796,-0.00011135,0,-3.98047E-06,4.56900000000002E-06
0.015,-0.0254575,0.00195827,0.01,0,-0.01,-0.15,0,-0.00961352,-0.149586,0,-2.75653E-05,-0.000259268,4.28334E-05,-0.000324932,-0.000107289,0,-3.43099E-06,4.06099999999999E-06
0.015,-0.0254575,0.00195827,0.01,0,-0.01,-0.15,0,-0.00960733,-0.149604,0,-2.75653E-05,-0.000259268,3.96557E-05,-0.000325983,-0.000103684,0,-3.17767E-06,3.605E-06
0.016,-0.0254575,0.00195827,0.01,0,-0.01,-0.15,0,-0.00960123,-0.149623,0,-2.75653E-05,-0.000259268,3.65227E-05,-0.00032702,-0.000100499,0,-3.13297E-06,3.185E-06
0.015,-0.0254575,0.00195827,0.01,0,-0.01,-0.15,0,-0.00959557,-0.149639,0,-2.75653E-05,-0.000259268,3.38163E-05,-0.000327981,-9.76753E-05,0,-2.70642E-06,2.82369999999999E-06
0.016,-0.0254575,0.00195827,0.01,0,-0.01,-0.15,0,-0.00959041,-0.149654,0,-2.75653E-05,-0.000259268,3.11509E-05,-0.000328858,-9.51843E-05,0,-2.66545E-06,2.491E-06
0.015,-0.0244783,0.00195827,0.01,0,-0.01,-0.15,0,-0.00958595,-0.149236,0,-0.0010067,-0.000259268,-0.000876848,-0.000329615,-0.000162685,-0.000979133,-0.000907999,6.75007E-05
0.015,-0.0244783,0.00195827,0.01,0,-0.01,-0.15,0,-0.00958183,-0.148848,0,-0.0010067,-0.000259268,-0.00081105,-0.000330315,-0.000220412,0,6.57979E-05,5.7727E-05
0.015,-0.0244783,0.00195827,0.01,0,-0.01,-0.15,0,-0.00957811,-0.148491,0,-0.00100413,-0.000259439,-0.00074783,-0.000331112,-0.000269231,2.56486E-06,6.322E-05,4.8819E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00972466,-0.148593,0,-2.50004E-05,-0.000259439,0.000213992,-0.000306216,-0.000240591,0.000979133,0.000961822,2.864E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00986022,-0.148687,0,-2.50004E-05,-0.000259439,0.000197981,-0.000283186,-0.000215079,0,-1.60113E-05,2.5512E-05
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00999397,-0.14878,0,-2.50004E-05,-0.000259439,0.00018218,-0.000260463,-0.000192465,0,-1.58008E-05,2.2614E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0101093,-0.148861,0,-2.50004E-05,-0.000259439,0.000168554,-0.000240866,-0.000172386,0,-1.36252E-05,2.0079E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.010216,-0.148935,0,-2.50004E-05,-0.000259439,0.000155948,-0.000222737,-0.00015459,0,-1.26064E-05,1.7796E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0103148,-0.149003,0,-2.50004E-05,-0.000259439,0.000144288,-0.000205968,-0.000138851,0,-1.16602E-05,1.5739E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.010406,-0.149066,0,-2.75653E-05,-0.000259268,0.000131151,-0.000190294,-0.000125141,-2.56486E-06,-1.31372E-05,1.371E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.0100581,-0.149124,0,-2.75653E-05,0.000719866,0.000121351,0.000729743,-0.000113066,0,-9.79938E-06,1.2075E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00973639,-0.149177,0,-2.75653E-05,0.000719866,0.000112288,0.000675078,-0.000102459,0,-9.06363E-06,1.0607E-05
0.016,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00941893,-0.149691,0,0.000951564,0.000719866,0.00100415,0.000621141,-2.38818E-05,0.000979129,0.000891859,7.85772E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00914473,-0.150134,0,0.000951564,0.000719866,0.000928873,0.000574555,4.35539E-05,0,-7.52732E-05,6.74357E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00889109,-0.150543,0,0.000951564,0.000719866,0.000859242,0.000531462,0.000101042,0,-6.96313E-05,5.74881E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00865648,-0.150922,0,0.000951564,0.000719866,0.000794834,0.000491602,0.000149665,0,-6.44084E-05,4.8623E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00843947,-0.151273,0,0.000951564,0.000719866,0.000735259,0.000454731,0.000190399,0,-5.95748E-05,4.0734E-05
0.016,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00822534,-0.151619,0,0.000951564,0.000719866,0.000676474,0.000418351,0.000223844,0,-5.87851E-05,3.3445E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00804066,-0.151918,0,0.000951564,0.000719866,0.000625776,0.000386974,0.000251121,0,-5.06975E-05,2.7277E-05
0.016,-0.0264366,0.000979134,0.01,0,-0.01,-0.15,0,-0.00769849,-0.152213,0,0.000954129,0.000719695,0.000578139,0.000328708,0.000272887,2.56486E-06,-4.76371E-05,2.1766E-05
0.015,-0.0264366,0.000979134,0.01,0,-0.01,-0.15,0,-0.00740337,-0.152468,0,0.000954129,0.000719695,0.000534814,0.000278571,0.000289851,0,-4.33251E-05,1.6964E-05
0.015,-0.0264366,0.000979134,0.01,0,-0.01,-0.15,0,-0.00713038,-0.152704,0,0.000954129,0.000719695,0.000494735,0.000232195,0.000302591,0,-4.00785E-05,1.274E-05
0.015,-0.0254575,0.000979134,0.01,0,-0.01,-0.15,0,-0.00687782,-0.152489,0,-2.75653E-05,0.000719866,-0.000450443,0.000189407,0.00024174,-0.000981694,-0.000945179,6.0851E-05
0.015,-0.0254575,0.000979134,0.01,0,-0.01,-0.15,0,-0.0066442,-0.15229,0,-2.75653E-05,0.000719866,-0.000416629,0.000149716,0.000187703,0,3.38145E-05,5.4037E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00657811,-0.152106,0,-2.75653E-05,0.000719866,-0.00038535,0.000138486,0.000139821,0,3.12794E-05,4.7882E-05
0.016,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00651289,-0.152385,0,0.000951564,0.000719866,0.000546318,0.000127406,0.00016697,0.000979129,0.000931667,2.7149E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00645664,-0.152626,0,0.000951564,0.000719866,0.000505373,0.000117849,0.000189136,0,-4.09447E-05,2.2166E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00640501,-0.152849,0,0.000951564,0.000719866,0.000467507,0.000109077,0.000206896,0,-3.78657E-05,1.776E-05
0.015,-0.0264366,0.000979134,0,0,-0.01,-0.15,0,-0.00635726,-0.153055,0,0.000951564,0.000719866,0.00043248,0.000100964,0.000220772,0,-3.5027E-05,1.3876E-05
0.015,-0.0254575,0.000979134,-0.01,0,-0.01,-0.15,0,-0.00646268,-0.152814,0,-2.75653E-05,0.000719866,-0.000505617,0.000118875,0.000161527,-0.000979129,-0.000938097,5.9245E-05
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.0064067,-0.152575,0,-2.75653E-05,0.000719866,-0.00046513,0.000109363,0.000109504,0,4.04865E-05,5.2023E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00635841,-0.15237,0,-2.75653E-05,0.000719866,-0.000430208,0.00010116,6.37816E-05,0,3.49227E-05,4.57224E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00631375,-0.15218,0,-2.75653E-05,0.000719866,-0.000397913,9.35718E-05,2.37277E-05,0,3.22945E-05,4.00539E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00627244,-0.152004,0,-2.75653E-05,0.000719866,-0.000368036,8.65527E-05,-1.1231E-05,0,2.98768E-05,3.49587E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00623422,-0.151841,0,-2.75653E-05,0.000719866,-0.0003404,8.00601E-05,-4.16149E-05,0,2.76361E-05,3.03839E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00619887,-0.151691,0,-2.75653E-05,0.000719866,-0.000314837,7.40543E-05,-6.78963E-05,0,2.55629E-05,2.62814E-05
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.006164,-0.151542,0,-2.75653E-05,0.000719866,-0.000289613,6.81289E-05,-9.03817E-05,0,2.52239E-05,2.24854E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00613431,-0.151414,0,-2.75653E-05,0.000719866,-0.00026786,6.30852E-05,-0.000109598,0,2.17538E-05,1.92163E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00610685,-0.151296,0,-2.75653E-05,0.000719866,-0.000247732,5.84201E-05,-0.000125894,0,2.01277E-05,1.6296E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00608145,-0.151186,0,-2.75653E-05,0.000719866,-0.000229118,5.41045E-05,-0.000139586,0,1.86134E-05,1.3692E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00605796,-0.151085,0,-2.75653E-05,0.000719866,-0.000211898,5.01126E-05,-0.00015096,0,1.72202E-05,1.1374E-05
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00603622,-0.150991,0,-2.75653E-05,0.000719866,-0.000195973,4.64201E-05,-0.000160274,0,1.59256E-05,9.31400000000001E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00601612,-0.150904,0,-2.75653E-05,0.000719866,-0.000181237,4.30045E-05,-0.000167762,0,1.47354E-05,7.48799999999999E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00599713,-0.150824,0,-2.75653E-05,0.000719866,-0.000167614,3.9778E-05,-0.000173635,0,1.36234E-05,5.87299999999999E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00597956,-0.15075,0,-2.75653E-05,0.000719866,-0.000155009,3.67934E-05,-0.000178081,0,1.26045E-05,4.44600000000002E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00596331,-0.150681,0,-2.75653E-05,0.000719866,-0.000143351,3.40325E-05,-0.000181272,0,1.16583E-05,3.19099999999999E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00594833,-0.150619,0,-2.50004E-05,0.000719695,-0.000130182,3.13846E-05,-0.000183179,2.56486E-06,1.31689E-05,1.90699999999999E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00636672,-0.150561,0,-2.50004E-05,-0.000259439,-0.000120386,-0.000876672,-0.000184149,0,9.79565E-06,9.70000000000013E-07
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00677953,-0.150505,0,-2.50004E-05,-0.000259439,-0.000110723,-0.000806541,-0.000184257,0,9.6634E-06,1.07999999999993E-07
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00715932,-0.150452,0,-2.50004E-05,-0.000259439,-0.000101829,-0.000742021,-0.000183622,0,8.89413E-06,6.34999999999997E-07
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00748689,-0.150407,0,-2.50004E-05,-0.000259439,-9.41586E-05,-0.000686373,-0.000182391,0,7.67037E-06,1.231E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0077899,-0.150365,0,-2.50004E-05,-0.000259439,-8.70619E-05,-0.000634898,-0.000180648,0,7.09668E-06,1.74299999999999E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00807017,-0.150327,0,-2.50004E-05,-0.000259439,-8.04998E-05,-0.000587284,-0.00017847,0,6.5621E-06,2.17800000000003E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00832943,-0.150291,0,-2.50004E-05,-0.000259439,-7.44294E-05,-0.000543241,-0.000175927,0,6.07036E-06,2.54299999999998E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00858523,-0.150256,0,-2.50004E-05,-0.000259439,-6.8441E-05,-0.000499785,-0.000173049,0,5.9884E-06,2.878E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00880586,-0.150225,0,-2.50004E-05,-0.000259439,-6.32741E-05,-0.000462304,-0.000169924,0,5.16698E-06,3.12500000000001E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00902354,-0.150195,0,-2.50004E-05,-0.000259439,-5.8176E-05,-0.000425323,-0.000166575,0,5.09806E-06,3.34899999999998E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00877904,-0.150169,0,-2.50004E-05,0.000719695,-5.37802E-05,0.000512275,-0.000163071,0,4.39584E-06,3.50400000000001E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00855288,-0.150145,0,-2.50004E-05,0.000719695,-4.9714E-05,0.000473853,-0.00015945,0,4.06615E-06,3.62100000000001E-06
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00832973,-0.150122,0,-2.50004E-05,0.000719695,-4.57E-05,0.000435944,-0.000155724,0,4.014E-06,3.72599999999998E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00813726,-0.150101,0,-2.50004E-05,0.000719695,-4.22373E-05,0.000403247,-0.000151944,0,3.46266E-06,3.77999999999999E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00795923,-0.150083,0,-2.50004E-05,0.000719695,-3.90373E-05,0.000373003,-0.000148134,0,3.20002E-06,3.81000000000001E-06
0.016,-0.0254575,0.00195827,-0.01,0,-0.01,-0.15,0,-0.00840464,-0.150064,0,-2.50004E-05,-0.000259439,-3.58801E-05,-0.000530463,-0.0001443,0,3.15718E-06,3.83400000000003E-06
0.015,-0.0254575,0.00195827,-0.01,0,-0.01,-0.15,0,-0.00878881,-0.150048,0,-2.50004E-05,-0.000259439,-3.31551E-05,-0.000465199,-0.000140477,0,2.72505E-06,3.82299999999997E-06
0.015,-0.0254575,0.00195827,-0.01,0,-0.01,-0.15,0,-0.00914417,-0.150033,0,-2.50004E-05,-0.000259439,-3.06349E-05,-0.00040483,-0.000136682,0,2.52016E-06,3.79500000000001E-06
0.016,-0.0254575,0.00195827,-0.01,0,-0.01,-0.15,0,-0.00949479,-0.150019,0,-2.50004E-05,-0.000259439,-2.81483E-05,-0.000345266,-0.000132915,0,2.48663E-06,3.76700000000001E-06
0.015,-0.0254575,0.00195827,-0.01,0,-0.01,-0.15,0,-0.0097972,-0.150006,0,-2.50004E-05,-0.000259439,-2.60025E-05,-0.000293891,-0.000129202,0,2.14577E-06,3.713E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00992732,-0.149994,0,-2.50004E-05,-0.000259439,-2.40151E-05,-0.000271786,-0.000125552,0,1.98744E-06,3.64999999999998E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0100557,-0.149983,0,-2.50004E-05,-0.000259439,-2.20519E-05,-0.000249975,-0.000121963,0,1.96323E-06,3.58900000000001E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0101664,-0.149973,0,-2.50004E-05,-0.000259439,-2.03624E-05,-0.000231162,-0.000118451,0,1.68942E-06,3.512E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0102689,-0.149963,0,-2.50004E-05,-0.000259439,-1.8796E-05,-0.000213761,-0.000115023,0,1.56648E-06,3.42799999999999E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0103699,-0.149953,0,-2.75653E-05,-0.000259268,-1.96118E-05,-0.000196431,-0.000111856,-2.56486E-06,-8.15839E-07,3.16700000000001E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0104569,-0.149944,0,-2.75653E-05,-0.000259268,-1.81049E-05,-0.000181634,-0.000108754,0,1.50688E-06,3.102E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0105375,-0.149936,0,-2.75653E-05,-0.000259268,-1.67098E-05,-0.000167948,-0.000105722,0,1.39512E-06,3.03200000000001E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0106171,-0.149929,0,-2.50004E-05,-0.000259439,-1.29733E-05,-0.00015461,-0.000102575,2.56486E-06,3.73647E-06,3.147E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0106853,-0.149923,0,-2.50004E-05,-0.000259439,-1.19675E-05,-0.000143016,-9.95324E-05,0,1.00583E-06,3.04259999999998E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0107526,-0.149917,0,-2.50004E-05,-0.000259439,-1.09747E-05,-0.000131578,-9.65877E-05,0,9.9279E-07,2.94470000000001E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0108107,-0.149912,0,-2.50004E-05,-0.000259439,-1.01179E-05,-0.000121712,-9.37455E-05,0,8.56817E-07,2.84220000000001E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0108644,-0.149908,0,-2.50004E-05,-0.000259439,-9.3244E-06,-0.000112587,-9.10042E-05,0,7.93487E-07,2.7413E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0109141,-0.149903,0,-2.50004E-05,-0.000259439,-8.59052E-06,-0.000104145,-8.83618E-05,0,7.33882E-07,2.64239999999998E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0109632,-0.149899,0,-2.50004E-05,-0.000259439,-7.87154E-06,-9.58164E-05,-8.58132E-05,0,7.18981E-07,2.54860000000002E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.0105732,-0.149895,0,-2.50004E-05,0.000719695,-7.24196E-06,0.000817068,-8.33594E-05,0,6.29574E-07,2.45379999999999E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.0102125,-0.149892,0,-2.50004E-05,0.000719695,-6.66641E-06,0.000755787,-8.09983E-05,0,5.75557E-07,2.36109999999999E-06
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00985654,-0.149889,0,-2.50004E-05,0.000719695,-6.0983E-06,0.000695324,-7.87248E-05,0,5.68107E-07,2.2735E-06
0.015,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00954996,-0.149886,0,-2.50004E-05,0.000719695,-5.60284E-06,0.00064324,-7.65387E-05,0,4.95464E-07,2.1861E-06
0.016,-0.0254575,0.000979134,0,0,-0.01,-0.15,0,-0.00924704,-0.149883,0,-2.50004E-05,0.000719695,-5.12041E-06,0.00059178,-7.44355E-05,0,4.82425E-07,2.1032E-06
0.015,-0.0264366,0.000979134,0.01,0,-0.01,-0.15,0,-0.00883578,-0.150313,0,0.000954129,0.000719695,0.000900989,0.000521914,-2.71746E-06,0.000979129,0.00090611,7.171804E-05
0.015,-0.0264366,0.000979134,0.01,0,-0.01,-0.15,0,-0.00845536,-0.15071,0,0.000954129,0.000719695,0.000833454,0.000457287,5.88984E-05,0,-6.75358E-05,6.161586E-05
0.016,-0.0254575,0.000979134,0.01,0,-0.01,-0.15,0,-0.00808002,-0.150642,0,-2.50004E-05,0.000719695,-0.000133986,0.000393522,4.18497E-05,-0.000979129,-0.000967439,1.70487E-05
0.016,-0.0254575,0.000979134,0.01,0,-0.01,-0.15,0,-0.0077347,-0.150578,0,-2.50004E-05,0.000719695,-0.000123229,0.000334859,2.68214E-05,0,1.07568E-05,1.50283E-05
0.015,-0.0254575,0.00195827,0.01,0,-0.01,-0.15,0,-0.00786912,-0.150524,0,-2.50004E-05,-0.000259439,-0.000113955,-0.00062144,1.35613E-05,0,9.27411E-06,1.32601E-05
0.015,-0.0254575,0.00195827,0.01,0,-0.01,-0.15,0,-0.00799345,-0.150473,0,-2.50004E-05,-0.000259439,-0.000105374,-0.000600318,1.8953E-06,0,8.58121E-06,1.1666E-05
0.016,-0.0254575,0.00195827,0,0.01,-0.01,-0.15,0,-0.00827613,-0.150263,0,-2.50004E-05,-0.000259439,-6.97281E-05,-0.000552295,-6.20272E-06,0,3.56454E-05,8.09802E-06
0.015,-0.0254575,0.00195827,0,0.01,-0.01,-0.15,0,-0.00851994,-0.150082,0,-2.50004E-05,-0.000259439,-3.89833E-05,-0.000510876,-1.13548E-05,0,3.07448E-05,5.15208E-06
0.016,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0087605,-0.150064,0,-2.50004E-05,-0.000259439,-3.5828E-05,-0.00047001,-1.58863E-05,0,3.15532E-06,4.5315E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00896798,-0.150048,0,-2.50004E-05,-0.000259439,-3.31085E-05,-0.000434762,-1.98734E-05,0,2.71946E-06,3.9871E-06
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.0091599,-0.150033,0,-2.50004E-05,-0.000259439,-3.05921E-05,-0.000402157,-2.3369E-05,0,2.51643E-06,3.4956E-06
0.015,-0.0244783,0.00195827,0,0,-0.01,-0.15,0,-0.00933743,-0.149587,0,-0.00100413,-0.000259439,-0.00093396,-0.000371999,-9.61187E-05,-0.000979133,-0.000903368,7.27497E-05
0.015,-0.0254575,0.00195827,0,0,-0.01,-0.15,0,-0.00950164,-0.149607,0,-2.50004E-05,-0.000259439,4.18182E-05,-0.000344102,-8.87488E-05,0.000979133,0.000975778,7.36989999999999E-06
