dt,acc_x,acc_y,gyr_x,gyr_y,r_imu,p_imu,y_imu,r_cal,p_cal,y_cal,ax_n_imu,ay_n_imu,ax_n_cal,ay_n_cal,dax_n_imu,dax_n_cal
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0178796,-0.14405,0,0.000697093,-0.000459913,9.14931e-06,-9.97349e-05,0,-7.65547e-07
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0179922,-0.144054,0,0.000697093,-0.000459913,8.44523e-06,-0.000118862,0,-7.0408e-07
0.015,-0.0244783,-0.0029374,0.01,0.01,0.02,-0.14,0,0.0180895,-0.143909,0,0.000699483,-0.000459572,3.55821e-05,-0.000135073,2.38977e-06,2.71369e-05
0.015,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0180294,-0.143774,0,0.000699483,-0.000459572,5.84163e-05,-0.000124875,0,2.28342e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0179702,-0.143642,0,0.000699483,-0.000459572,8.09506e-05,-0.000114812,0,2.25343e-05
0.015,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0179191,-0.143527,0,0.000699483,-0.000459572,0.000100378,-0.000106134,0,1.94274e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0178687,-0.143414,0,0.000699483,-0.000459572,0.000119545,-9.75707e-05,0,1.91666e-05
0.015,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0178252,-0.143317,0,0.000699483,-0.000459572,0.000136083,-9.01856e-05,0,1.65384e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177823,-0.143381,0,0.000699483,-0.000459572,0.000125222,-8.28987e-05,0,-1.08611e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177428,-0.14344,0,0.000699483,-0.000459572,0.000115229,-7.61948e-05,0,-9.99309e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177088,-0.143491,0,0.000699483,-0.000459572,0.00010661,-7.04126e-05,0,-8.61846e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176773,-0.143537,0,0.000699483,-0.000459572,9.8642e-05,-6.50643e-05,0,-7.9684e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176462,-0.143584,0,0.000699483,-0.000459572,9.07741e-05,-5.9787e-05,0,-7.86781e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176194,-0.143624,0,0.000699483,-0.000459572,8.39867e-05,-5.52356e-05,0,-6.78748e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017593,-0.143663,0,0.000699483,-0.000459572,7.7296e-05,-5.07445e-05,0,-6.69062e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0175702,-0.143697,0,0.000699483,-0.000459572,7.15218e-05,-4.68709e-05,0,-5.7742e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0175477,-0.143731,0,0.000699483,-0.000459572,6.58259e-05,-4.30495e-05,0,-5.69597e-06
0.016,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.017527,-0.1433,0,-0.000279648,-0.000459572,-0.000840215,-3.95328e-05,-0.000979131,-0.000906041
0.016,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0175079,-0.142905,0,-0.000279648,-0.000459572,-0.000772977,-3.62983e-05,0,6.72378e-05
0.015,-0.0234992,-0.0029374,0.01,-0,0.02,-0.14,0,0.0176415,-0.142563,0,-0.000279648,-0.000459572,-0.000714984,-5.89862e-05,0,5.79935e-05
0.015,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0177654,-0.14268,0,0.000699483,-0.000459572,0.00024437,-8.00358e-05,0.000979131,0.000959354
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0178877,-0.142794,0,0.000699483,-0.000459572,0.000224855,-0.000100804,0,-1.95149e-05
0.015,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0179932,-0.142894,0,0.000699483,-0.000459572,0.000208018,-0.000118718,0,-1.68364e-05
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0180972,-0.142991,0,0.000699483,-0.000459572,0.000191415,-0.000136392,0,-1.66036e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0180369,-0.143075,0,0.000697093,-0.000459913,0.000174832,-0.000126445,-2.38977e-06,-1.65831e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0179773,-0.143157,0,0.000697093,-0.000459913,0.000160879,-0.000116325,0,-1.39531e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0179255,-0.143228,0,0.000697093,-0.000459913,0.000148835,-0.000107534,0,-1.20439e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0178745,-0.143298,0,0.000697093,-0.000459913,0.000136955,-9.8859e-05,0,-1.188e-05
0.015,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0179804,-0.143358,0,0.000697093,-0.000459913,0.000126703,-0.000116857,0,-1.0252e-05
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.018085,-0.143417,0,0.000697093,-0.000459913,0.000116594,-0.000134615,0,-1.01086e-05
0.015,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0181751,-0.143469,0,0.000697093,-0.000459913,0.000107873,-0.000149931,0,-8.7209e-06
0.016,-0.0244783,-0.0029374,0.01,0.01,0.02,-0.14,0,0.0182641,-0.143359,0,0.000697093,-0.000459913,0.000126444,-0.000165043,0,1.85706e-05
0.015,-0.0244783,-0.0029374,0.01,0.01,0.02,-0.14,0,0.0183408,-0.143265,0,0.000697093,-0.000459913,0.00014247,-0.000178077,0,1.60262e-05
0.015,-0.0244783,-0.0029374,0.01,0.01,0.02,-0.14,0,0.0184118,-0.143178,0,0.000697093,-0.000459913,0.000157287,-0.000190133,0,1.48173e-05
0.015,-0.0234992,-0.0029374,0.01,0.01,0.02,-0.14,0,0.0184775,-0.142665,0,-0.000282038,-0.000459913,-0.000734705,-0.000201286,-0.000979131,-0.000891993
0.015,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0183882,-0.14234,0,-0.000282038,-0.000459913,-0.00067958,-0.000186122,0,5.5125e-05
0.016,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0183003,-0.142021,0,-0.000279648,-0.000459572,-0.00062295,-0.000170872,2.38977e-06,5.663e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0182194,-0.142189,0,0.000699483,-0.000459572,0.00032771,-0.000157131,0.000979131,0.000950661
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0181496,-0.142333,0,0.000699483,-0.000459572,0.000303159,-0.000145279,0,-2.45515e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0180849,-0.142466,0,0.000697093,-0.000459913,0.000278197,-0.000134602,-2.38977e-06,-2.49613e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0180211,-0.142597,0,0.000697093,-0.000459913,0.000255968,-0.000123763,0,-2.22288e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0179624,-0.142717,0,0.000697093,-0.000459913,0.000235515,-0.000113791,0,-2.04537e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0179117,-0.142821,0,0.000697093,-0.000459913,0.000217877,-0.000105189,0,-1.76374e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0178649,-0.142917,0,0.000697093,-0.000459913,0.000201561,-9.72322e-05,0,-1.63168e-05
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0178187,-0.143473,0,0.00167622,-0.000459913,0.00108626,-8.93818e-05,0.000979131,0.000884699
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0177762,-0.143985,0,0.00167622,-0.000459913,0.000999391,-8.21592e-05,0,-8.68682e-05
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0177395,-0.144426,0,0.00167622,-0.000459913,0.000924464,-7.59293e-05,0,-7.49268e-05
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0177033,-0.144861,0,0.00167622,-0.000459913,0.000850525,-6.97828e-05,0,-7.39396e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176721,-0.144804,0,0.000697093,-0.000459913,-0.00011893,-6.44804e-05,-0.000979131,-0.000969455
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176413,-0.144748,0,0.000697093,-0.000459913,-0.000109389,-5.92491e-05,0,9.54047e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176147,-0.144699,0,0.000697093,-0.000459913,-0.000101162,-5.47371e-05,0,8.2273e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0175885,-0.144652,0,0.000697093,-0.000459913,-9.30447e-05,-5.02858e-05,0,8.11741e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0175659,-0.14461,0,0.000697093,-0.000459913,-8.6043e-05,-4.64462e-05,0,7.00168e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0175436,-0.14457,0,0.000697093,-0.000459913,-7.91326e-05,-4.26578e-05,0,6.91041e-06
0.015,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0175244,-0.144385,0,0.000697093,-0.000459913,-4.7693e-05,-3.93905e-05,0,3.14396e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0175054,-0.144202,0,0.000697093,-0.000459913,-1.66725e-05,-3.61667e-05,0,3.10205e-05
0.015,-0.0244783,-0.00391654,0,0.01,0.02,-0.14,0,0.0179213,-0.144044,0,0.000697091,0.00051922,1.00769e-05,0.000872314,-1.86265e-09,2.67494e-05
0.016,-0.0244783,-0.00391654,0,0.01,0.02,-0.14,0,0.0183317,-0.143889,0,0.000697091,0.00051922,3.64762e-05,0.000802604,0,2.63993e-05
0.015,-0.0244783,-0.00391654,0,0.01,0.02,-0.14,0,0.0186857,-0.143755,0,0.000697091,0.00051922,5.92433e-05,0.000742478,0,2.27671e-05
0.016,-0.0244783,-0.00391654,0,0.01,0.02,-0.14,0,0.0190349,-0.143623,0,0.000697091,0.00051922,8.17031e-05,0.000683154,0,2.24598e-05
0.016,-0.0244783,-0.00391654,0,0.01,0.02,-0.14,0,0.0193562,-0.143501,0,0.000697091,0.00051922,0.000102373,0.000628576,0,2.06698e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0191907,-0.143389,0,0.000697093,-0.000459913,0.00012139,-0.000322441,1.86265e-09,1.90176e-05
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0190479,-0.143875,0,0.00167622,-0.000459913,0.00101801,-0.000298191,0.000979131,0.00089662
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0189071,-0.144354,0,0.00167622,-0.000459913,0.000936598,-0.000274263,0,-8.14125e-05
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0187775,-0.144795,0,0.00167622,-0.000459913,0.000861693,-0.00025225,0,-7.49044e-05
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0186657,-0.145175,0,0.00167622,-0.000459913,0.000797097,-0.000233263,0,-6.45965e-05
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0185623,-0.145527,0,0.00167622,-0.000459913,0.000737339,-0.0002157,0,-5.97574e-05
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0184603,-0.145874,0,0.00167622,-0.000459913,0.000678379,-0.000198371,0,-5.89602e-05
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0183723,-0.146174,0,0.00167622,-0.000459913,0.000627523,-0.000183425,0,-5.08558e-05
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0182855,-0.146469,0,0.00167622,-0.000459913,0.000577349,-0.000168678,0,-5.01741e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0182106,-0.146292,0,0.000697093,-0.000459913,-0.000371624,-0.000155958,-0.000979131,-0.000948973
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0181367,-0.146116,0,0.000697093,-0.000459913,-0.000341872,-0.000143408,0,2.9752e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.018073,-0.145965,0,0.000697093,-0.000459913,-0.000316205,-0.000132584,0,2.56673e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0180101,-0.145816,0,0.000697093,-0.000459913,-0.00029088,-0.000121903,0,2.53245e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0179559,-0.145688,0,0.000697093,-0.000459913,-0.000269039,-0.000112692,0,2.18414e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017902,-0.145561,0,0.000697093,-0.000459913,-0.000247503,-0.000103535,0,2.15359e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0178555,-0.145451,0,0.000697093,-0.000459913,-0.000228923,-9.56364e-05,0,1.85799e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0178098,-0.145345,0,0.000699483,-0.000459572,-0.000208309,-8.75632e-05,2.38977e-06,2.06139e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177681,-0.145246,0,0.000699483,-0.000459572,-0.000191618,-8.04854e-05,0,1.66912e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177298,-0.145156,0,0.000699483,-0.000459572,-0.000176266,-7.39736e-05,0,1.53519e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176967,-0.145078,0,0.000699483,-0.000459572,-0.000163022,-6.83574e-05,0,1.32434e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176661,-0.145006,0,0.000699483,-0.000459572,-0.000150774,-6.31628e-05,0,1.22488e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176378,-0.144939,0,0.000699483,-0.000459572,-0.000139441,-5.83574e-05,0,1.13323e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176098,-0.144872,0,0.000697093,-0.000459913,-0.000130536,-5.38933e-05,-2.38977e-06,8.90531e-06
0.015,-0.0244783,-0.00391654,0,-0,0.02,-0.14,0,0.0180179,-0.144814,0,0.000697091,0.00051922,-0.000120725,0.000855918,-1.86265e-09,9.81055e-06
0.016,-0.0244783,-0.00391654,0,-0,0.02,-0.14,0,0.0184205,-0.144757,0,0.000697091,0.00051922,-0.000111043,0.000787519,0,9.68203e-06
0.015,-0.0244783,-0.00391654,0,-0,0.02,-0.14,0,0.0187678,-0.144708,0,0.000697091,0.00051922,-0.000102689,0.000728525,0,8.35396e-06
0.016,-0.0244783,-0.00391654,0,-0,0.02,-0.14,0,0.0191107,-0.144661,0,0.000699481,0.000519562,-9.21786e-05,0.000670613,2.38977e-06,1.05109e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0189649,-0.144617,0,0.000699483,-0.000459572,-8.47783e-05,-0.000283767,1.86265e-09,7.40029e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0188308,-0.144577,0,0.000699483,-0.000459572,-7.79722e-05,-0.000260993,0,6.80611e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0187075,-0.14454,0,0.000699483,-0.000459572,-7.17063e-05,-0.000240041,0,6.26594e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0186011,-0.144509,0,0.000699483,-0.000459572,-6.63046e-05,-0.00022197,0,5.40167e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0185027,-0.144479,0,0.000699483,-0.000459572,-6.1309e-05,-0.000205254,0,4.99561e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0184056,-0.14445,0,0.000699483,-0.000459572,-5.63804e-05,-0.000188762,0,4.92856e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0183218,-0.144425,0,0.000699483,-0.000459572,-5.21298e-05,-0.000174537,0,4.25056e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0182444,-0.144402,0,0.000699483,-0.000459572,-4.81922e-05,-0.000161379,0,3.93763e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0181679,-0.144379,0,0.000699483,-0.000459572,-4.43142e-05,-0.000148396,0,3.87803e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0181019,-0.144358,0,0.000697093,-0.000459913,-4.32432e-05,-0.000137485,-2.38977e-06,1.07102e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0180367,-0.144338,0,0.000697093,-0.000459913,-3.97637e-05,-0.000126414,0,3.47942e-06
0.015,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0179805,-0.14417,0,0.000697093,-0.000459913,-1.12765e-05,-0.000116865,0,2.84873e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.017925,-0.144005,0,0.000697093,-0.000459913,1.68271e-05,-0.000107444,0,2.81036e-05
0.015,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0178772,-0.143862,0,0.000697093,-0.000459913,4.10732e-05,-9.93179e-05,0,2.42461e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0178301,-0.143722,0,0.000699483,-0.000459572,6.72434e-05,-9.10193e-05,2.38977e-06,2.61702e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0177868,-0.143594,0,0.000699483,-0.000459572,8.90661e-05,-8.36654e-05,0,2.18228e-05
0.016,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.017747,-0.143476,0,0.000699483,-0.000459572,0.000109142,-7.69002e-05,0,2.00756e-05
0.015,-0.0244783,-0.0029374,0,0.01,0.02,-0.14,0,0.0177126,-0.143374,0,0.000699483,-0.000459572,0.000126459,-7.10655e-05,0,1.7317e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176809,-0.143429,0,0.000699483,-0.000459572,0.000116995,-6.56683e-05,0,-9.4641e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176495,-0.143484,0,0.000699483,-0.000459572,0.000107666,-6.03423e-05,0,-9.32813e-06
0.015,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0176223,-0.143098,0,-0.000282038,-0.000459913,-0.000808343,-5.60277e-05,-0.000981521,-0.00091601
0.015,-0.0234992,-0.0029374,0,0.01,0.02,-0.14,0,0.0175972,-0.142591,0,-0.000282038,-0.000459913,-0.00072222,-5.17585e-05,0,8.61231e-05
0.015,-0.0225201,-0.0029374,0,-0,0.02,-0.14,0,0.0175741,-0.141841,0,-0.00125878,-0.000459572,-0.00157148,-4.75314e-05,-0.000976741,-0.000849256
0.016,-0.0215409,-0.0029374,0,-0,0.02,-0.14,0,0.0175511,-0.140639,0,-0.0022403,-0.000459913,-0.00234878,-4.39349e-05,-0.000981521,-0.0007773
0.016,-0.0215409,-0.0029374,0,-0,0.02,-0.14,0,0.01753,-0.139532,0,-0.0022403,-0.000459913,-0.00216085,-4.03491e-05,0,0.00018793
0.015,-0.0225201,-0.0029374,0,-0,0.02,-0.14,0,0.0175118,-0.13901,0,-0.00126117,-0.000459913,-0.00109306,-3.72569e-05,0.000979131,0.00106778
0.015,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.017495,-0.13896,0,-0.000282038,-0.000459913,-0.000105366,-3.43975e-05,0.000979131,0.000987697
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174784,-0.139371,0,0.000697093,-0.000459913,0.000803886,-3.15758e-05,0.000979131,0.000909252
0.016,-0.0264366,-0.0029374,0,-0,0.02,-0.14,0,0.0174631,-0.140672,0,0.00265536,-0.000459913,0.0025412,-2.8979e-05,0.00195826,0.00173732
0.016,-0.0274158,-0.0029374,0,-0,0.02,-0.14,0,0.0174496,-0.142331,0,0.00363688,-0.000459572,0.00324096,-2.6382e-05,0.000981521,0.000699759
0.015,-0.0274158,-0.0029374,0,-0,0.02,-0.14,0,0.0174374,-0.143761,0,0.00363449,-0.000459913,0.00299568,-2.46121e-05,-2.38977e-06,-0.000245288
0.015,-0.0264366,-0.0029374,0,-0,0.02,-0.14,0,0.0174261,-0.144651,0,0.00265536,-0.000459913,0.00186533,-2.2698e-05,-0.000979131,-0.00113034
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.017415,-0.145068,0,0.00167622,-0.000459913,0.000815336,-2.0809e-05,-0.000979131,-0.00105
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174054,-0.144996,0,0.000697093,-0.000459913,-0.000151489,-1.91801e-05,-0.000979131,-0.000966825
0.016,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0173959,-0.144463,0,-0.000282038,-0.000459913,-0.00104014,-1.75731e-05,-0.000979131,-0.000888653
0.015,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0173878,-0.144004,0,-0.000282038,-0.000459913,-0.000962114,-1.6188e-05,0,7.80281e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173797,-0.144011,0,0.000697093,-0.000459913,1.56797e-05,-1.48201e-05,0.000979131,0.000977794
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0173728,-0.144451,0,0.00167622,-0.000459913,0.000920232,-1.36402e-05,0.000979131,0.000904553
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0173659,-0.144884,0,0.00167622,-0.000459913,0.000846639,-1.24765e-05,0,-7.35931e-05
0.015,-0.0264366,-0.0029374,0,-0,0.02,-0.14,0,0.01736,-0.14569,0,0.00265536,-0.000459913,0.00168887,-1.1472e-05,0.000979131,0.000842227
0.016,-0.0264366,-0.0029374,0,-0,0.02,-0.14,0,0.0173542,-0.146485,0,0.00265536,-0.000459913,0.00155379,-1.04813e-05,0,-0.000135081
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0173492,-0.146738,0,0.00167622,-0.000459913,0.000531582,-9.62615e-06,-0.000979131,-0.0010222
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0173446,-0.146989,0,0.00167622,-0.000459913,0.000489093,-8.85199e-06,0,-4.24888e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173407,-0.146772,0,0.000697093,-0.000459913,-0.000453258,-8.18423e-06,-0.000979131,-0.000942351
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173368,-0.146558,0,0.000697093,-0.000459913,-0.000416962,-7.52555e-06,0,3.62955e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173334,-0.146374,0,0.000697093,-0.000459913,-0.000385659,-6.95745e-06,0,3.13036e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173301,-0.146192,0,0.000697093,-0.000459913,-0.000354771,-6.39679e-06,0,3.08882e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173269,-0.146036,0,0.000697093,-0.000459913,-0.000328138,-5.84801e-06,0,2.66321e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173237,-0.145881,0,0.000697093,-0.000459913,-0.000301864,-5.30691e-06,0,2.62745e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017321,-0.145747,0,0.000697093,-0.000459913,-0.000279197,-4.84008e-06,0,2.26665e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173184,-0.145624,0,0.000697093,-0.000459913,-0.000258235,-4.40888e-06,0,2.09622e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173161,-0.14551,0,0.000697093,-0.000459913,-0.00023884,-4.00958e-06,0,1.93957e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173138,-0.145397,0,0.000697093,-0.000459913,-0.00021971,-3.61563e-06,0,1.91294e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173118,-0.1453,0,0.000697093,-0.000459913,-0.000203207,-3.27569e-06,0,1.6503e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173098,-0.145204,0,0.000697093,-0.000459913,-0.000186922,-2.94135e-06,0,1.62851e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017308,-0.145116,0,0.000697093,-0.000459913,-0.000171944,-2.63285e-06,0,1.49775e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173064,-0.14504,0,0.000697093,-0.000459913,-0.000159025,-2.36719e-06,0,1.29193e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173054,-0.14497,0,0.000697093,-0.000459913,-0.000147069,-2.18581e-06,0,1.19563e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173044,-0.144904,0,0.000697093,-0.000459913,-0.000136008,-2.01818e-06,0,1.10604e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173035,-0.144844,0,0.000697093,-0.000459913,-0.000125775,-1.86288e-06,0,1.02334e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173026,-0.144785,0,0.000697093,-0.000459913,-0.00011568,-1.70968e-06,0,1.00955e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173018,-0.144734,0,0.000697093,-0.000459913,-0.000106974,-1.57766e-06,0,8.706e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173006,-0.144683,0,0.000697093,-0.000459913,-9.83924e-05,-1.37882e-06,0,8.58121e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172996,-0.144639,0,0.000697093,-0.000459913,-9.09865e-05,-1.20723e-06,0,7.40588e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172986,-0.144596,0,0.000697093,-0.000459913,-8.36831e-05,-1.03796e-06,0,7.30343e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172979,-0.14456,0,0.000699483,-0.000459572,-7.50981e-05,-6.18864e-07,2.38977e-06,8.58493e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172972,-0.144527,0,0.000699483,-0.000459572,-6.94394e-05,-5.03846e-07,0,5.65872e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172965,-0.144494,0,0.000699483,-0.000459572,-6.38589e-05,-3.90923e-07,0,5.58048e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172959,-0.144464,0,0.000699483,-0.000459572,-5.87218e-05,-2.86847e-07,0,5.13718e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172954,-0.144438,0,0.000699483,-0.000459572,-5.42961e-05,-1.97208e-07,0,4.42564e-06
