dt,acc_x,acc_y,gyr_x,gyr_y,r_imu,p_imu,y_imu,r_cal,p_cal,y_cal,ax_n_imu,ay_n_imu,ax_n_cal,ay_n_cal,dax_n_imu,dax_n_cal
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172996,-0.145915,0,0.000697093,-0.000459913,-0.000307677,-1.20839e-06,0,2.49855e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017299,-0.14577,0,0.000697093,-0.000459913,-0.000283033,-1.10711e-06,0,2.46447e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172985,-0.145645,0,0.000697093,-0.000459913,-0.000261771,-1.0205e-06,0,2.12621e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172976,-0.145521,0,0.000697093,-0.000459913,-0.000240805,-8.65897e-07,0,2.09659e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172968,-0.145415,0,0.000697093,-0.000459913,-0.000222722,-7.32485e-07,0,1.80826e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017296,-0.14531,0,0.000697093,-0.000459913,-0.000204878,-6.00936e-07,0,1.78441e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172954,-0.145219,0,0.000697093,-0.000459913,-0.000189487,-4.8778e-07,0,1.5391e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172947,-0.14513,0,0.000697093,-0.000459913,-0.000174303,-3.75789e-07,0,1.51843e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172941,-0.145048,0,0.000697093,-0.000459913,-0.000160333,-2.72645e-07,0,1.39698e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172936,-0.144977,0,0.000697093,-0.000459913,-0.000148283,-1.83703e-07,0,1.20495e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172931,-0.144907,0,0.000697093,-0.000459913,-0.000136394,-9.61591e-08,0,1.18893e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172926,-0.144846,0,0.000697093,-0.000459913,-0.00012614,-2.09548e-08,0,1.02539e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172922,-0.144787,0,0.000697093,-0.000459913,-0.000116024,5.3551e-08,0,1.0116e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172922,-0.144735,0,0.000697093,-0.000459913,-0.000107294,5.33182e-08,0,8.73022e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0172918,-0.144685,0,0.000697093,-0.000459913,-9.86867e-05,1.22236e-07,0,8.60728e-06
0.015,-0.0244783,-0.0029374,-0.01,-0,0.02,-0.14,0,0.0171414,-0.144641,0,0.000697093,-0.000459913,-9.12584e-05,2.5661e-05,0,7.42823e-06
0.015,-0.0244783,-0.0029374,-0.01,-0,0.02,-0.14,0,0.0170024,-0.144601,0,0.000697093,-0.000459913,-8.43909e-05,4.9284e-05,0,6.86757e-06
0.015,-0.0244783,-0.0029374,-0.01,-0,0.02,-0.14,0,0.0168737,-0.144563,0,0.000697093,-0.000459913,-7.80374e-05,7.11358e-05,0,6.35348e-06
0.015,-0.0244783,-0.0029374,-0.01,-0,0.02,-0.14,0,0.0167547,-0.144529,0,0.000697093,-0.000459913,-7.21589e-05,9.13483e-05,0,5.87851e-06
0.016,-0.0244783,-0.0029374,-0.01,-0,0.02,-0.14,0,0.0166373,-0.144494,0,0.000697093,-0.000459913,-6.63605e-05,0.000111291,0,5.79841e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0166861,-0.144465,0,0.000697093,-0.000459913,-6.13593e-05,0.000103012,0,5.0012e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0167311,-0.144438,0,0.000697093,-0.000459913,-5.67306e-05,9.53544e-05,0,4.62867e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0167728,-0.144413,0,0.000697093,-0.000459913,-5.2454e-05,8.82717e-05,0,4.27663e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.016814,-0.144388,0,0.000697093,-0.000459913,-4.82295e-05,8.12823e-05,0,4.22448e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0168518,-0.144365,0,0.000697093,-0.000459913,-4.43477e-05,7.4852e-05,0,3.88175e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0168845,-0.144345,0,0.000697093,-0.000459913,-4.09968e-05,6.93065e-05,0,3.3509e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0169167,-0.144326,0,0.000697093,-0.000459913,-3.76906e-05,6.38345e-05,0,3.3062e-06
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0169445,-0.144741,0,0.00167622,-0.000459913,0.000870859,5.9115e-05,0.000979131,0.00090855
0.016,-0.0244783,-0.0029374,0,-0.01,0.02,-0.14,0,0.0169719,-0.14485,0,0.000697093,-0.000459913,-0.000126766,5.44586e-05,-0.000979131,-0.000997625
0.015,-0.0244783,-0.0029374,0,-0.01,0.02,-0.14,0,0.0169955,-0.144944,0,0.000697093,-0.000459913,-0.000142712,5.04425e-05,0,-1.59461e-05
0.016,-0.0244783,-0.0029374,0,-0.01,0.02,-0.14,0,0.0170189,-0.145037,0,0.000697093,-0.000459913,-0.000158448,4.64797e-05,0,-1.57356e-05
0.015,-0.0244783,-0.0029374,0,-0.01,0.02,-0.14,0,0.017039,-0.145116,0,0.000697093,-0.000459913,-0.000172019,4.30623e-05,0,-1.35712e-05
0.015,-0.0244783,-0.0029374,0,-0.01,0.02,-0.15,0,0.0170576,-0.14519,0,-0.00100157,-0.000459913,-0.000184573,3.99011e-05,-0.00169867,-1.25542e-05
0.016,-0.0244783,-0.00391654,0,-0.01,0.02,-0.15,0,0.0175371,-0.145263,0,-0.00100157,0.00051922,-0.000196964,0.000937587,-1.86265e-09,-1.23903e-05
0.016,-0.0244783,-0.00391654,0,-0.01,0.02,-0.15,0,0.0179782,-0.14533,0,-0.00100157,0.00051922,-0.000208359,0.000862656,0,-1.13957e-05
0.015,-0.0244783,-0.00391654,0,-0.01,0.02,-0.15,0,0.0183587,-0.145388,0,-0.00100157,0.00051922,-0.000218185,0.000798027,0,-9.82545e-06
0.016,-0.0244783,-0.00391654,0,-0.01,0.02,-0.15,0,0.0187341,-0.145445,0,-0.00100157,0.00051922,-0.000227887,0.000734259,0,-9.70252e-06
0.015,-0.0244783,-0.00391654,0,-0.01,0.02,-0.15,0,0.0190578,-0.145495,0,-0.00100157,0.00051922,-0.000236249,0.000679261,0,-8.36141e-06
0.016,-0.0244783,-0.00391654,0,-0.01,0.02,-0.15,0,0.0193773,-0.145543,0,-0.00100157,0.00051922,-0.000244504,0.000624995,0,-8.25524e-06
0.015,-0.0244783,-0.0029374,0,-0.01,0.02,-0.15,0,0.0192205,-0.145585,0,-0.00100157,-0.000459913,-0.000251623,-0.00032751,1.86265e-09,-7.11903e-06
0.015,-0.0244783,-0.0029374,0,-0.01,0.02,-0.15,0,0.0190755,-0.145624,0,-0.00100157,-0.000459913,-0.000258202,-0.000302879,0,-6.57886e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0189326,-0.145503,0,-0.000999009,-0.000459572,-0.000235237,-0.000278276,2.563e-06,2.29646e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0188093,-0.145399,0,-0.000999009,-0.000459572,-0.000217572,-0.000257337,0,1.76653e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0186953,-0.145303,0,-0.000999009,-0.000459572,-0.000201227,-0.000237968,0,1.63447e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0185828,-0.145208,0,-0.000999009,-0.000459572,-0.000185106,-0.000218858,0,1.61212e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0184857,-0.145126,0,-0.000999009,-0.000459572,-0.000171201,-0.000202375,0,1.39046e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.018396,-0.14505,0,-0.000999009,-0.000459572,-0.000158336,-0.000187129,0,1.28653e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0183129,-0.14498,0,-0.000999009,-0.000459572,-0.000146437,-0.000173027,0,1.18986e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0182361,-0.144916,0,-0.000999009,-0.000459572,-0.000135433,-0.000159981,0,1.10045e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0181606,-0.14485,0,-0.00100157,-0.000459913,-0.000126841,-0.000147466,-2.563e-06,8.59238e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0180955,-0.144794,0,-0.00100157,-0.000459913,-0.000117294,-0.000136402,0,9.54606e-06
0.016,-0.0244783,-0.0029374,0,-0.01,0.02,-0.15,0,0.0180312,-0.144899,0,-0.00100157,-0.000459913,-0.000135055,-0.000125486,0,-1.77603e-05
0.015,-0.0244783,-0.0029374,-0.01,-0.01,0.02,-0.15,0,0.0178259,-0.14499,0,-0.000999009,-0.000459572,-0.000148084,-9.0309e-05,2.563e-06,-1.30292e-05
0.015,-0.0244783,-0.0029374,-0.01,-0.01,0.02,-0.15,0,0.017636,-0.145075,0,-0.000999009,-0.000459572,-0.000162421,-5.80552e-05,0,-1.43368e-05
0.015,-0.0244783,-0.0029374,-0.01,-0,0.02,-0.15,0,0.0174604,-0.145003,0,-0.000999009,-0.000459572,-0.000150209,-2.82202e-05,0,1.22115e-05
0.016,-0.0244783,-0.00391654,-0.01,-0,0.02,-0.15,0,0.0177482,-0.144932,0,-0.000999011,0.000519562,-0.000138162,0.000902022,-1.86265e-09,1.20476e-05
0.015,-0.0244783,-0.00391654,-0.01,-0,0.02,-0.15,0,0.0179965,-0.14487,0,-0.000999011,0.000519562,-0.000127768,0.000859854,0,1.03936e-05
0.016,-0.0244783,-0.00391654,-0.01,-0,0.02,-0.15,0,0.0182413,-0.144809,0,-0.00100157,0.00051922,-0.000119789,0.000817967,-2.563e-06,7.97957e-06
0.015,-0.0244783,-0.00391654,-0.01,-0,0.02,-0.15,0,0.0184524,-0.144756,0,-0.00100157,0.00051922,-0.000110772,0.000782105,0,9.01707e-06
0.016,-0.0244783,-0.00391654,0,-0,0.02,-0.15,0,0.0188207,-0.144703,0,-0.00100157,0.00051922,-0.000101876,0.000719543,0,8.89599e-06
0.015,-0.0244783,-0.00391654,0,-0,0.02,-0.15,0,0.0191384,-0.144658,0,-0.00100157,0.00051922,-9.42014e-05,0.000665583,0,7.6741e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0189999,-0.144617,0,-0.00100157,-0.000459913,-8.71029e-05,-0.000290031,1.86265e-09,7.09854e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0188633,-0.144575,0,-0.00100157,-0.000459913,-8.01012e-05,-0.000266825,0,7.00168e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0187376,-0.144537,0,-0.00100157,-0.000459913,-7.36583e-05,-0.000245475,0,6.44289e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0186292,-0.144505,0,-0.00100157,-0.000459913,-6.81002e-05,-0.000227061,0,5.55813e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0185222,-0.144472,0,-0.00100157,-0.000459913,-6.26165e-05,-0.000208892,0,5.48363e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.01843,-0.144445,0,-0.00100157,-0.000459913,-5.78891e-05,-0.000193221,0,4.72739e-06
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.15,0,0.018499,-0.144417,0,-0.00100157,-0.000459913,-5.32251e-05,-0.000204938,0,4.66406e-06
0.015,-0.0244783,-0.0029374,0.01,-0,0.02,-0.15,0,0.0185581,-0.144393,0,-0.00100157,-0.000459913,-4.92111e-05,-0.000214979,0,4.014e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0184629,-0.144373,0,-0.000999009,-0.000459572,-4.32152e-05,-0.000198495,2.563e-06,5.99585e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0183748,-0.144353,0,-0.000999009,-0.000459572,-3.995e-05,-0.00018354,0,3.26522e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0182934,-0.144336,0,-0.000999009,-0.000459572,-3.69307e-05,-0.000169707,0,3.01935e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.018213,-0.144318,0,-0.000999009,-0.000459572,-3.39486e-05,-0.000156058,0,2.98209e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0181391,-0.144302,0,-0.000999009,-0.000459572,-3.12086e-05,-0.000143501,0,2.73995e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0180752,-0.144287,0,-0.00100157,-0.000459913,-3.11229e-05,-0.000132957,-2.563e-06,8.56817e-08
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0180161,-0.144273,0,-0.00100157,-0.000459913,-2.8763e-05,-0.000122917,0,2.35997e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0179578,-0.144259,0,-0.00100157,-0.000459913,-2.64365e-05,-0.000113012,0,2.32644e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0179041,-0.144247,0,-0.00100157,-0.000459913,-2.42945e-05,-0.000103898,0,2.14204e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0178579,-0.144236,0,-0.00100157,-0.000459913,-2.24523e-05,-9.60378e-05,0,1.84216e-06
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.14,0,0.0179722,-0.144225,0,0.000697093,-0.000459913,-2.06288e-05,-0.000115461,0.00169867,1.82353e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0179208,-0.144216,0,0.000697093,-0.000459913,-1.90604e-05,-0.000106734,0,1.56835e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0178701,-0.144207,0,0.000697093,-0.000459913,-1.7507e-05,-9.81221e-05,0,1.55345e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0178264,-0.144199,0,0.000697093,-0.000459913,-1.61696e-05,-9.06952e-05,0,1.33738e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177833,-0.144191,0,0.000697093,-0.000459913,-1.48509e-05,-8.33671e-05,0,1.31875e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177461,-0.144184,0,0.000697093,-0.000459913,-1.37147e-05,-7.70469e-05,0,1.13621e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0177116,-0.144178,0,0.000697093,-0.000459913,-1.26623e-05,-7.12008e-05,0,1.05239e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0176778,-0.144173,0,0.000699483,-0.000459572,-9.35607e-06,-6.51542e-05,2.38977e-06,3.3062e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0176487,-0.144169,0,-0.000999009,-0.000459572,-8.63336e-06,-6.02e-05,-0.00169849,7.22706e-07
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0176197,-0.144164,0,-0.00100157,-0.000459913,-1.01794e-05,-5.55885e-05,-2.563e-06,-1.546e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175948,-0.144159,0,-0.00100157,-0.000459913,-9.39146e-06,-5.13513e-05,0,7.87899e-07
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175702,-0.144154,0,-0.00100157,-0.000459913,-8.61473e-06,-4.71708e-05,0,7.76723e-07
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.017549,-0.144151,0,-0.00100157,-0.000459913,-7.94418e-06,-4.35652e-05,0,6.70552e-07
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.017528,-0.144147,0,-0.00100157,-0.000459913,-7.28481e-06,-4.00078e-05,0,6.59376e-07
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.01751,-0.144143,0,-0.00100157,-0.000459913,-6.71297e-06,-3.69393e-05,0,5.71832e-07
0.016,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.017492,-0.143678,0,-0.000284432,-0.000460255,-0.000909222,-3.4187e-05,0.000717141,-0.000902509
0.015,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0174765,-0.143276,0,-0.000284432,-0.000460255,-0.000841008,-3.15553e-05,0,6.82138e-05
0.016,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.0174612,-0.14288,0,-0.000284432,-0.000460255,-0.000773704,-2.89592e-05,0,6.73048e-05
0.015,-0.0234992,-0.0029374,0,-0,0.02,-0.14,0,0.017448,-0.142538,0,-0.000284432,-0.000460255,-0.000715654,-2.67203e-05,0,5.80493e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017435,-0.142662,0,0.0006947,-0.000460255,0.000242425,-2.4511e-05,0.000979131,0.000958079
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174239,-0.14277,0,0.000697093,-0.000459913,0.000226524,-2.23299e-05,2.3935e-06,-1.59014e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017413,-0.142877,0,0.000697093,-0.000459913,0.000208424,-2.04714e-05,0,-1.80993e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174036,-0.142969,0,0.000697093,-0.000459913,0.000192817,-1.88688e-05,0,-1.56071e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173948,-0.143054,0,0.000697093,-0.000459913,0.00017838,-1.73862e-05,0,-1.44374e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173862,-0.143138,0,0.000697093,-0.000459913,0.000164134,-1.59235e-05,0,-1.42455e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173783,-0.143215,0,0.000697093,-0.000459913,0.000151033,-1.45778e-05,0,-1.31018e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173715,-0.143281,0,0.000697093,-0.000459913,0.000139728,-1.34169e-05,0,-1.13044e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173652,-0.143343,0,0.000697093,-0.000459913,0.000129269,-1.23431e-05,0,-1.04588e-05
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173593,-0.1434,0,0.000697093,-0.000459913,0.000119599,-1.135e-05,0,-9.67085e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173539,-0.143452,0,0.000697093,-0.000459913,0.000110652,-1.04306e-05,0,-8.94628e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173489,-0.143501,0,0.000697093,-0.000459913,0.000102378,-9.58098e-06,0,-8.27387e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.017344,-0.143549,0,0.000697093,-0.000459913,9.42163e-05,-8.74209e-06,0,-8.16211e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173394,-0.143593,0,0.000697093,-0.000459913,8.67024e-05,-7.97049e-06,0,-7.51391e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0173355,-0.143631,0,0.000697093,-0.000459913,8.0226e-05,-7.30483e-06,0,-6.47642e-06
0.016,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0173316,-0.14413,0,0.00167622,-0.000459913,0.00097464,-6.64755e-06,0.000979131,0.000894414
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.14,0,0.0173283,-0.14456,0,0.00167622,-0.000459913,0.000901571,-6.08107e-06,0,-7.30697e-05
0.015,-0.0254575,-0.0029374,0,-0,0.02,-0.15,0,0.0173252,-0.144958,0,-2.24393e-05,-0.000459913,0.000833973,-5.5572e-06,-0.00169866,-6.75973e-05
0.016,-0.0244783,-0.00391654,0,-0,0.02,-0.15,0,0.0177833,-0.14489,0,-0.00100157,0.00051922,-0.00013352,0.000895765,-0.000979135,-0.000967493
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0177457,-0.144831,0,-0.00100157,-0.000459913,-0.00012349,-7.69831e-05,1.86265e-09,1.00303e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0177086,-0.144772,0,-0.00100157,-0.000459913,-0.000113593,-7.06832e-05,0,9.89623e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.017677,-0.144722,0,-0.00100157,-0.000459913,-0.000105049,-6.53139e-05,0,8.54395e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0176479,-0.144677,0,-0.000999009,-0.000459572,-9.48589e-05,-6.00677e-05,2.563e-06,1.01905e-05
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0176192,-0.144632,0,-0.000999009,-0.000459572,-8.72463e-05,-5.51895e-05,0,7.61263e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175927,-0.144591,0,-0.000999009,-0.000459572,-8.02409e-05,-5.07014e-05,0,7.00541e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175703,-0.144555,0,-0.000999009,-0.000459572,-7.41873e-05,-4.68954e-05,0,6.0536e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175482,-0.14452,0,-0.000999009,-0.000459572,-6.82194e-05,-4.31398e-05,0,5.96792e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175288,-0.14449,0,-0.000999009,-0.000459572,-6.30803e-05,-3.98362e-05,0,5.13904e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175096,-0.14446,0,-0.000999009,-0.000459572,-5.80084e-05,-3.65768e-05,0,5.07198e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174919,-0.144432,0,0.000699483,-0.000459572,-5.33406e-05,-3.35784e-05,0.00169849,4.66779e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174766,-0.144408,0,0.000697093,-0.000459913,-5.1599e-05,-3.12682e-05,-2.38977e-06,1.74157e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174614,-0.144383,0,0.000697093,-0.000459913,-4.74453e-05,-2.86943e-05,0,4.1537e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174475,-0.144361,0,0.000697093,-0.000459913,-4.3625e-05,-2.63262e-05,0,3.82029e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174354,-0.144341,0,0.000697093,-0.000459913,-4.03281e-05,-2.4284e-05,0,3.29688e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174236,-0.144322,0,0.000697093,-0.000459913,-3.70778e-05,-2.22691e-05,0,3.25032e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0174127,-0.144304,0,-0.00100157,-0.000459913,-3.40845e-05,-2.04148e-05,-0.00169867,2.99327e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0174026,-0.144288,0,-0.00100157,-0.000459913,-3.13334e-05,-1.87093e-05,0,2.75113e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.017394,-0.144274,0,-0.00100157,-0.000459913,-2.89585e-05,-1.72381e-05,0,2.37487e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.017386,-0.144261,0,-0.00100157,-0.000459913,-2.67625e-05,-1.58774e-05,0,2.19606e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0173781,-0.144249,0,-0.00100157,-0.000459913,-2.45981e-05,-1.45347e-05,0,2.16439e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0173712,-0.144238,0,-0.00100157,-0.000459913,-2.2728e-05,-1.33771e-05,0,1.8701e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0173649,-0.144227,0,-0.00100157,-0.000459913,-2.10013e-05,-1.23056e-05,0,1.72667e-06
0.015,-0.0244783,-0.0029374,0.01,-0,0.02,-0.15,0,0.0175091,-0.144218,0,-0.00100157,-0.000459913,-1.94032e-05,-3.67949e-05,0,1.59815e-06
0.016,-0.0244783,-0.0029374,0.01,-0,0.02,-0.15,0,0.0176513,-0.144209,0,-0.00100157,-0.000459913,-1.78255e-05,-6.09569e-05,0,1.57766e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.017624,-0.144201,0,-0.00100157,-0.000459913,-1.64639e-05,-5.63173e-05,0,1.36159e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175971,-0.144193,0,-0.00100157,-0.000459913,-1.51228e-05,-5.17396e-05,0,1.3411e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175738,-0.144186,0,-0.00100157,-0.000459913,-1.39643e-05,-4.77911e-05,0,1.15857e-06
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175509,-0.144179,0,-0.00100157,-0.000459913,-1.28224e-05,-4.38956e-05,0,1.1418e-06
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175311,-0.144173,0,-0.00100157,-0.000459913,-1.18371e-05,-4.05356e-05,0,9.85339e-07
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.15,0,0.0175116,-0.144168,0,-0.00100157,-0.000459913,-1.08648e-05,-3.72203e-05,0,9.72301e-07
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174948,-0.144163,0,0.000697093,-0.000459913,-1.00229e-05,-3.43609e-05,0.00169867,8.41916e-07
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174792,-0.144158,0,0.000697093,-0.000459913,-9.24803e-06,-3.1716e-05,0,7.7486e-07
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174638,-0.144154,0,0.000697093,-0.000459913,-8.48435e-06,-2.91064e-05,0,7.63685e-07
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174506,-0.14415,0,0.000697093,-0.000459913,-7.82311e-06,-2.68556e-05,0,6.61239e-07
0.016,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174375,-0.144146,0,0.000697093,-0.000459913,-7.17118e-06,-2.46344e-05,0,6.51926e-07
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174262,-0.144143,0,0.000697093,-0.000459913,-6.60866e-06,-2.27187e-05,0,5.62519e-07
0.015,-0.0244783,-0.0029374,0,-0,0.02,-0.14,0,0.0174158,-0.14414,0,0.000697093,-0.000459913,-6.08899e-06,-2.09471e-05,0,5.19678e-07
