dt,roll_imu,pitch_imu,yaw_imu,roll_cal,pitch_cal,yaw_cal,axb,ayb,axn_imu,ayn_imu,axn,ayn
0.015,55.89,-48.19,0,49.8811,-26.9546,0,-8.29914,-8.56253,-1.68073,0.980149,3.08138,1.98787
0.016,54.88,-80.74,0,49.3653,-30.7908,0,-8.49692,-8.38922,-8.11604,0.921142,2.44863,1.84027
0.015,58.84,-88.84,0,49.0759,-32.6825,0,-3.9841,-8.67904,-9.90166,0.261227,-1.93606,1.95071
0.016,54.74,-85.91,0,48.5635,-34.7488,0,-4.37085,-7.97798,-9.08622,0.492949,-1.71756,1.50381
0.015,51.66,-88.51,0,47.9278,-36.6421,0,-4.75272,-7.73908,-9.27543,0.587632,-1.76316,1.1984
0.015,50.57,-41.1,0,47.7113,-39.1238,0,-5.36957,-7.48058,-1.99842,0.595399,-1.61059,1.05325
0.016,49.51,-48.66,0,47.545,-41.5023,0,-5.48707,-7.69306,-3.54505,0.663589,-2.19941,0.990624
0.015,48.48,-46.19,0,47.2994,-43.8383,0,-5.82487,-6.91269,-2.27729,0.552432,-1.84535,0.732462
0.015,47.46,-48.69,0,47.1087,-46.1506,0,-6.34283,-6.61405,-2.2014,0.514019,-1.73701,0.566161
0.015,46.46,-51.16,0,46.7184,-48.0952,0,-6.43389,-6.30954,-2.22836,0.697477,-1.68989,0.661209
0.015,45.46,-58.59,0,46.3336,-50.017,0,-6.70217,-6.01874,-3.109,0.720278,-1.62836,0.602258
0.015,44.48,-55.99,0,45.9602,-51.9809,0,-6.95087,-5.68583,-2.23703,0.713052,-1.55232,0.521945
0.016,48.85,-58.85,0,45.465,-54.1687,0,-7.72145,-5.36663,-2.06574,0.0529444,-1.20805,0.470938
0.015,44.17,-60.66,0,44.5541,-55.8801,0,-7.39638,-5.04646,-2.22611,0.516143,-1.40983,0.471137
0.016,40.86,-64.98,0,43.2763,-57.5919,0,-7.58927,-4.74488,-2.88113,0.459458,-1.61864,0.175666
0.015,89.84,-65.15,0,42.0603,-59.1816,0,-7.81839,-4.41589,-0.732417,-4.34088,-1.31068,0.362252
0.015,87.54,-67.8,0,40.4482,-60.7973,0,-7.93686,-4.10943,-0.961022,-3.81089,-1.10585,0.538069
0.016,85.89,-69.89,0,38.7584,-60.7863,0,-8.28837,-8.70156,-5.89241,-8.15124,-6.69698,1.27783
0.015,84.77,-71.41,0,36.5858,-60.7628,0,-8.23843,-8.40489,-6.05177,-7.82022,-6.38884,1.60974
0.016,49.54,-78.84,0,34.2883,-60.7502,0,-8.37649,-8.30697,-9.99418,-1.08039,-6.12103,2.07212
0.016,45.46,-75.18,0,30.1404,-61.1418,0,-8.50378,-4.88294,-6.88263,-2.55946,-4.40228,0.00692129
0.016,40.81,-76.9,0,26.6779,-61.3942,0,-8.61442,-4.59214,-7.08718,-1.94694,-4.19459,0.378051
0.016,18.68,-78.44,0,23.2492,-61.437,0,-8.71136,-4.78894,-7.82207,1.75348,-4.50759,0.969924
0.015,5.19,-79.74,0,19.8639,-61.5754,0,-8.79262,-3.99487,-6.92052,3.22794,-3.87122,0.937913
0.015,-5.4,-80.7,0,14.998,-61.7312,0,-8.86214,-1.71348,-6.27382,2.45925,-3.00381,-0.416564
0.015,-17.75,-81.44,0,10.0611,-61.6973,0,-8.91599,-1.38058,-5.69925,3.72408,-2.8359,-0.0212212
0.016,-80.67,-81.41,0,5.36569,-63.2098,0,-8.95712,-1.03494,1.56789,4.96777,-0.372382,0.575535
0.015,-44.59,-80.71,0,0.555566,-63.8697,0,-8.97278,-0.682456,-1.41894,3.82255,-0.320959,0.636341
0.015,-54.44,-79.78,0,-3.92005,-63.9537,0,-8.97278,-0.826389,-0.405399,4.26014,-0.173697,1.14208
0.015,-60.04,-78.56,0,-8.94597,-63.7972,0,-8.95418,0.0567898,-0.496484,3.90858,-0.0818017,0.650531
0.015,-65.68,-77.14,0,-13.9527,-63.3332,0,-8.92089,0.434736,-0.18706,3.87532,0.0514073,0.650884
0.015,-69.74,-75.57,0,-18.5764,-62.329,0,-8.87487,0.869471,-0.0421791,3.79384,0.21179,0.566374
0.016,-74.7,-78.94,0,-22.8094,-60.3518,0,-8.81025,1.38743,-0.859419,4.23799,0.0667951,0.571502
0.016,-74.87,-74.19,0,-27.0453,-58.9548,0,-8.73094,1.55682,-0.25102,4.14381,0.299402,0.756645
0.015,-76.45,-70.41,0,-30.8539,-57.5602,0,-8.65652,1.91714,0.180437,3.80573,0.642677,0.598786
0.015,-77.59,-68.57,0,-35.7962,-55.6024,0,-8.52532,4.74586,-2.06956,3.22682,-0.384466,-1.30602
0.016,-78.4,-66.68,0,-40.0304,-53.3465,0,-8.39607,4.59801,-1.62259,3.37333,-0.0555906,-0.698698
0.016,-78.96,-64.74,0,-44.8981,-50.3757,0,-8.27172,7.89965,-4.24335,2.80029,-1.41714,-2.49408
0.016,-79.84,-64.68,0,-49.0683,-47.4126,0,-8.29033,8.31089,-4.54342,2.81991,-1.11285,-2.15539
0.015,-79.59,-60.57,0,-52.375,-44.5413,0,-7.92217,8.62519,-4.18528,2.75005,-1.02103,-1.79602
0.016,-79.78,-58.89,0,-53.8402,-42.2745,0,-7.7332,4.08788,-0.165142,3.91539,1.63024,1.39517
0.015,-79.8,-56.15,0,-55.8401,-40.0614,0,-7.53052,4.48541,-0.172882,3.89872,1.6515,1.42713
0.015,-79.8,-58.86,0,-57.2687,-37.916,0,-7.31119,4.77915,-0.91076,3.47666,1.83797,1.11087
0.016,-79.75,-51.55,0,-58.156,-35.4399,0,-7.28867,5.33334,-0.194303,3.40409,1.95782,0.943992
0.015,-79.65,-49.44,0,-58.7608,-33.0983,0,-6.81869,5.44301,-0.248592,3.45091,1.89592,1.02649
0.015,-79.51,-46.9,0,-59.285,-30.7297,0,-6.54747,5.74556,-0.259088,3.44911,1.9109,0.995623
0.015,-79.84,-44.6,0,-59.644,-28.6056,0,-6.74623,6.02559,0.0633867,3.5112,2.30899,0.964724
0.016,-79.05,-44.84,0,-59.7897,-26.451,0,-5.94334,6.28114,-0.774603,3.50191,1.83151,0.972085
0.015,-78.71,-40.08,0,-59.7665,-24.4741,0,-5.66429,6.51614,-0.390824,3.47435,1.8126,0.903892
0.016,-78.46,-87.86,0,-58.6355,-22.084,0,-5.75535,6.72371,-7.94381,6.37664,1.63242,3.22985
0.015,-77.71,-85.67,0,-58.2358,-19.7333,0,-4.89959,6.91073,-8.06502,6.36336,1.20283,3.17921
0.016,-77.05,-88.47,0,-57.1112,-16.9523,0,-4.52164,7.29357,-8.84003,6.43639,1.22818,2.99372
0.016,-76.47,-81.47,0,-55.6617,-14.2016,0,-4.35519,7.71558,-8.78732,6.66164,1.45395,2.83853
0.016,-75.89,-49.05,0,-54.3091,-12.9087,0,-8.70254,7.3533,-1.22295,6.3207,6.05811,2.50443
0.015,-74.44,-46.79,0,-53.0049,-11.5993,0,-8.26487,7.48058,-1.26007,6.20433,5.86354,2.30609
0.016,-78.86,-44.49,0,-51.2196,-10.1562,0,-7.87811,7.555,-0.752933,7.07889,5.75502,2.05211
0.015,-74.41,-44.16,0,-50.4806,-8.40376,0,-4.56081,7.64508,-2.60505,1.78761,3.27895,-1.78772
0.016,-70.99,-19.78,0,-50.2839,-6.51029,0,-4.37183,7.72047,1.16125,1.62322,3.35321,-1.56658
0.015,-69.7,-17.87,0,-50.121,-4.16342,0,-1.84469,7.78803,-0.95206,1.40661,1.202,-1.63173
0.016,-68.86,-14.94,0,-49.7888,-1.66127,0,-1.46674,7.83209,-0.891634,1.44386,1.20707,-1.56154
0.015,-66.98,-14.45,0,-49.3247,0.670871,0,-1.07411,7.84776,-1.22704,1.31528,1.18008,-1.50224
0.015,-65.58,-9.95,0,-48.7778,2.80542,0,-0.674623,7.82818,-0.920286,1.26504,1.12145,-1.44021
0.016,-64.15,-7.44,0,-47.9264,5.06001,0,-0.455297,7.78216,-0.754966,1.38186,1.2766,-1.27619
0.016,-64.71,-4.91,0,-46.9394,7.61089,0,0.170369,7.69697,-0.975835,1.91559,1.09641,-1.05024
0.015,-61.46,-4.85,0,-46.1174,10.0613,0,0.603147,7.58241,-1.38244,1.12452,1.01529,-1.36112
0.016,-59.81,0.44,0,-45.1682,12.638,0,1.04767,7.42869,-0.976992,1.04101,0.982799,-1.31834
0.015,-58.86,4.84,0,-44.3092,15.0567,0,1.5157,7.73418,-0.705517,0.830919,0.988903,-1.59212
0.015,-56.9,5.45,0,-43.2312,17.5295,0,1.9426,7.03018,-1.07636,0.975606,0.859247,-1.18543
0.016,-55.68,7.76,0,-41.9096,21.2216,0,4.74684,6.83436,-3.49787,0.956651,-1.20365,-1.19602
0.016,-58.97,10.77,0,-40.5712,24.6432,0,4.70474,6.55628,-3.00236,1.68799,-0.625117,-1.13374
0.015,-54.48,18.47,0,-39.0685,28.9569,0,8.28739,6.74134,-5.01422,0.982893,-2.93155,-1.44001
0.016,-51.15,15.86,0,-37.1269,33.4003,0,8.46657,6.01286,-5.82418,0.954457,-2.40688,-1.13112
0.016,-49.89,18.96,0,-35.0313,35.8995,0,3.99389,5.65548,-1.0423,1.21421,1.71799,-0.984931
0.015,-47.78,41.78,0,-32.7656,38.1873,0,4.4531,5.29809,2.30865,1.42715,1.77363,-0.810403
0.016,-46.1,44.54,0,-30.275,40.697,0,4.87021,4.93875,2.10629,1.14085,1.49907,-1.0709
0.015,-44.84,47.81,0,-27.6553,42.9995,0,5.30103,4.51772,2.17518,1.3264,1.43377,-1.01986
0.015,-44.48,80.09,0,-25.3501,44.9096,0,5.72206,4.10257,6.4212,1.63295,1.33995,-0.921013
0.016,-40.75,84.51,0,-24.9636,46.441,0,6.04517,8.65652,9.99998,-2.26989,2.79738,-5.07539
0.015,-88.87,85.56,0,-24.5102,47.8093,0,6.4241,8.71038,8.31571,6.4635,2.83692,-5.17224
0.015,-86.86,87.86,0,-23.7107,49.1268,0,6.70413,7.9163,8.01558,6.26142,2.66212,-4.55181
0.016,-88.88,40.89,0,-21.1704,50.6745,0,6.96066,4.56766,-2.18667,6.62336,1.708,-1.8347
0.015,-81.19,44.78,0,-18.6473,52.0775,0,7.68326,4.39044,-1.6711,5.9826,1.41887,-2.00666
0.016,-48.46,45,0,-14.2555,53.3907,0,7.39834,1.84861,-1.09237,3.81922,1.19738,-0.131894
0.015,-44.64,47.44,0,-10.2728,54.2763,0,7.61473,1.82804,-0.681365,3.42232,1.18813,-0.600019
0.016,-41.14,48.94,0,-5.46003,54.9052,0,7.78314,0.826389,-0.895408,3.7883,1.05002,-0.184733
0.015,-17.41,50.84,0,-1.17723,55.9852,0,7.90553,0.798973,0.0960288,1.22041,1.08294,-0.662657
0.016,-18.5,51.86,0,5.09296,56.114,0,7.97798,-0.401445,-0.140851,2.45949,0.998665,-0.181719
0.016,-10.01,51.99,0,10.8787,55.509,0,8.00442,-0.634479,0.0292883,1.75507,0.829064,-0.604128
0.016,-5.99,54.48,0,15.4267,54.6671,0,8.00344,-1.02613,0.450376,1.68928,0.633752,-0.715513
0.015,-1.54,54.58,0,19.4407,53.6492,0,8.01813,-1.5157,0.457328,1.68464,0.443503,-0.669749
0.016,4.88,54.44,0,23.9627,52.0354,0,7.90259,-3.99878,1.14519,3.41081,1.27567,0.916193
0.015,6,54.04,0,27.7291,50.2908,0,7.80272,-4.39435,0.872171,3.71034,0.887005,0.952091
0.015,9.47,51.44,0,31.0873,48.5393,0,7.72047,-4.80559,0.447329,3.74999,0.60984,1.00819
0.016,14.85,50.76,0,35.295,45.8062,0,7.55304,-8.24333,1.29318,6.44981,1.61635,3.30543
0.015,15.85,49.75,0,38.6604,43.2834,0,7.38659,-8.39999,1.27016,6.48412,1.34995,2.90757
0.015,18.41,48.85,0,41.6505,40.7994,0,7.24559,-8.66044,1.42667,6.38938,1.10162,2.62479
0.015,41.18,47.78,0,43.1458,39.8262,0,7.29455,-4.01249,0.250697,-0.755312,-1.16538,-0.99353
0.016,48.8,46.51,0,44.8268,38.5713,0,6.94793,-4.78699,0.548911,-1.1257,-0.813336,-0.613886
0.016,46.57,45.04,0,46.2147,37.2736,0,6.75602,-4.55199,0.306833,-0.963521,-1.02409,-0.918972
0.015,48.6,48.81,0,47.4514,36.1533,0,6.60328,-4.75467,1.12102,-1.05458,-1.03219,-0.908667
0.016,80.8,44.84,0,48.6757,34.8718,0,6.45053,-4.97792,-0.48225,-4.69213,-1.05597,-0.888091
0.015,88.18,40.59,0,49.9974,33.7339,0,6.75113,-5.73773,-1.28111,-5.34513,-1.19944,-0.54784
0.016,85.05,88.97,0,51.1828,32.4643,0,6.27037,-5.56736,5.904,-4.9589,-1.12505,-0.764062
0.015,86.85,87.47,0,52.2355,31.1008,0,5.87285,-5.79354,5.8179,-5.10176,-0.945712,-0.743208
0.015,88.8,85.74,0,53.2121,29.7657,0,5.72304,-6.01776,5.68675,-5.23845,-0.980125,-0.693363
0.016,89.84,88.98,0,54.4117,28.2343,0,5.52623,-6.73057,6.64597,-5.30767,-0.812928,-0.414701
0.015,41.47,84.07,0,55.1916,26.8304,0,5.33236,-6.45641,7.64754,1.33185,-1.00162,-0.661326
0.016,44.58,80.17,0,55.7988,25.3629,0,5.37349,-6.67182,7.7374,0.711063,-1.10568,-1.01146
0.016,48.78,48.41,0,56.3147,23.7201,0,4.91036,-6.90094,3.45249,0.22861,-0.904596,-0.95012
0.015,45,45.95,0,56.8115,22.1232,0,4.6127,-7.3249,3.42658,1.12923,-0.783722,-0.783946
0.016,45.84,44.18,0,57.2262,20.3932,0,4.35519,-7.32392,3.31794,0.99522,-0.85647,-0.849052
0.015,46.84,41.74,0,57.462,18.4709,0,4.01249,-7.57948,3.29887,1.00072,-0.803946,-0.758767
0.015,47.6,19.5,0,57.6806,17.7651,0,8.56351,-7.77824,-4.8615,1.00133,-5.21214,-0.697734
0.016,48.44,17.49,0,57.8042,16.9204,0,8.2355,-7.93882,-4.92158,0.958673,-5.03094,-0.642097
0.015,48.89,15.18,0,58.1228,16.4126,0,7.91924,-8.27172,-5.01856,1.09571,-4.75174,-0.526515
0.016,49.54,14.74,0,58.4526,14.7315,0,4.64697,-8.68981,-1.86026,1.254,-1.8443,-0.36488
0.015,50.18,10.45,0,58.728,13.2194,0,4.30819,-8.30697,-2.41113,0.899899,-1.8873,-0.606167
0.016,50.8,7.74,0,58.9231,11.5569,0,3.9606,-8.3902,-2.56061,0.857951,-1.8475,-0.581624
0.016,51.5,4.89,0,59.2146,9.01475,0,1.5627,-8.47343,-0.706016,1.06107,0.0290123,-0.288664
0.015,54.08,4.66,0,59.4943,6.75145,0,1.45303,-8.5263,-0.633343,0.687616,-0.261404,-0.261876
0.015,54.64,0.11,0,60.5888,4.42377,0,0.849888,-8.60071,-0.830792,0.845819,-0.0775705,-0.189536
0.016,58.19,-4.44,0,61.1911,2.0506,0,0.496421,-8.57134,-1.26262,0.273605,-0.141242,-0.24596
0.015,58.78,-4.94,0,61.697,-0.163183,0,0.144912,-8.58113,-0.996874,0.221768,-0.173102,-0.282315
0.016,54.48,-7.87,0,61.8927,-2.47714,0,-0.399487,-8.57819,-0.946157,1.03583,-0.0266883,-0.237189
0.016,54.74,-10.07,0,61.976,-4.67842,0,-0.66679,-8.56351,-1.04714,1.05243,-0.134623,-0.183207
0.015,55.08,-14.11,0,62.0002,-6.6559,0,-0.947802,-8.56449,-1.45054,1.0377,-0.191555,-0.141075
0.015,55.8,-14.89,0,61.9506,-8.73685,0,-1.45891,-8.52238,-1.07691,0.921766,-0.0345734,-0.120434
0.015,55.54,-16.89,0,61.045,-10.6836,0,-1.65865,-8.48713,-1.21042,0.968333,-0.164142,0.0401392
0.016,55.59,-18.78,0,60.0877,-13.5904,0,-3.93122,-8.5028,0.618513,0.972822,1.54503,0.213874
0.016,55.6,-40.94,0,59.9552,-16.6231,0,-4.78601,-8.41957,-2.65685,0.923311,1.83555,0.193763
0.015,55.58,-48.08,0,59.7901,-19.1754,0,-4.55004,-8.37845,-4.06065,0.896138,1.15005,0.193155
0.016,55.44,-45.14,0,59.635,-21.7797,0,-4.85455,-8.33243,-3.31655,0.882864,0.965015,0.184849
0.015,55.47,-47.19,0,59.3932,-25.0178,0,-8.29327,-8.28152,-1.31549,0.838538,3.4931,0.188259
0.015,55.11,-49.46,0,59.3605,-27.971,0,-8.4088,-8.70254,-1.99752,1.13166,2.79384,0.400678
0.015,54.95,-81.81,0,59.37,-30.7892,0,-8.70842,-8.61638,-8.40728,1.10879,2.46269,0.354302
0.016,54.84,-88.85,0,59.3713,-32.205,0,-4.317,-8.22473,-9.32962,0.911572,-1.38929,0.164654
0.015,54.78,-85.88,0,59.3365,-33.5413,0,-4.44527,-7.91728,-8.80945,0.763321,-1.36953,0.0338206
0.016,54.74,-87.4,0,59.2463,-35.0297,0,-4.74293,-7.79489,-8.80494,0.731035,-1.31606,0.0193489
0.016,54.78,-89.89,0,59.8433,-36.8531,0,-5.03373,-7.67739,-8.89318,0.700964,-1.32803,-0.0875106
0.015,54.95,-41.61,0,60.5116,-38.5823,0,-5.37251,-7.4845,-1.75983,0.631904,-1.23805,-0.214165
0.016,55.15,-48.49,0,60.8601,-40.1278,0,-5.65352,-7.29455,-2.61753,0.559683,-1.16355,-0.288699
0.016,55.44,-45.19,0,60.9621,-41.5676,0,-5.92376,-7.32098,-2.03216,0.204278,-1.35911,-0.638586
0.015,55.78,-47.05,0,61.2043,-43.1576,0,-6.67671,-6.95185,-1.46952,0.271047,-0.746399,-0.507484
0.016,56.14,-48.89,0,61.2853,-44.5545,0,-6.44074,-6.79617,-1.73953,0.37981,-0.975057,-0.332838
0.015,56.51,-50.7,0,61.3479,-45.9304,0,-6.70511,-6.6072,-1.72634,0.307615,-0.881283,-0.344474
0.016,56.86,-54.5,0,59.1609,-46.8603,0,-6.90877,-6.42997,-4.28198,-3.84229,-2.59119,-4.2482
0.015,57.16,-54.49,0,57.2983,-47.7086,0,-7.32882,-6.74428,-4.18259,-3.62642,-2.73128,-3.65143
0.016,57.41,-56.08,0,55.1251,-48.6776,0,-7.35036,-6.27233,-4.12953,-3.87137,-2.70611,-3.47283
0.015,57.57,-57.89,0,53.0023,-49.6477,0,-7.555,-5.91789,-4.04397,-3.9412,-2.57586,-3.17092
0.016,57.65,-59.78,0,50.6762,-50.7262,0,-7.74887,-5.76122,-4.14635,-3.93492,-2.61999,-2.77518
0.015,57.64,-61.64,0,48.2545,-51.7168,0,-7.93001,-5.56246,-4.45291,-4.34901,-2.87769,-2.76752
0.015,57.48,-68.55,0,45.7426,-52.8468,0,-8.29424,-5.30397,-5.26484,-4.11759,-2.61556,-2.21785
0.016,57.44,-65.54,0,43.0741,-54.0876,0,-8.30697,-5.07877,-4.33483,-3.93878,-2.6202,-1.69649
0.015,56.84,-67.6,0,41.6726,-55.8436,0,-8.40489,-4.8849,-3.02651,-1.38137,-0.961437,0.429608
0.016,56.45,-69.78,0,39.948,-57.8293,0,-8.55763,-4.57647,-3.05812,-1.3868,-0.980093,0.49134
0.016,55.48,-71.94,0,38.2916,-59.7213,0,-8.65946,-4.79188,-3.5216,-1.03499,-1.28346,0.940288
0.015,54.44,-74.18,0,36.0874,-61.5612,0,-8.76717,-4.01249,-3.2202,-1.25728,-1.03968,0.642681
0.016,54.78,-76.79,0,35.6142,-62.5839,0,-8.88466,-8.52336,-7.41202,1.04007,-3.7384,4.16663
0.016,50.88,-78.85,0,34.8601,-63.8679,0,-8.96593,-8.69079,-7.41747,2.3051,-3.52862,4.78966
0.015,47.87,-81.44,0,33.2474,-65.2154,0,-9.25184,-7.91728,-7.08431,2.34253,-3.10158,4.42681
0.015,41.81,-88.56,0,30.4737,-67.4911,0,-9.29198,-4.59116,-4.21029,2.18379,-0.0726539,3.01497
0.015,48.68,-85.75,0,27.6039,-69.6695,0,-9.63859,-4.78307,-4.00211,1.86459,-0.160598,3.44058
0.016,-8.54,-87.87,0,20.1515,-72.4032,0,-9.67874,-1.93281,-0.946131,2.15071,0.849135,1.25927
0.016,-61.65,-87.08,0,10.4382,-74.6328,0,-9.25184,-1.48241,1.09442,1.96546,0.833468,1.19817
0.015,-85.47,-85.44,0,-0.924461,-76.0554,0,-9.26652,-1.0183,1.6333,1.54063,0.827598,1.0418
0.016,-94.96,-88.1,0,-14.7924,-76.8791,0,-9.29296,-0.546357,0.952384,1.10869,1.15289,0.824487
0.016,-99.18,-81.41,0,-30.7896,-77.5881,0,-9.30275,-0.162536,1.70476,0.954195,1.24781,0.64785
0.015,-101.98,-79.08,0,-44.5525,-76.9378,0,-9.30275,0.439631,1.51923,0.951366,1.1917,0.303572
0.015,-108.64,-76.98,0,-53.7001,-75.9115,0,-9.29198,0.627625,1.75334,0.928905,1.32991,0.247892
0.016,-104.66,-74.95,0,-61.5468,-74.4763,0,-9.2724,0.98403,1.65012,0.889387,1.34418,0.11311
0.015,-105.47,-74.97,0,-67.5606,-72.7037,0,-9.244,1.83783,0.829055,1.02338,0.924891,-0.19019
0.015,-105.58,-71.05,0,-71.9384,-71.0111,0,-9.21169,1.70369,1.55345,0.890493,1.334,-0.100935
0.016,-105.64,-68.96,0,-73.39,-67.9989,0,-9.68168,4.08299,0.0242676,1.93519,-0.230361,-0.336771
0.015,-105.48,-67.4,0,-76.5697,-65.4532,0,-9.25869,4.40023,-0.249776,1.59339,-0.138531,-0.599161
0.016,-105.14,-65.65,0,-79.3542,-62.7537,0,-8.9767,4.69397,-0.387659,1.38475,-0.0186608,-0.705483
0.015,-104.68,-68.95,0,-81.6999,-59.3825,0,-8.87095,7.90651,-3.92995,2.0927,-2.22637,-1.05029
0.016,-104.04,-64.49,0,-83.5373,-55.8214,0,-8.75737,8.65652,-3.78946,2.18081,-2.20403,-0.891653
0.015,-108.8,-60.65,0,-84.9577,-52.7883,0,-8.63009,8.41566,-2.71521,2.70837,-1.45692,-0.743564
0.016,-104.47,-59.04,0,-86.0691,-49.7144,0,-8.48811,8.65652,-2.83055,2.12037,-1.09723,-0.637397
0.015,-101.54,-57.44,0,-87.4436,-48.5434,0,-8.33635,4.0027,1.17382,0.758537,2.52367,-0.221568
0.016,-100.89,-55.65,0,-87.9696,-47.2023,0,-8.62617,4.78601,0.989837,0.921499,2.3507,-0.151952
0.015,-99.48,-54.07,0,-87.8524,-46.3,0,-7.92217,4.5892,0.996084,0.849536,2.15521,-0.0770641
0.016,-98.18,-54.7,0,-87.1496,-45.2409,0,-7.73908,4.88,0.550998,0.87461,1.98199,-0.0607799
0.016,-96.81,-51.14,0,-86.1745,-44.1294,0,-7.54716,5.07583,0.855783,1.08702,1.8681,0.148846
0.015,-95.45,-49.58,0,-85.2351,-43.0025,0,-7.34253,5.37349,0.72286,0.98504,1.69053,0.0288259
0.016,-94.06,-47.94,0,-83.7041,-41.7556,0,-7.33763,5.5654,0.824643,0.977112,1.74718,-0.0293009
0.015,-94.65,-46.84,0,-82.2801,-40.433,0,-6.93031,5.82389,0.551237,1.22847,1.4661,-0.030378
0.016,-91.08,-44.54,0,-80.5766,-38.7954,0,-6.65713,6.27429,0.358059,1.11386,1.20829,-0.0449401
0.015,-89.74,-48.14,0,-79.6644,-37.3145,0,-6.42704,6.28506,-0.396777,1.36086,1.21233,0.239224
0.015,-88.45,-41.54,0,-78.3832,-35.9609,0,-6.70315,6.47599,0.698929,1.24014,1.53322,0.08279
0.015,-86.76,-89.9,0,-76.7461,-34.3605,0,-5.96097,6.65322,-6.72547,1.27215,1.05214,0.0814871
0.016,-85.47,-88.46,0,-75.0802,-32.5612,0,-5.76122,6.81575,-6.78019,1.26742,1.06009,-0.00449407
0.015,-88.8,-86.6,0,-72.5665,-30.6508,0,-5.46259,6.95871,-6.70405,3.8277,0.707773,1.70692
0.016,-84.17,-84.7,0,-69.9346,-28.5009,0,-5.34313,7.30532,-7.21966,3.94712,0.649613,1.92104
0.015,-80.74,-84.99,0,-68.1141,-26.5005,0,-4.88,7.72928,-7.88896,3.16291,0.424346,1.26189
0.016,-79.84,-81.45,0,-65.7475,-24.3896,0,-4.50793,7.35721,-7.31098,3.32835,0.53851,1.26302
0.015,-78.11,-49.71,0,-63.7761,-22.6017,0,-4.78601,7.44729,-3.23127,3.24379,1.02162,1.08954
0.016,-76.76,-47.98,0,-60.4087,-20.3618,0,-3.99291,7.53542,-4.13748,6.0601,0.0891467,3.23424
0.015,-75.47,-46.18,0,-57.6111,-19.631,0,-8.62519,7.62256,-0.919759,6.472,4.40264,3.23084
0.015,-74.48,-44.88,0,-55.8416,-18.9367,0,-8.36572,7.70578,-0.885994,5.97428,4.32392,2.5748
0.015,-78.04,-44.58,0,-54.1305,-18.2504,0,-8.29718,7.78216,-0.6714,6.71033,4.34371,2.33435
0.016,-71.75,-40.54,0,-52.3615,-16.6011,0,-4.88392,7.91924,-2.95007,5.79315,1.36873,2.06225
0.015,-70.8,-18.97,0,-52.3208,-15.5375,0,-4.56179,7.92022,1.45719,1.15317,2.06444,-1.69183
0.016,-69.75,-17.44,0,-52.1502,-14.529,0,-4.78209,7.977,1.86424,1.35442,2.37375,-1.43094
0.015,-68.76,-15.48,0,-51.881,-13.3715,0,-4.01935,7.97407,1.42639,1.57848,1.77534,-1.15168
0.015,-67.69,-18.58,0,-51.8038,-11.3831,0,-1.70859,8.01323,-1.28832,1.13214,-0.118601,-1.40918
0.015,-66.9,-14.04,0,-51.6477,-9.47837,0,-1.41779,7.92217,-0.836458,1.18333,-0.101368,-1.25688
0.016,-66.04,-10.48,0,-51.3957,-7.44858,0,-1.12405,7.85168,-0.557518,1.23693,-0.0725814,-1.11445
0.015,-65.04,-8.48,0,-51.0391,-5.49085,0,-0.738267,7.72341,-0.615778,1.30709,-0.14281,-0.940016
0.015,-64.46,-6.67,0,-50.5028,-3.49555,0,-0.438652,7.59221,-0.628881,1.57157,-0.127599,-0.685498
0.015,-68.84,-4.75,0,-49.9075,-1.37443,0,-0.0920386,7.43946,-0.642182,2.28738,-0.126869,-0.711903
0.016,-64.81,-4.74,0,-49.0843,0.997006,0,0.438652,7.26322,-1.17342,1.8783,-0.280495,-0.606889
0.016,-61.4,-0.68,0,-48.12,3.3245,0,0.581606,7.28476,-0.689611,1.47998,-0.0470776,-0.650885
0.015,-59.94,1.59,0,-46.8461,5.81549,0,0.924303,6.87254,-0.678065,1.5913,-0.00846863,-0.457614
0.015,-58.58,8.94,0,-45.3019,8.74541,0,1.46772,6.6679,-0.0810659,1.62842,-0.0903291,-0.4382
0.015,-56.71,6.67,0,-43.4207,11.0565,0,1.71153,6.40452,-0.650656,2.08953,0.0984411,-0.0430169
0.015,-55.1,8.88,0,-41.6269,14.188,0,4.02326,6.67378,-2.56845,1.39736,-1.64881,-0.764095
0.015,-54.76,11.78,0,-39.0421,17.3181,0,4.46485,5.89341,-2.61421,1.96548,-1.63843,-0.43894
0.016,-50.74,14.05,0,-35.5653,20.4866,0,4.81146,5.64667,-2.57117,1.64247,-1.43985,-0.67518
0.015,-48.19,16.64,0,-32.8566,24.1729,0,8.27956,5.38426,-5.46639,1.55347,-3.98388,-0.779451
0.016,-45.46,19.11,0,-29.7608,27.6991,0,8.4088,5.30201,-5.04284,1.45039,-3.29531,-1.00274
0.015,-44.55,41.48,0,-26.7519,31.2729,0,8.71233,4.80853,-0.660594,1.97155,-2.75583,-0.830105
0.016,-89.49,48.69,0,-23.6408,33.1777,0,4.09376,4.49227,0.720908,7.30421,1.2413,-1.17011
0.015,-86.88,45.74,0,-20.7839,34.7437,0,4.35127,4.35323,0.368191,7.24136,1.29537,-1.41238
0.016,-88.09,47.54,0,-19.4647,35.5685,0,4.58235,8.65946,3.4779,7.28665,2.10791,-5.63887
0.015,-49.84,49.18,0,-18.2624,36.3081,0,4.78307,8.31089,5.44998,0.543442,2.03115,-5.47169
