dt,roll_imu,pitch_imu,yaw_imu,roll_cal,pitch_cal,yaw_cal,axb,ayb,axn_imu,ayn_imu,axn,ayn
0.015,8.45,-0.76,0,3.24569,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.73857E-06,-0.000376105
0.015,8.45,-0.76,0,3.24537,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.61936E-06,-0.000321567
0.016,8.45,-0.76,0,3.24505,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.45545E-06,-0.000267923
0.015,8.45,-0.76,0,3.24478,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.39584E-06,-0.000221431
0.016,8.45,-0.76,0,3.24451,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.29153E-06,-0.000175595
0.015,8.45,-0.76,0,3.24428,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.23193E-06,-0.000136137
0.015,8.45,-0.76,0,3.24407,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.12762E-06,-9.9659E-05
0.015,8.45,-0.76,0,3.24387,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.08292E-06,-6.58035E-05
0.016,8.45,-0.76,0,3.24367,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,4.02331E-06,-3.24845E-05
0.015,8.45,-0.76,0,3.24351,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.94881E-06,-3.69549E-06
0.015,8.45,-0.76,0,3.24335,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.9041E-06,2.28882E-05
0.016,8.45,-0.76,0,3.2432,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.8594E-06,4.91738E-05
0.015,8.45,-0.76,0,3.24306,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.7998E-06,7.1764E-05
0.016,8.45,-0.76,0,3.24293,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.75509E-06,9.41157E-05
0.015,8.45,-0.76,0,3.24282,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.69549E-06,0.000113308
0.016,8.45,-0.76,0,3.24271,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.66569E-06,0.000132442
0.016,8.45,-0.76,0,3.24261,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.60608E-06,0.000149667
0.016,8.45,-0.76,0,3.24251,-1.07852,0,-0.184077,-0.553211,0.0549045,-0.887279,3.57628E-06,0.00016588
0.015,8.45,-0.76,0,3.24243,-1.07867,0,-0.184077,-0.553211,0.0549045,-0.887279,-2.19941E-05,0.000179708
0.015,8.45,-0.76,0,3.24236,-1.07881,0,-0.184077,-0.553211,0.0549045,-0.887279,-4.56572E-05,0.000192463
0.016,8.45,-0.76,0,3.24228,-1.07895,0,-0.184077,-0.553211,0.0549045,-0.887279,-6.9052E-05,0.000205219
0.015,8.45,-0.76,0,3.24222,-1.07907,0,-0.184077,-0.553211,0.0549045,-0.887279,-8.91685E-05,0.000216067
0.016,8.45,-0.76,0,3.24215,-1.07918,0,-0.184077,-0.553211,0.0549045,-0.887279,-0.000109047,0.000226855
0.016,8.45,-0.76,0,3.2421,-1.07929,0,-0.184077,-0.553211,0.0549045,-0.887279,-0.00012736,0.00023675
0.015,8.45,-0.76,0,3.24205,-1.07938,0,-0.184077,-0.553211,0.0549045,-0.887279,-0.000143141,0.000245094
0.015,8.45,-0.76,0,3.24215,-1.07947,0,-0.184077,-0.553211,0.0549045,-0.887279,-0.000157714,0.000227451
0.015,8.45,-0.76,0,3.24225,-1.07955,0,-0.184077,-0.553211,0.0549045,-0.887279,-0.000171229,0.000211179
0.015,8.45,-0.76,0,3.24234,-1.07962,0,-0.184077,-0.553211,0.0549045,-0.887279,-0.000183731,0.000195801
0.016,8.45,-0.76,0,3.24242,-1.07969,0,-0.184077,-0.553211,0.0549045,-0.887279,-0.000196025,0.00018096
0.015,8.45,-0.76,0,3.24252,-1.07976,0,-0.184077,-0.553211,0.0549174,-0.887135,-0.000189573,0.000219345
0.016,8.45,-0.76,0,3.24278,-1.07983,0,-0.184077,-0.553211,0.0549174,-0.887135,-0.000201434,0.000175178
0.015,8.45,-0.76,0,3.243,-1.07989,0,-0.184077,-0.553211,0.0549174,-0.887135,-0.000211656,0.00013721
0.016,8.45,-0.76,0,3.24322,-1.07995,0,-0.184077,-0.553211,0.0549174,-0.887135,-0.000221699,9.95398E-05
0.015,8.45,-0.76,0,3.24341,-1.08,0,-0.184077,-0.553211,0.0549174,-0.887135,-0.000230417,6.7234E-05
0.016,8.45,-0.76,0,3.2436,-1.08005,0,-0.184077,-0.553211,0.0549174,-0.887135,-0.00023897,3.52263E-05
0.015,8.44,-0.76,0,3.24376,-1.0801,0,-0.184077,-0.553211,0.0549153,-0.885436,-0.000246406,7.62939E-06
0.016,8.44,-0.76,0,3.24392,-1.07998,0,-0.184077,-0.553211,0.0549153,-0.885436,-0.000226393,-1.94311E-05
0.016,8.44,-0.76,0,3.24404,-1.07986,0,-0.184077,-0.553211,0.0549025,-0.88558,-0.000224993,-9.53674E-05
0.015,8.44,-0.76,0,3.24415,-1.07804,0,-0.180161,-0.553211,0.0509863,-0.88558,-0.00383003,-0.00011307
0.016,8.44,-0.76,0,3.24425,-1.07624,0,-0.180161,-0.553211,0.0509863,-0.88558,-0.00352336,-0.000130594
0.015,8.44,-0.76,0,3.24434,-1.07642,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000363216,-0.000145793
0.016,8.44,-0.76,0,3.24442,-1.07658,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000334457,-0.000160575
0.015,8.44,-0.76,0,3.2445,-1.07673,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000309616,-0.00017339
0.016,8.44,-0.76,0,3.24457,-1.07687,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000285119,-0.000186026
0.016,8.44,-0.76,0,3.24464,-1.07701,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000262529,-0.000197709
0.015,8.44,-0.76,0,3.2447,-1.07712,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000243112,-0.000207663
0.015,8.44,-0.76,0,3.24476,-1.07722,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000225127,-0.000217021
0.016,8.44,-0.76,0,3.24481,-1.07733,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000207365,-0.0002262
0.015,8.44,-0.76,0,3.24485,-1.07742,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000192061,-0.000233948
0.016,8.44,-0.76,0,3.2449,-1.07751,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000176951,-0.000241816
0.015,8.44,-0.76,0,3.24494,-1.07758,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000163913,-0.000248551
0.015,8.44,-0.76,0,3.24498,-1.07765,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000151843,-0.00025475
0.016,8.44,-0.76,0,3.24501,-1.07772,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000139952,-0.000261009
0.016,8.44,-0.76,0,3.24505,-1.07779,0,-0.184077,-0.553211,0.0549025,-0.88558,0.000129044,-0.000266552
0.016,8.44,-0.77,0,3.24508,-1.07601,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00348365,-0.000271916
0.015,8.44,-0.77,0,3.2451,-1.07448,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00322212,-0.000276208
0.016,8.44,-0.77,0,3.24513,-1.07297,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00296412,-0.000280678
0.015,8.44,-0.77,0,3.24515,-1.07166,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00274158,-0.000284553
0.016,8.44,-0.77,0,3.24517,-1.07038,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00252201,-0.000288486
0.016,8.44,-0.77,0,3.24519,-1.06919,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00231999,-0.000291884
0.015,8.44,-0.77,0,3.24521,-1.06817,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00214578,-0.000294924
0.016,8.44,-0.77,0,3.24523,-1.06717,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00197387,-0.000297785
0.015,8.44,-0.77,0,3.24524,-1.0663,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00182563,-0.000300407
0.015,8.44,-0.77,0,3.24526,-1.06549,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00168844,-0.000302732
0.016,8.44,-0.77,0,3.24527,-1.0647,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00155313,-0.000304997
0.015,8.44,-0.77,0,3.24528,-1.06402,0,-0.180161,-0.553211,0.0492865,-0.88558,-0.00143641,-0.000306964
0.015,8.44,-0.77,0,3.24529,-1.0651,0,-0.184077,-0.553211,0.0532027,-0.88558,0.00229377,-0.000308692
0.015,8.44,-0.77,0,3.2453,-1.06611,0,-0.184077,-0.553211,0.0532027,-0.88558,0.002122,-0.000310481
0.015,8.44,-0.77,0,3.24531,-1.06704,0,-0.184077,-0.553211,0.0532027,-0.88558,0.00196306,-0.00031209
0.016,8.44,-0.77,0,3.24578,-1.06796,0,-0.184077,-0.55419,0.0532008,-0.884611,0.00180529,0.000585556
0.015,8.44,-0.77,0,3.24618,-1.06875,0,-0.184077,-0.55419,0.0532008,-0.884611,0.00167017,0.000516772
0.015,8.44,-0.77,0,3.24656,-1.06948,0,-0.184077,-0.55419,0.0532008,-0.884611,0.00154516,0.000453234
0.015,8.44,-0.77,0,3.2469,-1.07016,0,-0.184077,-0.55419,0.0532008,-0.884611,0.0014295,0.000394285
0.016,8.44,-0.77,0,3.24724,-1.07083,0,-0.184077,-0.55419,0.0532008,-0.884611,0.00131541,0.00033623
0.015,8.44,-0.77,0,3.24751,-1.07125,0,-0.184077,-0.55419,0.0531877,-0.884755,0.00122568,0.000234902
0.016,8.45,-0.77,0,3.24778,-1.07166,0,-0.184077,-0.55419,0.0531898,-0.886455,0.00115508,0.000189483
0.015,8.45,-0.77,0,3.24803,-1.07203,0,-0.184077,-0.55419,0.0532028,-0.886311,0.00111121,0.000201762
0.016,8.45,-0.77,0,3.24828,-1.07239,0,-0.184077,-0.55419,0.0532028,-0.886311,0.00104983,0.000159144
0.015,8.45,-0.77,0,3.24849,-1.0727,0,-0.184077,-0.55419,0.0532028,-0.886311,0.000996932,0.000122428
0.016,8.45,-0.77,0,3.24871,-1.073,0,-0.184077,-0.55419,0.0532028,-0.886311,0.000944689,8.60691E-05
0.015,8.45,-0.76,0,3.24889,-1.07155,0,-0.180161,-0.55419,0.0509864,-0.886311,-0.00272255,5.46575E-05
0.015,8.45,-0.76,0,3.24906,-1.0702,0,-0.180161,-0.55419,0.0509864,-0.886311,-0.00249253,2.58088E-05
0.016,8.45,-0.76,0,3.24923,-1.06887,0,-0.180161,-0.55419,0.0509864,-0.886311,-0.00226562,-2.80142E-06
0.015,8.45,-0.76,0,3.24935,-1.06771,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.00208682,-7.89165E-05
0.016,8.45,-0.76,0,3.24947,-1.06658,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.00189233,-9.88841E-05
0.015,8.45,-0.76,0,3.24957,-1.06559,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.00172463,-0.000116348
0.016,8.45,-0.76,0,3.24967,-1.06462,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.00155912,-0.000133514
0.015,8.45,-0.76,0,3.24976,-1.06379,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.0014164,-0.000148356
0.015,8.45,-0.76,0,3.24984,-1.06301,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.00128433,-0.000162065
0.015,8.45,-0.76,0,3.24991,-1.0623,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.00116223,-0.00017482
0.015,8.45,-0.76,0,3.24983,-1.06336,0,-0.184077,-0.55419,0.0548898,-0.886455,0.00257294,-0.000160992
0.015,8.45,-0.76,0,3.24975,-1.06434,0,-0.184077,-0.55419,0.0548898,-0.886455,0.00240573,-0.000148118
0.016,8.45,-0.76,0,3.24968,-1.06546,0,-0.184077,-0.55419,0.0548898,-0.886455,0.00221355,-0.000135541
0.016,8.45,-0.76,0,3.24964,-1.06651,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00205347,-7.27177E-05
0.015,8.45,-0.76,0,3.2496,-1.06741,0,-0.184077,-0.55419,0.0549026,-0.886311,0.0018997,-6.6638E-05
0.015,8.45,-0.76,0,3.24957,-1.06824,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00175746,-6.09159E-05
0.016,8.45,-0.76,0,3.24954,-1.06906,0,-0.184077,-0.55419,0.0549026,-0.886311,0.0016171,-5.53727E-05
0.015,8.45,-0.76,0,3.24951,-1.06977,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00149609,-5.04255E-05
0.015,8.45,-0.76,0,3.24948,-1.07043,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00138408,-4.58956E-05
0.016,8.45,-0.76,0,3.24945,-1.07108,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00127365,-4.14848E-05
0.016,8.45,-0.76,0,3.24943,-1.07167,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00117196,-3.75509E-05
0.015,8.45,-0.76,0,3.24941,-1.07218,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00108431,-3.40343E-05
0.016,8.45,-0.76,0,3.24939,-1.07285,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000970587,-3.05772E-05
0.015,8.45,-0.76,0,3.24937,-1.07343,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000872463,-2.75373E-05
0.016,8.45,-0.76,0,3.24936,-1.07383,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000802904,-2.45571E-05
0.015,8.45,-0.76,0,3.24934,-1.07418,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000742972,-2.19941E-05
0.016,8.45,-0.76,0,3.24933,-1.07453,0,-0.184077,-0.55419,0.0549026,-0.886311,0.00068377,-1.95503E-05
0.015,8.45,-0.76,0,3.24934,-1.07484,0,-0.184077,-0.55419,0.0549154,-0.886167,0.000649661,3.40343E-05
0.016,8.45,-0.76,0,3.24935,-1.07514,0,-0.184077,-0.55419,0.0549154,-0.886167,0.000597984,3.20673E-05
0.016,8.45,-0.76,0,3.24936,-1.07542,0,-0.184077,-0.55419,0.0549154,-0.886167,0.000550389,3.02792E-05
0.015,8.45,-0.76,0,3.24937,-1.07566,0,-0.184077,-0.55419,0.0549154,-0.886167,0.000509351,2.8789E-05
0.016,8.45,-0.76,0,3.24938,-1.0759,0,-0.184077,-0.55419,0.0549154,-0.886167,0.00046885,2.72393E-05
0.016,8.45,-0.76,0,3.24939,-1.07612,0,-0.184077,-0.55419,0.0549154,-0.886167,0.000431597,2.58088E-05
0.015,8.45,-0.76,0,3.24939,-1.0763,0,-0.184077,-0.55419,0.0549154,-0.886167,0.000399485,2.46763E-05
0.015,8.45,-0.76,0,3.24938,-1.07647,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000352755,-2.7895E-05
0.016,8.45,-0.76,0,3.24936,-1.07663,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000324801,-2.47955E-05
0.016,8.45,-0.76,0,3.24934,-1.07679,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000299066,-2.20537E-05
0.015,8.45,-0.76,0,3.24933,-1.07692,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000276893,-1.96695E-05
0.016,8.45,-0.76,0,3.24931,-1.07704,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000255004,-1.72853E-05
0.016,8.45,-0.76,0,3.2493,-1.07716,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000234857,-1.51396E-05
0.015,8.45,-0.76,0,3.24929,-1.07726,0,-0.184077,-0.55419,0.0549026,-0.886311,0.000217497,-1.33514E-05
0.015,8.45,-0.76,0,3.24971,-1.07736,0,-0.184077,-0.555169,0.0549007,-0.885342,0.000200406,0.000892699
0.016,8.45,-0.76,0,3.25012,-1.07745,0,-0.184077,-0.555169,0.0549007,-0.885342,0.000184655,0.000822067
0.015,8.45,-0.76,0,3.25048,-1.07753,0,-0.184077,-0.555169,0.0549007,-0.885342,0.00017105,0.000761151
0.016,8.45,-0.76,0,3.25084,-1.0776,0,-0.184077,-0.555169,0.0549007,-0.885342,0.000159144,0.000700414
0.015,8.45,-0.76,0,3.25114,-1.07766,0,-0.184077,-0.555169,0.0549007,-0.885342,0.000148937,0.000648141
0.015,8.45,-0.76,0,3.25143,-1.07771,0,-0.184077,-0.555169,0.0549007,-0.885342,0.00013946,0.000599861
0.015,8.45,-0.76,0,3.25166,-1.07776,0,-0.184077,-0.555169,0.0548878,-0.885486,0.000113696,0.000503659
0.016,8.45,-0.76,0,3.25144,-1.0778,0,-0.184077,-0.55419,0.0548898,-0.886455,0.000107333,-0.00043571
0.016,8.45,-0.76,0,3.25123,-1.07784,0,-0.184077,-0.55419,0.0548898,-0.886455,0.000100553,-0.000400603
0.015,8.45,-0.76,0,3.25106,-1.07788,0,-0.184077,-0.55419,0.0548898,-0.886455,9.46969E-05,-0.000370324
0.016,8.45,-0.76,0,3.25072,-1.07791,0,-0.184077,-0.55419,0.0548898,-0.886455,8.8945E-05,-0.000313044
0.015,8.45,-0.76,0,3.25043,-1.07794,0,-0.184077,-0.55419,0.0548898,-0.886455,8.39531E-05,-0.000263751
0.016,8.45,-0.76,0,3.25015,-1.07613,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.00352353,-0.000215054
0.015,8.45,-0.76,0,3.2499,-1.07457,0,-0.180161,-0.55419,0.0509736,-0.886455,-0.0032576,-0.000173032
0.015,8.45,-0.76,0,3.24915,-1.07311,0,-0.180161,-0.55419,0.050935,-0.886886,-0.00306249,-0.000211477
0.015,8.45,-0.76,0,3.24846,-1.07175,0,-0.180161,-0.55419,0.050935,-0.886886,-0.00283113,-9.31621E-05
0.016,8.45,-0.76,0,3.24702,-1.07223,0,-0.184077,-0.55419,0.0547998,-0.887462,0.000930965,-7.03931E-05
0.015,8.45,-0.76,0,3.24639,-1.07263,0,-0.184077,-0.55419,0.0547998,-0.887462,0.000861362,3.82066E-05
0.016,8.45,-0.76,0,3.24571,-1.07323,0,-0.184077,-0.55419,0.0548512,-0.886886,0.000832811,0.000376463
0.015,8.45,-0.76,0,3.24497,-1.07374,0,-0.184077,-0.55419,0.0548512,-0.886886,0.000744969,0.000502348
0.015,8.45,-0.76,0,3.24414,-1.07421,0,-0.184077,-0.55419,0.0548512,-0.886886,0.000665233,0.000644267
0.016,8.45,-0.76,0,3.24313,-1.07466,0,-0.184077,-0.55419,0.0548384,-0.88703,0.000569716,0.000760496
0.015,8.45,-0.76,0,3.24169,-1.07505,0,-0.184077,-0.553211,0.0548403,-0.887999,0.000504002,2.98619E-05
0.016,8.45,-0.76,0,3.24012,-1.07593,0,-0.184077,-0.553211,0.0548531,-0.887855,0.000373274,0.000351787
0.015,8.45,-0.76,0,3.23863,-1.07623,0,-0.184077,-0.553211,0.0548531,-0.887855,0.000321418,0.000607371
0.015,8.44,-0.76,0,3.23724,-1.07651,0,-0.184077,-0.553211,0.0548511,-0.886154,0.000273407,0.000843525
0.016,8.44,-0.76,0,3.23483,-1.07493,0,-0.180161,-0.552232,0.0508854,-0.887698,-0.00344467,5.65648E-05
0.015,8.44,-0.76,0,3.23285,-1.0736,0,-0.180161,-0.552232,0.0509368,-0.887123,-0.0031438,0.000616014
0.016,8.44,-0.76,0,3.23097,-1.07231,0,-0.180161,-0.552232,0.0509753,-0.886692,-0.00286879,0.00110215
0.016,8.44,-0.76,0,3.23158,-1.07097,0,-0.180161,-0.556148,0.0509806,-0.882674,-0.00262596,0.00496334
0.015,8.48,-0.76,0,3.23226,-1.06981,0,-0.180161,-0.556148,0.0509888,-0.889472,-0.00242878,0.00484771
0.015,8.48,-0.76,0,3.23291,-1.06918,0,-0.18114,-0.556148,0.0519807,-0.889328,-0.00132397,0.00479198
0.016,8.48,-0.76,0,3.23371,-1.06856,0,-0.18114,-0.556148,0.0519807,-0.889328,-0.00121783,0.004655
0.015,8.48,-0.76,0,3.23286,-1.06803,0,-0.18114,-0.552232,0.0520012,-0.893057,-0.00110559,0.000945389
0.016,8.48,-0.76,0,3.23202,-1.06751,0,-0.18114,-0.552232,0.0520012,-0.893057,-0.00101689,0.00108892
0.015,8.48,-0.76,0,3.23144,-1.06707,0,-0.18114,-0.552232,0.0520012,-0.893057,-0.000940382,0.00118715
0.015,8.48,-0.76,0,3.23106,-1.06665,0,-0.18114,-0.552232,0.0520012,-0.893057,-0.000869572,0.00125247
0.015,8.48,-0.76,0,3.23071,-1.06584,0,-0.180161,-0.552232,0.0510221,-0.893057,-0.00170974,0.00131267
0.016,8.44,-0.76,0,3.22915,-1.06504,0,-0.180161,-0.549294,0.0510196,-0.889166,-0.00156985,-0.00135314
0.015,8.44,-0.76,0,3.22777,-1.06434,0,-0.180161,-0.549294,0.0510067,-0.88931,-0.0014687,-0.00117403
0.016,8.44,-0.76,0,3.22658,-1.06365,0,-0.180161,-0.549294,0.0510067,-0.88931,-0.00135094,-0.000970125
0.016,8.44,-0.76,0,3.22548,-1.06301,0,-0.180161,-0.549294,0.0510067,-0.88931,-0.00124261,-0.000782549
0.015,8.44,-0.76,0,3.22453,-1.06246,0,-0.180161,-0.549294,0.0510067,-0.88931,-0.00114916,-0.000620663
0.016,8.44,-0.76,0,3.22359,-1.06192,0,-0.180161,-0.549294,0.0510067,-0.88931,-0.00105706,-0.000461221
0.015,8.44,-0.76,0,3.22176,-1.06146,0,-0.180161,-0.548315,0.0510086,-0.890279,-0.000976592,-0.00112534
0.016,8.44,-0.76,0,3.21995,-1.061,0,-0.180161,-0.548315,0.0510086,-0.890279,-0.000898167,-0.000816226
0.015,8.44,-0.76,0,3.21901,-1.06061,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.000813812,-0.000600994
0.016,8.44,-0.76,0,3.21808,-1.06023,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.000748485,-0.000442922
0.015,8.44,-0.76,0,3.21728,-1.05975,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.000666559,-0.000306666
0.016,8.44,-0.76,0,3.21697,-1.05927,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.00058572,-0.000254035
0.016,8.44,-0.76,0,3.21685,-1.05884,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.000511363,-0.000232875
0.015,8.44,-0.76,0,3.21674,-1.05846,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.000447214,-0.000214756
0.016,8.44,-0.76,0,3.2168,-1.05809,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.000383943,-0.000224233
0.016,8.44,-0.76,0,3.21685,-1.05775,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.00032568,-0.000232637
0.015,8.44,-0.76,0,3.21734,-1.05701,0,-0.180161,-0.548315,0.0510215,-0.890135,-0.000198796,-0.000316799
0.015,8.44,-0.76,0,3.21823,-1.05804,0,-0.184077,-0.549294,0.0549358,-0.889166,0.00353983,0.000509679
0.015,8.44,-0.76,0,3.21965,-1.059,0,-0.184077,-0.549294,0.0549358,-0.889166,0.00337674,0.000267446
0.016,8.44,-0.76,0,3.22102,-1.05993,0,-0.184077,-0.549294,0.0549229,-0.88931,0.00319931,-2.19345E-05
0.015,8.44,-0.76,0,3.22221,-1.06074,0,-0.184077,-0.549294,0.0549229,-0.88931,0.00306179,-0.000224352
0.015,8.44,-0.76,0,3.22328,-1.06147,0,-0.184077,-0.549294,0.0549101,-0.889454,0.00291798,-0.000462234
0.015,8.44,-0.76,0,3.22427,-1.06215,0,-0.184077,-0.549294,0.0549101,-0.889454,0.00280155,-0.00063169
0.016,8.44,-0.76,0,3.22525,-1.06331,0,-0.184077,-0.549294,0.0549101,-0.889454,0.00260501,-0.000798762
0.016,8.44,-0.76,0,3.22612,-1.06436,0,-0.184077,-0.549294,0.0548972,-0.889597,0.00240742,-0.00100315
0.016,8.44,-0.76,0,3.22629,-1.06532,0,-0.184077,-0.549294,0.0548972,-0.889597,0.00224237,-0.00103128
0.015,8.44,-0.76,0,3.22643,-1.06616,0,-0.184077,-0.549294,0.0548972,-0.889597,0.00209993,-0.00105584
0.016,8.44,-0.76,0,3.22657,-1.06698,0,-0.184077,-0.549294,0.0548972,-0.889597,0.00195949,-0.00107962
0.015,8.44,-0.76,0,3.22669,-1.06769,0,-0.184077,-0.549294,0.0548972,-0.889597,0.00183833,-0.00110036
0.016,8.44,-0.76,0,3.22681,-1.06839,0,-0.184077,-0.549294,0.0548972,-0.889597,0.00171882,-0.00112069
0.016,8.44,-0.76,0,3.22695,-1.06904,0,-0.184077,-0.549294,0.0549101,-0.889454,0.00162561,-0.00108874
0.015,8.44,-0.76,0,3.22836,-1.06961,0,-0.184077,-0.552232,0.0549044,-0.886548,0.00152664,0.00160408
0.016,8.44,-0.76,0,3.22974,-1.07016,0,-0.184077,-0.552232,0.0549044,-0.886548,0.00143203,0.00136727
0.015,8.48,-0.76,0,3.23094,-1.07064,0,-0.184077,-0.552232,0.0549126,-0.893346,0.0013504,0.00116313
0.015,8.48,-0.76,0,3.23205,-1.07108,0,-0.184077,-0.552232,0.0549126,-0.893346,0.00127494,0.000974298
0.016,8.48,-0.76,0,3.23314,-1.07152,0,-0.184077,-0.552232,0.0549126,-0.893346,0.00120047,0.000787854
0.015,8.48,-0.76,0,3.23408,-1.07189,0,-0.184077,-0.552232,0.0549126,-0.893346,0.00113624,0.00062716
0.016,8.48,-0.76,0,3.23453,-1.07226,0,-0.184077,-0.552232,0.0549126,-0.893346,0.00107287,0.000550449
0.015,8.48,-0.76,0,3.23489,-1.07258,0,-0.184077,-0.552232,0.0548998,-0.89349,0.00100124,0.000433207
0.016,8.48,-0.76,0,3.23525,-1.07288,0,-0.184077,-0.552232,0.0548998,-0.89349,0.000948697,0.000372052
0.016,8.48,-0.76,0,3.23558,-1.07317,0,-0.184077,-0.552232,0.0548998,-0.89349,0.000900269,0.000315666
0.015,8.48,-0.76,0,3.23586,-1.07341,0,-0.184077,-0.552232,0.0548998,-0.89349,0.00085862,0.000267267
0.016,8.48,-0.76,0,3.23615,-1.07365,0,-0.184077,-0.552232,0.0548998,-0.89349,0.000817418,0.000219345
0.015,8.48,-0.76,0,3.23641,-1.07387,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000798911,0.00022918
0.016,8.48,-0.76,0,3.23651,-1.07424,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000735223,0.000211716
0.015,8.48,-0.76,0,3.2366,-1.07456,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000680342,0.000196517
0.016,8.48,-0.76,0,3.23669,-1.07488,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000626117,0.000181437
0.015,8.48,-0.76,0,3.23692,-1.07515,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000579447,0.000142992
0.015,8.48,-0.76,0,3.23712,-1.07541,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000536248,0.000107467
0.016,8.48,-0.76,0,3.23733,-1.07566,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000493556,7.21812E-05
0.016,8.48,-0.76,0,3.23752,-1.07589,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000454366,3.99947E-05
0.015,8.48,-0.76,0,3.23768,-1.07609,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000420526,1.20997E-05
0.015,8.48,-0.76,0,3.23784,-1.07627,0,-0.184077,-0.552232,0.0549126,-0.893346,0.000389189,-1.38283E-05
