行驶状态,编码器速度,惯性导航解算速度,slam位移,惯性导航解算位移,编码器位移,x_slam,y_slam,组合导航位移
1,0.298971,0.30787,0.29302,0.303027,0.3501,0.287037,0.00653077,0.349113
1,0.299978,0.307021,0.311327,0.307933,0.355153,0.30533,0.00734266,0.354132
1,0.300952,0.306162,0.311327,0.312824,0.360221,0.30533,0.00734266,0.359144
1,0.2997,0.305525,0.311327,0.317403,0.364953,0.30533,0.00734266,0.363844
1,0.299817,0.305205,0.311327,0.322283,0.370003,0.30533,0.00734266,0.368848
1,0.300374,0.305317,0.329927,0.327169,0.375062,0.323903,0.00862969,0.37386
1,0.301191,0.305885,0.329927,0.331762,0.379817,0.323903,0.00862969,0.378578
1,0.299144,0.306812,0.329927,0.336371,0.384541,0.323903,0.00862969,0.38331
1,0.298968,0.307948,0.34764,0.340999,0.389263,0.341627,0.00844576,0.388056
1,0.300075,0.309145,0.34764,0.345955,0.394317,0.341627,0.00844576,0.393127
1,0.299987,0.310121,0.34764,0.350614,0.399053,0.341627,0.00844576,0.3979
1,0.299628,0.310865,0.34764,0.355594,0.4041,0.341627,0.00844576,0.402991
1,0.299851,0.311217,0.364845,0.360264,0.408835,0.358853,0.00774839,0.407771
1,0.300375,0.311187,0.364845,0.365243,0.413894,0.358853,0.00774839,0.412859
1,0.300398,0.310839,0.364845,0.369903,0.418637,0.358853,0.00774839,0.417627
1,0.299741,0.310223,0.364845,0.374552,0.42337,0.358853,0.00774839,0.422384
1,0.299395,0.309373,0.383555,0.379495,0.428413,0.37758,0.0070585,0.427437
1,0.298846,0.308465,0.383555,0.384115,0.433133,0.37758,0.0070585,0.432166
1,0.301758,0.307518,0.383555,0.388721,0.437896,0.37758,0.0070585,0.436885
1,0.300852,0.306682,0.383555,0.393315,0.442646,0.37758,0.0070585,0.441595
1,0.301141,0.305974,0.40125,0.398205,0.447717,0.395267,0.00769471,0.446607
1,0.29966,0.305507,0.40125,0.403089,0.452764,0.395267,0.00769471,0.451616
1,0.301282,0.305399,0.40125,0.407669,0.45752,0.395267,0.00769471,0.456323
1,0.300568,0.305689,0.418685,0.412257,0.462266,0.41269,0.00843855,0.461038
1,0.299495,0.306365,0.418685,0.416857,0.466995,0.41269,0.00843855,0.465763
1,0.299557,0.307423,0.418685,0.421784,0.472041,0.41269,0.00843855,0.470811
1,0.299739,0.308689,0.418685,0.426734,0.47709,0.41269,0.00843855,0.475877
1,0.299825,0.309934,0.435359,0.431702,0.48214,0.429332,0.0100883,0.48096
1,0.299856,0.310835,0.435359,0.436372,0.486875,0.429332,0.0100883,0.485742
1,0.300155,0.311395,0.435359,0.441047,0.491614,0.429332,0.0100883,0.490527
1,0.300041,0.311412,0.453658,0.445718,0.496352,0.447631,0.0102635,0.495308
1,0.29997,0.310987,0.453658,0.45038,0.501088,0.447631,0.0102635,0.500079
1,0.300076,0.310148,0.453658,0.455335,0.506142,0.447631,0.0102635,0.505146
1,0.299866,0.309198,0.453658,0.459966,0.510877,0.447631,0.0102635,0.509888
1,0.299818,0.308158,0.47267,0.464581,0.515611,0.466627,0.0111604,0.514615
1,0.299748,0.3071,0.47267,0.469179,0.520345,0.466627,0.0111604,0.519328
1,0.299148,0.30597,0.47267,0.474066,0.525384,0.466627,0.0111604,0.524334
1,0.299734,0.304857,0.47267,0.47863,0.530117,0.466627,0.0111604,0.529022
1,0.299168,0.303656,0.490838,0.483479,0.535156,0.484812,0.0106737,0.534002
1,0.300975,0.302561,0.490838,0.488009,0.539908,0.484812,0.0106737,0.53867
1,0.300009,0.301605,0.490838,0.492526,0.544645,0.484812,0.0106737,0.543332
1,0.300063,0.300816,0.508086,0.497033,0.549383,0.502062,0.0107675,0.547991
1,0.300353,0.300482,0.508086,0.501537,0.554125,0.502062,0.0107675,0.552653
1,0.301295,0.300716,0.508086,0.50605,0.558882,0.502062,0.0107675,0.557327
1,0.300327,0.301431,0.508086,0.510577,0.563624,0.502062,0.0107675,0.562018
1,0.298662,0.302805,0.525654,0.515129,0.568341,0.519609,0.0118928,0.566729
1,0.29998,0.304683,0.525654,0.520019,0.573393,0.519609,0.0118928,0.571774
1,0.300921,0.306529,0.525654,0.524631,0.578144,0.519609,0.0118928,0.576541
1,0.299562,0.308287,0.525654,0.529577,0.58319,0.519609,0.0118928,0.581636
1,0.299389,0.309483,0.542501,0.534229,0.587917,0.536457,0.0120144,0.586435
1,0.299566,0.310142,0.542501,0.538886,0.592648,0.536457,0.0120144,0.591235
1,0.30168,0.310306,0.542501,0.543542,0.59741,0.536457,0.0120144,0.596034
1,0.300434,0.310077,0.542501,0.548501,0.60247,0.536457,0.0120144,0.601136
1,0.299415,0.309607,0.56006,0.553451,0.607513,0.554009,0.0125228,0.606225
1,0.299477,0.309095,0.56006,0.558084,0.612242,0.554009,0.0125228,0.610993
1,0.300459,0.308611,0.56006,0.563017,0.617303,0.554009,0.0125228,0.616061
1,0.301611,0.308329,0.578577,0.56764,0.622064,0.572504,0.0137245,0.620817
1,0.299279,0.308277,0.578577,0.572264,0.62679,0.572504,0.0137245,0.62557
1,0.299779,0.308492,0.578577,0.577202,0.631839,0.572504,0.0137245,0.630632
1,0.299161,0.308967,0.578577,0.582149,0.636879,0.572504,0.0137245,0.6357
1,0.301259,0.30973,0.59804,0.587111,0.641952,0.591971,0.0137477,0.640779
1,0.299577,0.310666,0.59804,0.591778,0.646682,0.591971,0.0137477,0.645557
1,0.298935,0.311695,0.59804,0.596461,0.651403,0.591971,0.0137477,0.650344
1,0.30015,0.312721,0.615523,0.601473,0.656458,0.609479,0.0127943,0.655453
1,0.299979,0.31353,0.615523,0.606182,0.661195,0.609479,0.0127943,0.660255
1,0.299586,0.31408,0.615523,0.611211,0.666241,0.609479,0.0127943,0.665371
1,0.299554,0.314252,0.615523,0.615926,0.670972,0.609479,0.0127943,0.67017
1,0.298892,0.314061,0.633241,0.620636,0.675692,0.627205,0.012632,0.674958
1,0.300805,0.313557,0.633241,0.625649,0.680758,0.627205,0.012632,0.680049
1,0.299321,0.312859,0.633241,0.630336,0.685484,0.627205,0.012632,0.684813
1,0.299684,0.312053,0.633241,0.635011,0.690217,0.627205,0.012632,0.689562
1,0.300046,0.311147,0.650835,0.639982,0.69527,0.644768,0.0142642,0.69461
1,0.301022,0.310441,0.650835,0.644634,0.700023,0.644768,0.0142642,0.699338
1,0.299824,0.309866,0.650835,0.649587,0.705073,0.644768,0.0142642,0.70437
1,0.298985,0.309507,0.667423,0.654227,0.709794,0.661348,0.0148359,0.709087
1,0.300401,0.309237,0.667423,0.659173,0.714854,0.661348,0.0148359,0.714113
1,0.300698,0.309078,0.667423,0.664117,0.719917,0.661348,0.0148359,0.71914
1,0.299455,0.308942,0.667423,0.66875,0.724646,0.661348,0.0148359,0.723857
1,0.298722,0.308833,0.686041,0.673381,0.729364,0.679969,0.0148647,0.728573
1,0.300504,0.308671,0.686041,0.678319,0.734425,0.679969,0.0148647,0.733598
1,0.300822,0.308563,0.686041,0.682946,0.739174,0.679969,0.0148647,0.738317
1,0.300175,0.308543,0.686041,0.687574,0.743914,0.679969,0.0148647,0.743037
1,0.299222,0.308654,0.705177,0.692514,0.748954,0.699102,0.015234,0.748069
1,0.299693,0.308912,0.705177,0.697458,0.754002,0.699102,0.015234,0.753106
1,0.301568,0.309326,0.705177,0.702101,0.758763,0.699102,0.015234,0.757842
1,0.30072,0.309911,0.705177,0.706755,0.763511,0.699102,0.015234,0.762588
1,0.2996,0.310564,0.722757,0.711418,0.768242,0.716699,0.0146036,0.767341
1,0.29978,0.311137,0.722757,0.716401,0.773291,0.716699,0.0146036,0.772412
1,0.299974,0.311497,0.722757,0.721387,0.778343,0.716699,0.0146036,0.777486
1,0.301063,0.311648,0.740077,0.726063,0.783096,0.734022,0.014647,0.782249
1,0.299534,0.311595,0.740077,0.730737,0.787826,0.734022,0.014647,0.787009
1,0.300075,0.31141,0.740077,0.735718,0.79288,0.734022,0.014647,0.792076
1,0.3001,0.311251,0.740077,0.740385,0.797619,0.734022,0.014647,0.796828
1,0.30067,0.311221,0.757245,0.745365,0.802682,0.751201,0.014274,0.801891
1,0.299752,0.311377,0.757245,0.750037,0.807415,0.751201,0.014274,0.806643
1,0.299498,0.311753,0.757245,0.755028,0.81246,0.751201,0.014274,0.81171
1,0.299767,0.312162,0.775866,0.759713,0.817194,0.769807,0.0152,0.816468
1,0.30005,0.312566,0.775866,0.764405,0.821931,0.769807,0.0152,0.821231
1,0.299726,0.312955,0.775866,0.769415,0.82698,0.769807,0.0152,0.826308
1,0.29971,0.313262,0.775866,0.774116,0.831713,0.769807,0.0152,0.831074
1,0.299452,0.313484,0.793702,0.77882,0.836441,0.78762,0.0165162,0.83584
1,0.300609,0.313681,0.793702,0.783527,0.841187,0.78762,0.0165162,0.840606
1,0.299909,0.313798,0.793702,0.788549,0.846239,0.78762,0.0165162,0.845685
1,0.299366,0.313803,0.793702,0.793256,0.850966,0.78762,0.0165162,0.850447
1,0.299525,0.313631,0.81162,0.798273,0.856011,0.805532,0.0170242,0.855517
1,0.30076,0.313349,0.81162,0.803284,0.861076,0.805532,0.0170242,0.860582
1,0.299782,0.313026,0.81162,0.807977,0.86581,0.805532,0.0170242,0.865328
1,0.299528,0.312683,0.829585,0.812977,0.870855,0.82349,0.0174965,0.870381
1,0.300163,0.312373,0.829585,0.81766,0.875595,0.82349,0.0174965,0.875117
1,0.301296,0.312126,0.829585,0.82234,0.880351,0.82349,0.0174965,0.879852
1,0.300573,0.311978,0.829585,0.827331,0.885413,0.82349,0.0174965,0.884897
1,0.298425,0.31192,0.848216,0.832009,0.890127,0.842151,0.016225,0.889629
1,0.300009,0.311956,0.848216,0.837001,0.89518,0.842151,0.016225,0.894673
1,0.300669,0.312033,0.848216,0.841994,0.900243,0.842151,0.016225,0.899721
1,0.300623,0.312196,0.848216,0.846678,0.904989,0.842151,0.016225,0.904459
1,0.300281,0.312421,0.866902,0.851678,0.910047,0.860833,0.0166233,0.909514
1,0.299958,0.31263,0.866902,0.856369,0.914783,0.860833,0.0166233,0.914259
1,0.300683,0.312813,0.866902,0.861063,0.91953,0.860833,0.0166233,0.919006
1,0.300351,0.312936,0.866902,0.866071,0.924589,0.860833,0.0166233,0.924068
1,0.29901,0.312967,0.884308,0.870766,0.929311,0.878232,0.017147,0.928814
1,0.300305,0.312921,0.884308,0.875772,0.934369,0.878232,0.017147,0.933873
1,0.300208,0.312895,0.884308,0.880465,0.939109,0.878232,0.017147,0.938618
1,0.301514,0.313038,0.899587,0.885475,0.944186,0.893501,0.0178222,0.94368
1,0.299352,0.313393,0.899587,0.890492,0.949228,0.893501,0.0178222,0.948745
1,0.299641,0.314006,0.899587,0.895207,0.95396,0.893501,0.0178222,0.953503
1,0.29922,0.314847,0.899587,0.899936,0.958685,0.893501,0.0178222,0.95827
1,0.300663,0.315901,0.91581,0.904999,0.963748,0.909727,0.017795,0.963364
1,0.300308,0.316907,0.91581,0.90976,0.96849,0.909727,0.017795,0.968153
1,0.29871,0.317836,0.91581,0.914853,0.973522,0.909727,0.017795,0.973266
1,0.300035,0.318438,0.933742,0.919634,0.97826,0.927649,0.0184734,0.978063
1,0.300854,0.318833,0.933742,0.924738,0.983326,0.927649,0.0184734,0.98318
1,0.29933,0.319052,0.933742,0.929526,0.988053,0.927649,0.0184734,0.987974
1,0.299526,0.319221,0.933742,0.934315,0.992783,0.927649,0.0184734,0.992764
1,0.299259,0.319442,0.953699,0.939428,0.997824,0.947608,0.0185896,0.99787
1,0.302206,0.319755,0.953699,0.944227,1.00259,0.947608,0.0185896,1.00266
1,0.299599,0.320289,0.953699,0.949356,1.00764,0.947608,0.0185896,1.00777
1,0.298624,0.320929,0.953699,0.954175,1.01236,0.947608,0.0185896,1.01256
1,0.299559,0.321676,0.970894,0.959327,1.0174,0.964808,0.0184592,1.01768
1,0.301161,0.322329,0.970894,0.964167,1.02216,0.964808,0.0184592,1.02248
1,0.300809,0.323006,0.970894,0.969341,1.02722,0.964808,0.0184592,1.02761
1,0.29939,0.323631,0.970894,0.9742,1.03195,0.964808,0.0184592,1.03241
1,0.300471,0.324224,0.988317,0.979392,1.03701,0.982235,0.0184765,1.03755
1,0.301012,0.324748,0.988317,0.984592,1.04208,0.982235,0.0184765,1.04268
1,0.299656,0.325207,0.988317,0.989474,1.04681,0.982235,0.0184765,1.04749
1,0.299102,0.325632,1.00607,0.994362,1.05154,0.999993,0.0185092,1.05229
1,0.299215,0.326014,1.00607,0.999255,1.05626,0.999993,0.0185092,1.05709
1,0.30136,0.326321,1.00607,1.00448,1.06134,0.999993,0.0185092,1.06222
1,0.300242,0.32651,1.00607,1.00938,1.06608,0.999993,0.0185092,1.06702
1,0.299709,0.326628,1.02386,1.01428,1.07081,1.0178,0.0174993,1.07181
1,0.299274,0.326698,1.02386,1.01951,1.07585,1.0178,0.0174993,1.07693
1,0.300571,0.326745,1.02386,1.02441,1.0806,1.0178,0.0174993,1.08171
1,0.300526,0.326873,1.02386,1.02964,1.08566,1.0178,0.0174993,1.08682
1,0.29907,0.327101,1.04285,1.03455,1.09038,1.03677,0.0185257,1.0916
1,0.300037,0.327461,1.04285,1.03979,1.09543,1.03677,0.0185257,1.0967
1,0.299751,0.327828,1.04285,1.04471,1.10017,1.03677,0.0185257,1.10148
1,0.301115,0.328178,1.06116,1.04996,1.10524,1.05507,0.0196574,1.10659
1,0.298991,0.328357,1.06116,1.05489,1.10996,1.05507,0.0196574,1.11137
1,0.298843,0.328341,1.06116,1.05981,1.11468,1.05507,0.0196574,1.11614
1,0.299813,0.328146,1.06116,1.06473,1.11941,1.05507,0.0196574,1.1209
1,0.300363,0.327808,1.07814,1.06998,1.12447,1.07203,0.0204513,1.12599
1,0.300763,0.327399,1.07814,1.07521,1.12954,1.07203,0.0204513,1.13107
1,0.299081,0.327028,1.07814,1.08011,1.13426,1.07203,0.0204513,1.13581
1,0.29982,0.326703,1.07814,1.08534,1.13931,1.07203,0.0204513,1.14087
1,0.300633,0.326526,1.09599,1.09056,1.14437,1.0899,0.0197225,1.14593
1,0.299585,0.32645,1.09599,1.09546,1.1491,1.0899,0.0197225,1.15067
1,0.299674,0.326484,1.09599,1.10036,1.15384,1.0899,0.0197225,1.1554
1,0.299167,0.326593,1.11355,1.10558,1.15887,1.10748,0.019336,1.16046
1,0.300739,0.326768,1.11355,1.11081,1.16394,1.10748,0.019336,1.16552
1,0.299616,0.327001,1.11355,1.11572,1.16867,1.10748,0.019336,1.17026
1,0.299544,0.327272,1.11355,1.12096,1.17372,1.10748,0.019336,1.17533
1,0.299987,0.3275,1.13209,1.12587,1.17845,1.12601,0.0197959,1.18007
1,0.301401,0.327726,1.13209,1.13079,1.18321,1.12601,0.0197959,1.18482
1,0.300053,0.327945,1.13209,1.13571,1.18795,1.12601,0.0197959,1.18956
1,0.299487,0.328176,1.13209,1.14063,1.19268,1.12601,0.0197959,1.19431
1,0.299999,0.328449,1.14952,1.14589,1.19773,1.14341,0.0212023,1.1994
1,0.301048,0.328824,1.14952,1.15083,1.20248,1.14341,0.0212023,1.20415
1,0.300413,0.329315,1.14952,1.15577,1.20723,1.14341,0.0212023,1.20891
1,0.298799,0.329908,1.16805,1.16072,1.21195,1.16195,0.0208238,1.21368
1,0.299608,0.330542,1.16805,1.16569,1.21668,1.16195,0.0208238,1.21845
1,0.300719,0.331185,1.16805,1.17099,1.22174,1.16195,0.0208238,1.22356
1,0.299762,0.331694,1.16805,1.17597,1.22647,1.16195,0.0208238,1.22834
1,0.299413,0.332034,1.18435,1.18095,1.2312,1.17826,0.0207297,1.23312
1,0.299805,0.332173,1.18435,1.18627,1.23625,1.17826,0.0207297,1.23823
1,0.30045,0.332125,1.18435,1.19158,1.24131,1.17826,0.0207297,1.24333
1,0.300961,0.332023,1.18435,1.19656,1.24606,1.17826,0.0207297,1.24809
1,0.298425,0.331925,1.20285,1.20154,1.25078,1.19677,0.0206127,1.25286
1,0.299874,0.331877,1.20285,1.20685,1.25583,1.19677,0.0206127,1.25794
1,0.30038,0.331933,1.20285,1.21183,1.26057,1.19677,0.0206127,1.2627
1,0.301196,0.332172,1.22175,1.21715,1.26564,1.21568,0.0198809,1.26779
1,0.299272,0.332522,1.22175,1.22214,1.27037,1.21568,0.0198809,1.27255
1,0.298926,0.332977,1.22175,1.22713,1.27509,1.21568,0.0198809,1.27731
1,0.299929,0.333506,1.22175,1.23247,1.28014,1.21568,0.0198809,1.28241
1,0.300954,0.334076,1.23942,1.23749,1.28489,1.23335,0.0200934,1.28718
1,0.299614,0.334689,1.23942,1.24285,1.28994,1.23335,0.0200934,1.29229
1,0.299214,0.33518,1.23942,1.24788,1.29466,1.23335,0.0200934,1.29706
