roll,pitch,yaw,axb,ayb,axn,ayn
0.016,-0.206293,-0.226506,0.0322826,-0.0342697,0.0479776,-0.00471035,-0.0124725
0.016,-0.202089,-0.22616,0.0326219,-0.0372071,0.0450402,-0.00170695,-0.010264
0.015,-0.200618,-0.226163,0.0326489,-0.0372071,0.0489567,-0.00170518,-0.0144336
0.015,-0.200683,-0.22689,0.0325324,-0.0381862,0.0518941,-0.000857309,-0.0173525
0.016,-0.202881,-0.227015,0.0322566,-0.036228,0.0558106,-0.00284287,-0.0208848
0.015,-0.206649,-0.22782,0.032002,-0.0381862,0.058748,-0.00103381,-0.0231619
0.015,-0.209598,-0.227857,0.0317419,-0.036228,0.0558106,-0.00301217,-0.019707
0.015,-0.214262,-0.227748,0.0314821,-0.036228,0.0567898,-0.0029778,-0.0198973
0.015,-0.219345,-0.227794,0.0313699,-0.036228,0.0558106,-0.00299445,-0.0180354
0.016,-0.223238,-0.229071,0.0313991,-0.0381862,0.0499358,-0.00125185,-0.011497
0.015,-0.228954,-0.230754,0.0314297,-0.0391654,0.0518941,-0.000550218,-0.0124823
0.015,-0.235721,-0.233316,0.0314612,-0.0411236,0.0528732,0.0009709,-0.0122997
0.015,-0.243241,-0.236005,0.0315013,-0.0411236,0.0577689,0.000554286,-0.015947
0.015,-0.249368,-0.237885,0.0318423,-0.0411236,0.0607063,0.000215996,-0.0178139
0.016,-0.253289,-0.238644,0.0323654,-0.0401445,0.0626646,-0.000888895,-0.0191028
0.015,-0.253068,-0.23842,0.0330027,-0.0391654,0.0626646,-0.00183335,-0.0191369
0.016,-0.249353,-0.237717,0.0338386,-0.0391654,0.0616854,-0.00171632,-0.0187925
0.015,-0.240634,-0.236534,0.0346085,-0.0381862,0.0538524,-0.00249529,-0.01246
0.016,-0.230091,-0.235361,0.0352612,-0.0381862,0.0479776,-0.00230798,-0.00838688
0.015,-0.220683,-0.234948,0.0357181,-0.0381862,0.0421028,-0.00224735,-0.00412336
0.015,-0.214106,-0.234164,0.0361778,-0.036228,0.0411236,-0.00406648,-0.00428101
0.016,-0.209376,-0.233413,0.0368319,-0.0352488,0.0411236,-0.00491977,-0.00509211
0.016,-0.207195,-0.232111,0.0374924,-0.0342697,0.044061,-0.00566082,-0.00841597
0.016,-0.206375,-0.229526,0.0383192,-0.0323114,0.0479776,-0.00716364,-0.0124817
0.015,-0.204894,-0.22785,0.0389448,-0.0342697,0.0489567,-0.00491619,-0.0137142
0.015,-0.204335,-0.226154,0.039427,-0.0342697,0.0528732,-0.00461382,-0.0177337
0.016,-0.204656,-0.224608,0.0397855,-0.0352488,0.0558106,-0.00338596,-0.0205974
0.015,-0.206669,-0.223691,0.0399745,-0.036228,0.0577689,-0.00227464,-0.0221839
0.015,-0.209725,-0.224143,0.0398644,-0.0381862,0.0577689,-0.000402365,-0.0216492
0.015,-0.213896,-0.225712,0.0396046,-0.0401445,0.0577689,0.00127746,-0.0209224
0.015,-0.217373,-0.228313,0.03949,-0.0421028,0.0548315,0.00278134,-0.0173813
0.015,-0.219889,-0.231297,0.0393719,-0.0430819,0.0528732,0.00324869,-0.014993
0.015,-0.219929,-0.234477,0.0392448,-0.044061,0.0479776,0.00366455,-0.0100789
0.015,-0.219525,-0.237956,0.0392651,-0.0469984,0.0479776,0.00601891,-0.0101619
0.015,-0.217824,-0.239441,0.0394323,-0.044061,0.0469984,0.00282107,-0.00947429
0.016,-0.21551,-0.239522,0.0397694,-0.0421028,0.0469984,0.000857554,-0.00988158
0.015,-0.21307,-0.238717,0.0403846,-0.0411236,0.0469984,2.56263e-05,-0.0103097
0.015,-0.210216,-0.236246,0.040999,-0.0381862,0.0469984,-0.00247779,-0.01081
0.016,-0.20663,-0.232742,0.0414926,-0.036228,0.0460193,-0.00382505,-0.0104564
0.016,-0.203461,-0.229971,0.0419891,-0.0372071,0.0469984,-0.00237552,-0.011973
0.015,-0.200725,-0.227026,0.0423063,-0.0352488,0.0469984,-0.0038303,-0.0124417
0.015,-0.19892,-0.225329,0.0424779,-0.036228,0.0479776,-0.00255805,-0.0137307
0.016,-0.19867,-0.224301,0.042509,-0.036228,0.050915,-0.00236726,-0.016721
0.015,-0.20003,-0.223007,0.0425446,-0.0342697,0.0538524,-0.00410854,-0.0194188
0.015,-0.201171,-0.220687,0.0425785,-0.0313323,0.0528732,-0.00663217,-0.0182589
0.016,-0.203207,-0.219172,0.0427786,-0.0323114,0.0548315,-0.00539108,-0.0198659
0.016,-0.204176,-0.218396,0.0431349,-0.0332906,0.0528732,-0.00427236,-0.0177471
0.015,-0.205163,-0.217301,0.0434687,-0.0323114,0.0528732,-0.00505942,-0.0175813
0.016,-0.20538,-0.216831,0.0438214,-0.0332906,0.050915,-0.00401201,-0.0155744
0.015,-0.206149,-0.216555,0.0443024,-0.0342697,0.0518941,-0.00297723,-0.0164275
0.016,-0.206609,-0.215507,0.0446524,-0.0332906,0.050915,-0.00378037,-0.0153663
0.015,-0.207454,-0.214878,0.0448298,-0.0342697,0.050915,-0.00269685,-0.0152167
0.016,-0.208304,-0.213344,0.0448569,-0.0323114,0.0499358,-0.00440288,-0.0140819
0.015,-0.208904,-0.211867,0.0447297,-0.0323114,0.0489567,-0.00416037,-0.0129885
0.015,-0.209174,-0.210645,0.0446012,-0.0323114,0.0479776,-0.00396523,-0.0119484
0.015,-0.20955,-0.209365,0.0444735,-0.0323114,0.0489567,-0.00374402,-0.0128626
0.016,-0.209002,-0.209163,0.0444943,-0.0342697,0.0469984,-0.00177025,-0.0109794
0.015,-0.20981,-0.20944,0.0446703,-0.0342697,0.0499358,-0.00181217,-0.0137812
0.015,-0.210697,-0.21028,0.0449982,-0.0352488,0.050915,-0.000955593,-0.0146284
0.015,-0.212071,-0.211784,0.0453303,-0.036228,0.0528732,-0.000234053,-0.0163495
0.016,-0.21389,-0.213434,0.0456866,-0.036228,0.0538524,-0.000503086,-0.01703
0.015,-0.21589,-0.213582,0.045722,-0.0332906,0.0548315,-0.00345811,-0.0176746
0.015,-0.216713,-0.213846,0.0457542,-0.0342697,0.0538524,-0.0025252,-0.0165531
0.015,-0.217034,-0.213092,0.0457857,-0.0323114,0.0538524,-0.00433914,-0.0165142
0.016,-0.216691,-0.21171,0.0459784,-0.0323114,0.0548315,-0.00409332,-0.0175595
0.016,-0.215118,-0.209343,0.0460069,-0.0313323,0.0538524,-0.00466936,-0.0168478
0.015,-0.213323,-0.207435,0.0461826,-0.0323114,0.0538524,-0.00334387,-0.0171738
0.015,-0.211357,-0.20509,0.0462081,-0.0313323,0.0538524,-0.00392659,-0.0175051
0.015,-0.210119,-0.203499,0.0463859,-0.0323114,0.0548315,-0.00266936,-0.0186998
0.015,-0.210425,-0.202326,0.0465678,-0.0323114,0.0567898,-0.00246952,-0.0206016
0.016,-0.210739,-0.201481,0.0469212,-0.0323114,0.0558106,-0.00234207,-0.0195504
0.015,-0.211322,-0.201747,0.0474013,-0.0342697,0.0548315,-0.000447623,-0.0184513
0.015,-0.212015,-0.202571,0.0481818,-0.0352488,0.0548315,0.000393365,-0.018335
0.015,-0.212655,-0.20263,0.0488128,-0.0332906,0.0548315,-0.00157493,-0.0182265
0.016,-0.212086,-0.203307,0.0493215,-0.0342697,0.0518941,-0.000707645,-0.0153936
0.015,-0.211292,-0.203589,0.0497975,-0.0342697,0.0518941,-0.000759486,-0.0155265
0.015,-0.209827,-0.203699,0.0499717,-0.0342697,0.050915,-0.000785865,-0.0147926
0.016,-0.209585,-0.203647,0.0501621,-0.0342697,0.0538524,-0.000774279,-0.0177715
0.016,-0.20966,-0.204351,0.0501937,-0.036228,0.0548315,0.00106706,-0.0187397
0.015,-0.210436,-0.204812,0.0503759,-0.036228,0.0567898,0.000999745,-0.0205753
0.016,-0.21166,-0.205564,0.0507311,-0.0372071,0.0577689,0.00185382,-0.0213466
0.016,-0.212318,-0.206677,0.0512427,-0.0391654,0.0567898,0.00360221,-0.0202345
0.016,-0.212156,-0.20725,0.0517526,-0.0381862,0.0558106,0.00253428,-0.0192951
0.016,-0.212763,-0.207191,0.0524272,-0.036228,0.0577689,0.000595283,-0.0211578
0.015,-0.21287,-0.206292,0.0530579,-0.0342697,0.0567898,-0.00119483,-0.0201765
0.016,-0.212518,-0.205563,0.0537294,-0.0342697,0.0558106,-0.00107362,-0.0192543
0.015,-0.212359,-0.204932,0.054359,-0.0342697,0.0558106,-0.000971783,-0.0192743
0.015,-0.210802,-0.203493,0.0548324,-0.0323114,0.0518941,-0.00268931,-0.0156237
0.016,-0.20897,-0.202394,0.0551772,-0.0323114,0.050915,-0.00250079,-0.0149596
0.015,-0.206986,-0.201321,0.0553488,-0.0313323,0.0489567,-0.00329663,-0.0133435
0.016,-0.203976,-0.200417,0.0555281,-0.0313323,0.0460193,-0.00315367,-0.0109134
0.015,-0.200825,-0.200213,0.0556944,-0.0323114,0.044061,-0.00214412,-0.00949313
0.016,-0.197878,-0.199263,0.0557133,-0.0303532,0.044061,-0.00393499,-0.0100056
0.015,-0.195491,-0.198321,0.0557326,-0.029374,0.044061,-0.00474142,-0.0104272
0.015,-0.194556,-0.198148,0.0557563,-0.0313323,0.0469984,-0.00276394,-0.0135103
0.015,-0.193961,-0.197984,0.0557817,-0.0313323,0.0479776,-0.00274478,-0.0145819
0.016,-0.193509,-0.197367,0.0556504,-0.0303532,0.0489567,-0.00361678,-0.0156398
0.016,-0.193952,-0.19573,0.055525,-0.0283949,0.0528732,-0.00528954,-0.0194816
0.015,-0.194036,-0.19432,0.055407,-0.0283949,0.0528732,-0.00504337,-0.0194701
0.015,-0.19412,-0.192867,0.0554383,-0.0283949,0.0528732,-0.00478664,-0.0194622
0.016,-0.194202,-0.191728,0.0554709,-0.029374,0.0528732,-0.00361154,-0.0194469
0.016,-0.194295,-0.190677,0.0555018,-0.029374,0.0518941,-0.00344127,-0.0184416
0.015,-0.195402,-0.189897,0.0555309,-0.0303532,0.0528732,-0.002327,-0.019229
0.016,-0.196197,-0.189555,0.0555585,-0.0323114,0.0518941,-0.000314213,-0.0181077
0.015,-0.197335,-0.189261,0.0557341,-0.0323114,0.0518941,-0.000260502,-0.017915
0.015,-0.198672,-0.18957,0.0559113,-0.0332906,0.0528732,0.000675928,-0.0186733
0.015,-0.20031,-0.190433,0.0557915,-0.0342697,0.0548315,0.00150799,-0.0203487
0.015,-0.200372,-0.191959,0.0555197,-0.0352488,0.0528732,0.0022225,-0.0183791
0.016,-0.200729,-0.194242,0.0549127,-0.036228,0.0538524,0.00281258,-0.0192996
0.015,-0.200036,-0.196087,0.054192,-0.0352488,0.0518941,0.00151733,-0.0174654
0.016,-0.199053,-0.197612,0.0531027,-0.0342697,0.050915,0.00027138,-0.0166532
0.015,-0.197922,-0.199626,0.0519299,-0.036228,0.0499358,0.0018717,-0.0158572
0.016,-0.196511,-0.201613,0.0506778,-0.036228,0.0489567,0.00152859,-0.0151213
0.016,-0.195391,-0.203115,0.0495836,-0.036228,0.0479776,0.00125851,-0.0143252
0.015,-0.195001,-0.205111,0.0488593,-0.0381862,0.0489567,0.00287019,-0.0153668
0.016,-0.19521,-0.206626,0.0485703,-0.0372071,0.050915,0.00163523,-0.0172935
0.015,-0.195515,-0.207227,0.0484516,-0.0352488,0.0518941,-0.000429455,-0.0182186
0.016,-0.196862,-0.207368,0.0483298,-0.0342697,0.0548315,-0.00142702,-0.0209281
0.015,-0.197723,-0.208066,0.0480659,-0.0352488,0.0548315,-0.000568334,-0.020779
0.016,-0.198286,-0.20678,0.0476221,-0.0313323,0.0538524,-0.00425387,-0.0197163
0.015,-0.197084,-0.205392,0.0471985,-0.0303532,0.0489567,-0.00500501,-0.0150214
0.015,-0.194996,-0.204388,0.04662,-0.0313323,0.0460193,-0.00384817,-0.0124492
0.016,-0.192694,-0.204173,0.0461596,-0.0323114,0.0430819,-0.00283066,-0.00991055
0.015,-0.192332,-0.205541,0.0458795,-0.036228,0.044061,0.000844229,-0.0109425
0.016,-0.192917,-0.208124,0.0457437,-0.0381862,0.0450402,0.00236898,-0.0118297
0.015,-0.194817,-0.21092,0.0457731,-0.0391654,0.0489567,0.00285162,-0.015402
0.016,-0.198041,-0.213685,0.0459712,-0.0391654,0.0528732,0.00239269,-0.0187771
0.015,-0.20034,-0.215336,0.0463069,-0.0381862,0.0538524,0.00111512,-0.0193478
0.015,-0.202449,-0.216266,0.0467918,-0.0381862,0.0548315,0.000962969,-0.0199709
0.016,-0.204973,-0.216697,0.0473085,-0.0381862,0.0558106,0.000874583,-0.0205013
0.015,-0.207574,-0.216065,0.0476433,-0.036228,0.0567898,-0.000977937,-0.0210304
0.016,-0.209842,-0.21544,0.0478378,-0.036228,0.0558106,-0.000875048,-0.0196569
0.016,-0.211347,-0.215645,0.0480293,-0.0372071,0.0538524,7.80635e-05,-0.0174493
0.015,-0.213376,-0.215849,0.0482118,-0.036228,0.0548315,-0.000928175,-0.0180871
0.015,-0.216414,-0.216342,0.048398,-0.036228,0.0567898,-0.00100074,-0.0195335
0.016,-0.219121,-0.216831,0.0487542,-0.036228,0.0558106,-0.00107863,-0.0180958
0.015,-0.221583,-0.2161,0.049088,-0.0342697,0.0567898,-0.00291042,-0.0186528
0.015,-0.222981,-0.214268,0.0494182,-0.0323114,0.0558106,-0.00455809,-0.0174306
0.016,-0.223415,-0.212001,0.0497679,-0.0313323,0.0548315,-0.00516218,-0.016362
0.015,-0.222468,-0.209622,0.0499439,-0.0303532,0.0538524,-0.00572509,-0.0155542
0.016,-0.220297,-0.208342,0.0499689,-0.0323114,0.0518941,-0.00355497,-0.0139602
0.016,-0.21692,-0.207786,0.0499917,-0.0332906,0.0499358,-0.00246698,-0.0125974
0.015,-0.21428,-0.208306,0.0500159,-0.0352488,0.050915,-0.00060416,-0.0140221
0.015,-0.212414,-0.20949,0.0501919,-0.0372071,0.0518941,0.00115146,-0.0153209
0.015,-0.210985,-0.210281,0.0505174,-0.0372071,0.0518941,0.00100837,-0.0155599
0.016,-0.210354,-0.210905,0.0508662,-0.0372071,0.0528732,0.000909176,-0.0166549
0.015,-0.210677,-0.211437,0.051195,-0.0372071,0.0538524,0.000804055,-0.0175641
0.015,-0.211131,-0.211229,0.0515243,-0.0352488,0.0538524,-0.00111116,-0.0174949
0.016,-0.211603,-0.211369,0.0518767,-0.0342697,0.0528732,-0.00211527,-0.0164353
0.015,-0.213023,-0.211519,0.0522118,-0.0332906,0.0548315,-0.00310417,-0.0181645
0.015,-0.214341,-0.212262,0.0523989,-0.0332906,0.0548315,-0.00322485,-0.0179451
0.016,-0.216715,-0.213315,0.0527628,-0.0332906,0.0567898,-0.00340099,-0.0194987
0.016,-0.21903,-0.214738,0.0529679,-0.0342697,0.0577689,-0.00266989,-0.020075
0.015,-0.220877,-0.215516,0.0531582,-0.0342697,0.0577689,-0.00280396,-0.0197572
0.016,-0.222537,-0.217167,0.0533589,-0.0372071,0.0577689,-0.000154607,-0.0194653
0.015,-0.223385,-0.218989,0.0535435,-0.0391654,0.0567898,0.00147782,-0.0183272
0.015,-0.223745,-0.220802,0.0537253,-0.0401445,0.0558106,0.00214755,-0.0172893
0.015,-0.223771,-0.221748,0.053906,-0.0391654,0.0558106,0.000994239,-0.0172745
0.016,-0.223799,-0.220704,0.0540983,-0.0352488,0.0558106,-0.00273859,-0.017277
0.015,-0.223551,-0.219656,0.0542763,-0.0352488,0.0548315,-0.00255148,-0.016348
0.015,-0.223477,-0.21771,0.0544554,-0.0323114,0.0548315,-0.00514634,-0.0163709
0.016,-0.223241,-0.21595,0.0544868,-0.0323114,0.0548315,-0.0048469,-0.0164075
0.015,-0.22276,-0.214581,0.054515,-0.0323114,0.0538524,-0.00461211,-0.0155108
0.016,-0.222284,-0.214164,0.054547,-0.0332906,0.0538524,-0.00356477,-0.0155881
0.016,-0.222775,-0.213802,0.0545826,-0.0323114,0.0548315,-0.00448811,-0.0164758
0.015,-0.222801,-0.214196,0.054612,-0.0342697,0.0528732,-0.0025922,-0.014519
0.016,-0.223459,-0.214285,0.054804,-0.0332906,0.0528732,-0.00359762,-0.0143951
0.015,-0.224477,-0.214787,0.0549839,-0.0342697,0.0528732,-0.0027052,-0.014219
0.015,-0.226443,-0.214674,0.0553146,-0.0332906,0.0538524,-0.00366778,-0.0148566
0.016,-0.228547,-0.213788,0.0558255,-0.0323114,0.0538524,-0.00449091,-0.0144991
0.015,-0.231213,-0.213151,0.0563058,-0.0332906,0.0558106,-0.00340042,-0.0159971
0.016,-0.234597,-0.211908,0.05682,-0.0323114,0.0577689,-0.00416048,-0.0173774
0.015,-0.236639,-0.210536,0.0574482,-0.0323114,0.0567898,-0.0039253,-0.0160465
0.016,-0.236949,-0.20916,0.0579523,-0.0332906,0.0548315,-0.00270404,-0.0140417
0.015,-0.235613,-0.208678,0.0582709,-0.0352488,0.0528732,-0.000664361,-0.0123115
0.015,-0.233933,-0.208087,0.0584392,-0.0352488,0.0528732,-0.00055157,-0.0126126
0.016,-0.231501,-0.208733,0.0587788,-0.0372071,0.0518941,0.00129498,-0.0120501
0.016,-0.228806,-0.209486,0.0591182,-0.0372071,0.050915,0.00116137,-0.011531
0.015,-0.22548,-0.210035,0.059137,-0.0352488,0.0489567,-0.00088916,-0.0101513
0.015,-0.222252,-0.210969,0.0591567,-0.036228,0.0489567,-7.0259e-05,-0.0107059
0.015,-0.219271,-0.212137,0.0588785,-0.036228,0.0489567,-0.000263646,-0.0112268
0.015,-0.216339,-0.214499,0.0584528,-0.0391654,0.0499358,0.00226877,-0.0127078
0.016,-0.213128,-0.216511,0.0579985,-0.0391654,0.0499358,0.00192671,-0.0132643
0.015,-0.211773,-0.217375,0.0575785,-0.0381862,0.0538524,0.000814181,-0.0174259
0.015,-0.210522,-0.217471,0.0573095,-0.036228,0.0538524,-0.00115671,-0.0176466
0.015,-0.209667,-0.217108,0.0573393,-0.036228,0.0538524,-0.00109423,-0.0177937
0.016,-0.208682,-0.216747,0.0573695,-0.036228,0.0528732,-0.00104036,-0.0169767
0.015,-0.208288,-0.216035,0.0573997,-0.0342697,0.0528732,-0.00286866,-0.0170535
0.016,-0.208216,-0.214125,0.0574325,-0.0313323,0.0528732,-0.00548113,-0.017065
0.015,-0.208874,-0.212497,0.0574662,-0.0303532,0.0538524,-0.00619018,-0.0179209
0.015,-0.209937,-0.210866,0.0575007,-0.029374,0.0538524,-0.00688172,-0.0177458
0.016,-0.211447,-0.209875,0.0576991,-0.0303532,0.0548315,-0.00572411,-0.0184712
0.015,-0.212772,-0.209597,0.0577337,-0.0313323,0.0538524,-0.00469844,-0.0172632
0.016,-0.214237,-0.209482,0.0576108,-0.0313323,0.0538524,-0.00468259,-0.0170077
0.015,-0.215344,-0.209658,0.0573446,-0.0323114,0.0538524,-0.00374115,-0.0168088
0.015,-0.21594,-0.209946,0.0570755,-0.0332906,0.0528732,-0.00281629,-0.0157226
0.016,-0.217138,-0.210067,0.0567893,-0.0332906,0.0538524,-0.00284364,-0.0164882
0.016,-0.219283,-0.209402,0.0565067,-0.0323114,0.0567898,-0.00370947,-0.0190536
0.016,-0.221414,-0.208763,0.0563814,-0.0332906,0.0567898,-0.00262433,-0.018682
0.015,-0.223519,-0.208205,0.0564149,-0.0332906,0.0577689,-0.00254201,-0.0192833
0.015,-0.225596,-0.208694,0.0564499,-0.0352488,0.058748,-0.000663739,-0.0199069
0.016,-0.227482,-0.209494,0.056648,-0.0352488,0.058748,-0.000805303,-0.0195784
0.015,-0.229259,-0.210635,0.0566852,-0.0352488,0.058748,-0.00100199,-0.0192726
0.015,-0.230478,-0.211565,0.0567217,-0.0342697,0.0577689,-0.0021388,-0.0180886
0.016,-0.230477,-0.212642,0.056756,-0.0342697,0.0548315,-0.00232719,-0.0151516
0.015,-0.229751,-0.213573,0.0567868,-0.0342697,0.0538524,-0.00248466,-0.0143015
0.016,-0.229496,-0.214629,0.0569803,-0.0352488,0.0548315,-0.00167894,-0.0153316
0.015,-0.228996,-0.217092,0.0574597,-0.0391654,0.0538524,0.00180546,-0.0144273
0.015,-0.22883,-0.219346,0.0577877,-0.0401445,0.0538524,0.002393,-0.0144513
0.015,-0.228682,-0.221986,0.0582648,-0.0421028,0.0538524,0.00390435,-0.014483
0.016,-0.228699,-0.223978,0.0587735,-0.0411236,0.0538524,0.00258623,-0.0144854
0.015,-0.228286,-0.225697,0.0592489,-0.0411236,0.0528732,0.00228966,-0.0135775
0.016,-0.228204,-0.226781,0.0597557,-0.0401445,0.0528732,0.00113184,-0.0136006
0.015,-0.226856,-0.22744,0.0603764,-0.0391654,0.0499358,4.04716e-05,-0.0109003
0.015,-0.225179,-0.227623,0.060696,-0.0381862,0.0489567,-0.000974651,-0.0102069
0.015,-0.223047,-0.227363,0.0608643,-0.0372071,0.0479776,-0.00191737,-0.0095882
0.016,-0.220621,-0.226677,0.0607263,-0.0352488,0.0479776,-0.00375718,-0.0100076
0.016,-0.21761,-0.226043,0.0605872,-0.0352488,0.0469984,-0.00365626,-0.00953919
0.016,-0.214844,-0.223938,0.0602884,-0.0323114,0.0469984,-0.00622317,-0.0100255
0.015,-0.213157,-0.22242,0.0600134,-0.0323114,0.0489567,-0.0059672,-0.0122665
0.015,-0.211871,-0.221164,0.0597408,-0.0323114,0.0499358,-0.00575362,-0.0134631
0.016,-0.211513,-0.220379,0.0597737,-0.0332906,0.0518941,-0.0046372,-0.0154818
0.015,-0.21221,-0.220856,0.0598091,-0.0352488,0.0538524,-0.00275545,-0.0173218
0.015,-0.214129,-0.221571,0.0598486,-0.036228,0.0567898,-0.00190428,-0.0199206
0.016,-0.216028,-0.221666,0.0597298,-0.0352488,0.0567898,-0.00289245,-0.0196021
0.015,-0.216104,-0.222597,0.0596113,-0.0372071,0.0528732,-0.0011062,-0.0156632
0.016,-0.216642,-0.222905,0.0596462,-0.036228,0.0538524,-0.00212605,-0.0165618
0.015,-0.215246,-0.223018,0.0596716,-0.036228,0.0499358,-0.00215687,-0.0128783
0.015,-0.213531,-0.223573,0.0598474,-0.036228,0.0489567,-0.00224932,-0.0121982
0.016,-0.213208,-0.222304,0.0600408,-0.0323114,0.0518941,-0.00593662,-0.0152023
0.015,-0.212204,-0.221209,0.0603704,-0.0323114,0.050915,-0.00574888,-0.0143959
0.016,-0.211993,-0.219676,0.0608839,-0.0313323,0.0518941,-0.0064554,-0.0154194
0.015,-0.212391,-0.216774,0.0615158,-0.0283949,0.0528732,-0.00888855,-0.0163363
0.016,-0.212946,-0.214207,0.0621886,-0.029374,0.0528732,-0.00746401,-0.016243
0.015,-0.211874,-0.211548,0.062661,-0.029374,0.0489567,-0.00699951,-0.0125215
0.015,-0.20975,-0.209793,0.0629781,-0.0313323,0.0460193,-0.00474203,-0.00994689
0.016,-0.207952,-0.209884,0.0631584,-0.0352488,0.0469984,-0.000836268,-0.0112346
0.015,-0.206683,-0.210973,0.0631801,-0.0372071,0.0479776,0.000946932,-0.0124405
0.016,-0.205561,-0.212657,0.063206,-0.0381862,0.0489567,0.00162686,-0.0136014
0.015,-0.204576,-0.214265,0.0632328,-0.0381862,0.0499358,0.00136264,-0.0147607
0.016,-0.203605,-0.215394,0.0634219,-0.0372071,0.0499358,0.000189468,-0.0149289
0.016,-0.202709,-0.215681,0.063612,-0.0352488,0.0499358,-0.00182157,-0.0150817
0.015,-0.202516,-0.215503,0.0639421,-0.0342697,0.050915,-0.00276508,-0.0160985
0.016,-0.201888,-0.215162,0.0642902,-0.0342697,0.0489567,-0.00271943,-0.0142378
0.015,-0.202092,-0.214992,0.0644656,-0.0352488,0.0489567,-0.00171847,-0.0141948
0.015,-0.203157,-0.214835,0.0646425,-0.0352488,0.0499358,-0.00169053,-0.0149907
0.016,-0.205729,-0.214972,0.0648355,-0.036228,0.0528732,-0.000739511,-0.0174776
0.015,-0.208372,-0.215365,0.0651667,-0.0372071,0.0538524,0.000169016,-0.0179973
0.016,-0.211827,-0.216949,0.0655256,-0.0401445,0.0577689,0.00281915,-0.0212981
0.015,-0.214927,-0.217733,0.0658623,-0.0391654,0.058748,0.00169441,-0.0217339
0.015,-0.217069,-0.217458,0.0660461,-0.0372071,0.0577689,-0.000214227,-0.0203917
0.016,-0.218238,-0.21643,0.0662403,-0.0352488,0.0567898,-0.00201163,-0.0191985
0.015,-0.218089,-0.215418,0.0659698,-0.0342697,0.0548315,-0.00282234,-0.0172631
0.015,-0.216374,-0.214358,0.0653956,-0.0332906,0.0518941,-0.0036183,-0.0146258
0.016,-0.213618,-0.213478,0.0644606,-0.0332906,0.0499358,-0.00345762,-0.013153
0.015,-0.21197,-0.21287,0.0637369,-0.0332906,0.050915,-0.00334798,-0.0144194
0.015,-0.211458,-0.212312,0.0631668,-0.0332906,0.0528732,-0.00323537,-0.01648
0.016,-0.212029,-0.211764,0.0627221,-0.0332906,0.0548315,-0.003132,-0.0183471
0.015,-0.212827,-0.211444,0.0624555,-0.0332906,0.0548315,-0.00306992,-0.018217
0.015,-0.21459,-0.210996,0.0623397,-0.0332906,0.0558106,-0.00299577,-0.0188891
0.016,-0.217264,-0.210714,0.062218,-0.0332906,0.0567898,-0.00294674,-0.019408
0.015,-0.219292,-0.210619,0.062252,-0.0332906,0.0558106,-0.00293538,-0.0180761
0.015,-0.221321,-0.211259,0.0622867,-0.0342697,0.0558106,-0.00206316,-0.0177298
0.016,-0.223482,-0.211891,0.0623233,-0.0342697,0.0558106,-0.00217223,-0.017358
0.015,-0.224794,-0.213012,0.0625046,-0.0352488,0.0538524,-0.00138829,-0.0151733
0.015,-0.226863,-0.2139,0.0628382,-0.0352488,0.0558106,-0.00153556,-0.0167795
0.016,-0.228157,-0.215072,0.0631897,-0.036228,0.0538524,-0.00075683,-0.0146017
0.016,-0.228587,-0.215665,0.0635355,-0.036228,0.0518941,-0.000875633,-0.0125539
0.015,-0.231115,-0.224812,0.0638634,-0.0577689,0.0558106,0.0190947,-0.0160132
0.015,-0.23237,-0.345681,0.0638789,-0.318219,0.0499358,0.258677,-0.00961953
0.015,-0.24132,-0.521458,0.0639478,-0.466068,0.0626646,0.376264,-0.0206832
0.015,-0.250091,-0.749907,0.0638866,-0.617834,0.0607063,0.488662,-0.0170935
0.015,-0.261974,-1.02878,0.0637397,-0.773516,0.065602,0.596274,-0.0198288
0.015,-0.276808,-1.32293,0.0638456,-0.856742,0.0734351,0.628717,-0.0250608
0.016,-0.290667,-1.60192,0.0643157,-0.830306,0.0734351,0.554202,-0.0227623
0.016,-0.29666,-1.83205,0.0645066,-0.771558,0.0636437,0.455921,-0.0120732
0.015,-0.29945,-1.98508,0.0645367,-0.66679,0.0636437,0.32506,-0.0117761
0.016,-0.304639,-2.1436,0.0642716,-0.683436,0.0744142,0.314539,-0.0216881
0.015,-0.295115,-2.34696,0.0627635,-0.839118,0.044061,0.434954,0.00716106
0.015,-0.288904,-2.61618,0.0605683,-1.03005,0.0469984,0.579448,0.00327197
0.016,-0.28736,-2.93063,0.0579129,-1.13775,0.0538524,0.632908,-0.00383487
0.016,-0.297493,-3.23106,0.0556513,-1.16321,0.0753933,0.606524,-0.02369
0.016,-0.30898,-3.50621,0.0539652,-1.16027,0.0783307,0.55577,-0.0246928
0.015,-0.332469,-3.69752,0.0542693,-1.04963,0.108684,0.412431,-0.0511518
0.015,-0.337029,-3.80176,0.0543815,-0.874367,0.0714768,0.219203,-0.0133154
0.016,-0.35105,-3.86164,0.0559099,-0.773516,0.0959551,0.108456,-0.0355026
0.016,-0.344993,-3.90465,0.0564527,-0.739246,0.0607063,0.0663649,-0.00129475
0.015,-0.318849,-3.92433,0.0559403,-0.691269,0.0195827,0.0146149,0.0353178
0.016,-0.292456,-3.91796,0.0555125,-0.628604,0.0234992,-0.0467978,0.0267986
0.016,-0.26297,-3.84943,0.0549726,-0.48565,0.0195827,-0.178001,0.0255408
