roll,pitch,yaw,axb,ayb,axn,ayn
0.015,0.0153992,-0.500378,0.361507,-0.0842055,0.0156661,-0.00181524,-0.0183288
0.016,0.0191071,-0.501413,0.361724,-0.0832264,0.0117496,-0.0030189,-0.015059
0.016,0.023589,-0.501755,0.361777,-0.0822473,0.00979134,-0.0040557,-0.0138786
0.015,0.0281821,-0.503056,0.361675,-0.0842055,0.00881221,-0.0023142,-0.0136788
0.015,0.0335836,-0.50326,0.361569,-0.0822473,0.00685394,-0.00430538,-0.0126624
0.016,0.039071,-0.504059,0.361619,-0.0842055,0.00685394,-0.00246162,-0.013594
0.015,0.0416725,-0.50486,0.361689,-0.0851847,0.0117496,-0.00162113,-0.0189351
0.016,0.0450108,-0.505678,0.361761,-0.0851847,0.0107705,-0.00170407,-0.0185259
0.015,0.0473395,-0.506926,0.361689,-0.0871429,0.0127287,2.83346e-05,-0.0208763
0.015,0.0502187,-0.507665,0.361615,-0.0861638,0.0117496,-0.00105495,-0.020397
0.016,0.0548805,-0.507188,0.361521,-0.0832264,0.00783307,-0.00392983,-0.0173006
0.015,0.0599272,-0.50621,0.361433,-0.0822473,0.00685394,-0.00471552,-0.0171916
0.016,0.0667788,-0.504335,0.361174,-0.080289,0.00489567,-0.00635611,-0.0164221
0.015,0.0748217,-0.501721,0.361068,-0.0783307,-0,-0.00786968,-0.0129168
0.015,0.0823867,-0.499986,0.361112,-0.080289,-0.000979134,-0.00566231,-0.0132331
0.016,0.0893711,-0.498129,0.361164,-0.080289,-0.000979134,-0.00530116,-0.0144266
0.015,0.0956463,-0.496801,0.361511,-0.0812681,-0.0029374,-0.00410767,-0.0135418
0.016,0.102538,-0.496062,0.361869,-0.0832264,-0.00685394,-0.00208197,-0.0108066
0.015,0.107662,-0.495706,0.362198,-0.0842055,-0.00979134,-0.00104603,-0.00874272
0.015,0.111606,-0.494956,0.362524,-0.0832264,-0.0117496,-0.0018873,-0.00746473
0.015,0.113776,-0.49426,0.363005,-0.0832264,-0.0107705,-0.00176721,-0.00881845
0.016,0.113137,-0.492989,0.363535,-0.0812681,-0.00685394,-0.00346569,-0.012632
0.016,0.109927,-0.492141,0.36424,-0.0812681,-0.0029374,-0.00329819,-0.0159953
0.015,0.104849,-0.491714,0.365062,-0.0812681,0.000979134,-0.00319653,-0.0190359
0.015,0.0978892,-0.491495,0.366052,-0.080289,0.00685394,-0.00409929,-0.0237177
0.015,0.092051,-0.491873,0.367038,-0.0812681,0.00685394,-0.00318284,-0.0227062
0.016,0.0884829,-0.492565,0.367917,-0.0812681,0.00489567,-0.00331817,-0.0201351
0.015,0.0871844,-0.493148,0.368586,-0.0812681,0.00391654,-0.0034596,-0.0189395
0.015,0.0875882,-0.493257,0.369096,-0.080289,0.00195827,-0.00447781,-0.0170588
0.016,0.090337,-0.493627,0.369634,-0.0822473,-0,-0.00260963,-0.0155646
0.015,0.0933078,-0.493785,0.37014,-0.0822473,-0,-0.00265875,-0.016081
0.015,0.0963559,-0.494489,0.370649,-0.0842055,-0,-0.000809692,-0.0165921
0.015,0.0998759,-0.49499,0.371452,-0.0842055,-0.00195827,-0.000904508,-0.0152404
0.016,0.102278,-0.496857,0.37248,-0.0871429,-0,0.00174388,-0.0175915
0.015,0.104754,-0.498902,0.373287,-0.0881221,-0.00195827,0.00237827,-0.0160516
0.015,0.107449,-0.501655,0.373939,-0.0900803,-0.00391654,0.0038703,-0.0145437
0.016,0.110701,-0.503932,0.374467,-0.0881221,-0.0058748,0.00149419,-0.013164
0.015,0.112779,-0.505738,0.37482,-0.0881221,-0.00489567,0.00117499,-0.0145067
0.016,0.115741,-0.505678,0.375029,-0.0851847,-0.00685394,-0.00175278,-0.0130754
0.016,0.116782,-0.50361,0.375095,-0.0822473,-0.00391654,-0.00433078,-0.0162129
0.016,0.117877,-0.500797,0.374997,-0.080289,-0.00489567,-0.00580992,-0.0154318
0.015,0.118946,-0.49851,0.374901,-0.080289,-0.0058748,-0.00544708,-0.0146405
0.016,0.119682,-0.496439,0.374798,-0.0793099,-0.0058748,-0.00606876,-0.0147711
0.015,0.120993,-0.495369,0.37484,-0.080289,-0.00881221,-0.00494855,-0.0120583
0.015,0.122634,-0.495549,0.374878,-0.0822473,-0.00979134,-0.00298381,-0.0113386
0.016,0.123957,-0.495441,0.375244,-0.0812681,-0.00881221,-0.0039193,-0.0125473
0.016,0.126107,-0.495789,0.375767,-0.0822473,-0.00979134,-0.00302092,-0.0119366
0.015,0.127709,-0.495957,0.376266,-0.0822473,-0.00783307,-0.0029927,-0.0141597
0.016,0.129612,-0.495511,0.376639,-0.0812681,-0.00783307,-0.00388434,-0.0144908
0.016,0.130454,-0.494189,0.376862,-0.0793099,-0.0058748,-0.00560124,-0.0166052
0.015,0.131031,-0.493626,0.376921,-0.080289,-0.0058748,-0.0045246,-0.0166974
0.016,0.130825,-0.492156,0.376988,-0.0783307,-0.00489567,-0.00623205,-0.0176545
0.015,0.129894,-0.491009,0.377351,-0.0793099,-0.00489567,-0.00507332,-0.0174912
0.016,0.127745,-0.48939,0.377747,-0.0793099,-0.0029374,-0.00480077,-0.0190823
0.015,0.124886,-0.488667,0.378425,-0.0822473,-0.000979134,-0.00174578,-0.0205326
0.016,0.121449,-0.487782,0.37915,-0.0822473,-0,-0.00161558,-0.0209256
0.015,0.118786,-0.487015,0.379827,-0.0822473,-0,-0.00149464,-0.0204681
0.015,0.117326,-0.487186,0.380345,-0.0832264,-0.00195827,-0.00055109,-0.0182501
0.015,0.115377,-0.487796,0.380711,-0.0832264,-0.00195827,-0.000650071,-0.0179132
0.016,0.1137,-0.48842,0.380927,-0.0822473,-0.00489567,-0.00176631,-0.0146963
0.015,0.112356,-0.489388,0.381121,-0.0832264,-0.00685394,-0.000960097,-0.0124993
0.016,0.109161,-0.491253,0.381336,-0.0851847,-0.00489567,0.000686415,-0.0138965
0.015,0.105251,-0.491566,0.381694,-0.0832264,-0.0029374,-0.00130019,-0.0151912
0.016,0.101553,-0.492013,0.382073,-0.0842055,-0.0029374,-0.000393912,-0.0145468
0.015,0.0998392,-0.491093,0.382573,-0.0822473,-0.00391654,-0.0022104,-0.0132864
0.015,0.0998552,-0.489085,0.383216,-0.080289,-0.0058748,-0.00384422,-0.0113435
0.015,0.100471,-0.488388,0.383858,-0.0822473,-0.0058748,-0.00174856,-0.011432
0.015,0.100788,-0.48734,0.384357,-0.080289,-0.00391654,-0.00351268,-0.0134568
0.015,0.101834,-0.487689,0.384554,-0.0812681,-0.00391654,-0.00260914,-0.0136342
0.015,0.103127,-0.489046,0.384454,-0.0822473,-0.0029374,-0.00183884,-0.0148274
0.015,0.104348,-0.4909,0.384208,-0.0822473,-0.00195827,-0.00215013,-0.0160189
0.016,0.105417,-0.493225,0.384109,-0.0822473,-0.000979134,-0.0025089,-0.0171772
0.016,0.106856,-0.495684,0.384007,-0.0822473,-0.00195827,-0.00293701,-0.0164485
0.015,0.108219,-0.496529,0.384359,-0.0793099,-0.0029374,-0.00601605,-0.0157228
0.015,0.10815,-0.494598,0.385166,-0.0734351,-0.00195827,-0.0115599,-0.0167292
0.015,0.104349,-0.402627,0.386145,0.133162,0.00489567,-0.20228,-0.0242148
0.016,0.100872,-0.281392,0.387005,0.197785,0.0029374,-0.246068,-0.0219606
0.016,0.0975167,-0.143489,0.388163,0.253596,0.0029374,-0.278157,-0.0216104
0.015,0.0943304,0.0484158,0.389226,0.420048,0.0029374,-0.411573,-0.0219749
0.015,0.0919851,0.212811,0.390414,0.388716,0.0029374,-0.351945,-0.0211702
0.016,0.0933372,0.358622,0.391673,0.352488,-0.00391654,-0.29069,-0.0141299
0.015,0.0954067,0.441092,0.39314,0.252617,-0.00391654,-0.176651,-0.013706
0.016,0.100232,0.514433,0.394712,0.234992,-0.00783307,-0.146432,-0.010416
0.015,0.10472,0.581421,0.396172,0.243804,-0.00685394,-0.143747,-0.0121451
0.015,0.104327,0.723431,0.397123,0.427882,0.00391654,-0.303323,-0.023955
0.015,0.100689,0.92273,0.397858,0.583564,0.0107705,-0.424626,-0.0310332
0.016,0.0958301,1.17669,0.398437,0.706935,0.0107705,-0.504206,-0.0307604
0.016,0.0840148,1.4366,0.39867,0.762745,0.0234992,-0.515256,-0.0415303
0.015,0.0689142,1.65289,0.398592,0.744142,0.0313323,-0.459233,-0.0463827
0.015,0.0592599,1.79858,0.398348,0.619792,0.0186035,-0.309909,-0.0309538
0.016,0.0486266,1.87833,0.398065,0.483692,0.0195827,-0.160184,-0.029061
0.016,0.0427547,1.95692,0.397942,0.4974,0.00979134,-0.160392,-0.0182611
0.015,0.043483,2.0102,0.397904,0.466068,-0.00489567,-0.120038,-0.00341795
0.015,0.0446921,2.07692,0.398057,0.507191,-0.00783307,-0.149664,-0.000894615
0.015,0.0501553,2.14957,0.398412,0.530691,-0.0205618,-0.160678,0.0108163
0.015,0.0375422,2.19591,0.398111,0.479776,0.0186035,-0.101677,-0.0257673
0.015,0.0305793,2.23797,0.39832,0.472922,0.00783307,-0.0878224,-0.013701
0.016,0.0200872,2.25204,0.398403,0.40732,0.0166453,-0.0198017,-0.0202368
0.015,0.0253559,2.24466,0.399164,0.356405,-0.0127287,0.0297196,0.00857559
0.015,0.0333925,2.23031,0.400161,0.333885,-0.0186035,0.0499896,0.0132066
0.016,0.0406871,2.21133,0.401359,0.322135,-0.0186035,0.0585082,0.0120113
0.015,0.053503,2.19826,0.402872,0.330947,-0.0342697,0.0475828,0.0253913
0.015,0.0630503,2.188,0.404432,0.33878,-0.0303532,0.0382136,0.0197603
0.016,0.0528831,2.222,0.405012,0.439631,0.0107705,-0.056574,-0.0202786
0.016,0.046541,2.27774,0.405418,0.495442,0.00391654,-0.102863,-0.0126586
0.016,0.0303617,2.36397,0.404951,0.570835,0.0254575,-0.163475,-0.031838
0.016,0.0110353,2.43858,0.403863,0.559085,0.0342697,-0.138966,-0.0371484
0.015,-0.0129316,2.50931,0.402287,0.571814,0.0499358,-0.139588,-0.0486935
0.015,-0.0342075,2.53964,0.400412,0.490546,0.0450402,-0.0534546,-0.0395356
0.016,-0.0598756,2.47809,0.397712,0.295698,0.0518941,0.130588,-0.0406991
0.015,-0.0589136,2.34905,0.395951,0.126308,-0,0.277087,0.0120343
0.016,-0.045546,2.15682,0.394473,-0.00489567,-0.0225201,0.375158,0.0329292
0.015,-0.0202329,1.92251,0.393724,-0.152745,-0.0499358,0.482565,0.0567299
0.016,0.0106092,1.64635,0.393025,-0.240867,-0.058748,0.52322,0.0605155
0.015,0.0308115,1.38809,0.39267,-0.281011,-0.0372071,0.519477,0.0354674
0.015,0.048646,1.15798,0.392581,-0.26045,-0.029374,0.459462,0.024153
0.015,0.0486058,0.960695,0.392536,-0.227159,0.0127287,0.392644,-0.0184069
0.016,0.0373634,0.765129,0.392343,-0.233034,0.0381862,0.364909,-0.042115
0.015,0.0159699,0.575433,0.391967,-0.288845,0.0636437,0.388239,-0.0637358
0.016,-0.000941773,0.339951,0.391421,-0.405361,0.0528732,0.464123,-0.0495419
0.015,-0.00957542,0.0913635,0.390894,-0.518941,0.0372071,0.534884,-0.0319118
0.016,-0.00588502,-0.221263,0.389759,-0.670707,0.00783307,0.63268,-0.00251718
0.015,0.00811941,-0.557101,0.388179,-0.827368,-0.0215409,0.731298,0.0250986
0.016,0.0322814,-0.911978,0.38566,-0.880241,-0.0469984,0.72273,0.0463029
0.015,0.0500397,-1.2275,0.382683,-0.903741,-0.0391654,0.691694,0.0351585
0.015,0.0579728,-1.47731,0.379307,-0.807786,-0.0156661,0.55289,0.00933528
0.015,0.0684056,-1.66093,0.375753,-0.700081,-0.0186035,0.413465,0.00952367
0.016,0.0654954,-1.7993,0.37243,-0.608042,0.0137079,0.297975,-0.0230547
0.015,0.055965,-1.90519,0.369908,-0.577689,0.0332906,0.249486,-0.0413221
0.016,0.059326,-1.95503,0.367639,-0.457256,0.00881221,0.120371,-0.0182606
0.015,0.0537106,-1.9796,0.366135,-0.411236,0.029374,0.0704047,-0.0381742
0.015,0.0477533,-1.97564,0.364771,-0.345634,0.029374,0.00561905,-0.03756
0.016,0.0446606,-1.94702,0.363138,-0.287865,0.0195827,-0.0471863,-0.0275693
0.015,0.0362995,-1.89078,0.36154,-0.212472,0.0264366,-0.112593,-0.0333913
0.016,0.0233539,-1.83487,0.359536,-0.210514,0.0303532,-0.104861,-0.035028
0.015,0.018574,-1.78065,0.35685,-0.198764,0.00783307,-0.107365,-0.0116955
0.016,0.00781182,-1.74557,0.354079,-0.241846,0.0156661,-0.0582653,-0.0173698
0.015,-0.0102222,-1.72918,0.351373,-0.277095,0.0323114,-0.0201321,-0.0306777
0.015,-0.0309153,-1.72843,0.348725,-0.313323,0.0401445,0.0161729,-0.0347297
0.016,-0.0552321,-1.69708,0.345658,-0.250658,0.0499358,-0.0411535,-0.040682
0.015,-0.0727154,-1.638,0.342497,-0.178202,0.0450402,-0.103545,-0.033145
0.016,-0.0944176,-1.56514,0.339243,-0.14687,0.058748,-0.122321,-0.0432201
0.016,-0.11352,-1.50937,0.335953,-0.170369,0.0616854,-0.0891572,-0.0426735
0.015,-0.123354,-1.49614,0.332996,-0.247721,0.050915,-0.00968182,-0.0297397
0.016,-0.128778,-1.50284,0.329723,-0.288845,0.0430819,0.0302475,-0.0207448
0.016,-0.132999,-1.49333,0.32643,-0.252617,0.0421028,-0.00426483,-0.0192443
0.015,-0.138936,-1.46837,0.323077,-0.212472,0.0460193,-0.0401591,-0.0223345
0.015,-0.149436,-1.42781,0.319366,-0.171348,0.0558106,-0.0742457,-0.0305063
0.015,-0.157296,-1.36883,0.315431,-0.122392,0.0518941,-0.11302,-0.0254506
0.016,-0.162161,-1.28908,0.311141,-0.0763725,0.0460193,-0.145386,-0.0189004
0.015,-0.164054,-1.26465,0.307214,-0.178202,0.0421028,-0.0394237,-0.014077
0.016,-0.158116,-1.30167,0.303037,-0.309406,0.0283949,0.0853481,-0.000733672
0.015,-0.150093,-1.38522,0.29939,-0.426902,0.0244783,0.188458,0.00233053
0.015,-0.138369,-1.51045,0.296119,-0.534607,0.0166453,0.274611,0.00857381
0.016,-0.132369,-1.63739,0.293145,-0.539503,0.0303532,0.25772,-0.00626682
0.016,-0.128307,-1.71402,0.290103,-0.450402,0.0352488,0.155317,-0.0123803
0.015,-0.12889,-1.76873,0.287561,-0.422986,0.0460193,0.118452,-0.0232358
0.016,-0.131542,-1.80976,0.284945,-0.394591,0.0518941,0.0828715,-0.0288252
0.015,-0.129987,-1.83811,0.282837,-0.377946,0.044061,0.0613747,-0.0213736
0.016,-0.124808,-1.87451,0.280479,-0.39557,0.036228,0.0725855,-0.0143736
0.016,-0.122801,-1.93957,0.278695,-0.46313,0.0411236,0.128816,-0.0193374
0.015,-0.117433,-1.93439,0.277196,-0.321156,0.0313323,-0.0119936,-0.0111697
0.016,-0.112649,-1.89718,0.275757,-0.251637,0.0303532,-0.0750309,-0.0113193
0.015,-0.111556,-1.79291,0.274337,-0.0851847,0.0352488,-0.223389,-0.0171135
0.015,-0.11058,-1.64161,0.273045,0.0411236,0.0342697,-0.32355,-0.0167785
0.016,-0.111772,-1.47049,0.272021,0.0881221,0.0381862,-0.341051,-0.0205692
0.016,-0.112585,-1.35715,0.271115,-0.00783307,0.0372071,-0.225563,-0.018904
0.015,-0.115276,-1.26607,0.270299,-0.0234992,0.0421028,-0.194171,-0.0231894
0.015,-0.117338,-1.2518,0.269604,-0.184077,0.0411236,-0.0312073,-0.0210842
0.016,-0.122121,-1.26033,0.268748,-0.232055,0.0460193,0.0152669,-0.0249344
0.016,-0.125622,-1.25512,0.267375,-0.20366,0.0430819,-0.012284,-0.0215192
0.015,-0.130068,-1.21436,0.265958,-0.120433,0.0460193,-0.0884866,-0.0240426
0.016,-0.130778,-1.13121,0.264044,-0.0283949,0.0391654,-0.166304,-0.0174132
0.015,-0.12826,-1.04997,0.262631,-0.00685394,0.0323114,-0.173955,-0.0110151
0.016,-0.125172,-1.00194,0.261272,-0.0763725,0.0313323,-0.0960923,-0.0102193
0.015,-0.122965,-1.01065,0.260446,-0.192889,0.0313323,0.0188901,-0.0100731
0.016,-0.122968,-1.03264,0.260073,-0.221284,0.0342697,0.0435944,-0.0129085
0.016,-0.126202,-1.08985,0.259746,-0.300594,0.0391654,0.113041,-0.0169308
0.015,-0.131331,-1.08238,0.259615,-0.16939,0.0421028,-0.0168056,-0.0195787
0.015,-0.142371,-1.04662,0.25973,-0.10183,0.0548315,-0.0781866,-0.030681
0.016,-0.153361,-0.995134,0.259691,-0.0665811,0.0577689,-0.104478,-0.031859
0.015,-0.162182,-0.942759,0.259642,-0.0479776,0.0597272,-0.114131,-0.0323322
0.016,-0.169452,-0.91492,0.259409,-0.0988925,0.0597272,-0.0583914,-0.0308369
0.015,-0.172253,-0.923174,0.258985,-0.173307,0.0538524,0.0145319,-0.0241442
0.016,-0.174238,-0.934799,0.258363,-0.18114,0.0528732,0.0203569,-0.0227973
0.016,-0.174577,-0.955921,0.257543,-0.20366,0.0479776,0.0391504,-0.0177472
0.015,-0.17346,-0.873494,0.256449,0.0274158,0.044061,-0.17772,-0.0149943
0.015,-0.175432,-0.780472,0.255233,0.065602,0.0499358,-0.199893,-0.0206187
0.016,-0.178929,-0.608683,0.254089,0.23793,0.0518941,-0.342628,-0.0226038
0.016,-0.179741,-0.440794,0.252887,0.259471,0.0460193,-0.335293,-0.0165496
0.015,-0.181482,-0.324206,0.251743,0.194848,0.0469984,-0.250571,-0.0168656
0.016,-0.182478,-0.280895,0.25114,0.0401445,0.044061,-0.0884361,-0.0130402
0.015,-0.185097,-0.318908,0.251026,-0.133162,0.0460193,0.0783412,-0.0138232
0.016,-0.188484,-0.465131,0.25139,-0.367175,0.0460193,0.287193,-0.0123299
0.016,-0.191589,-0.645537,0.252089,-0.467047,0.0460193,0.35594,-0.01147
0.015,-0.189926,-0.775112,0.253174,-0.40732,0.0401445,0.273929,-0.00625006
0.015,-0.187141,-0.826768,0.254281,-0.250658,0.0421028,0.108374,-0.00941074
0.015,-0.183019,-0.830754,0.255406,-0.150787,0.044061,0.00783975,-0.0125245
0.016,-0.176122,-0.792669,0.25644,-0.0607063,0.0421028,-0.0756646,-0.01213
0.015,-0.168667,-0.749707,0.257114,-0.0381862,0.0421028,-0.0907955,-0.013479
0.015,-0.160895,-0.708388,0.257784,-0.0352488,0.0411236,-0.0866072,-0.0138225
0.016,-0.154027,-0.668209,0.258662,-0.0372071,0.0411236,-0.0777401,-0.0149632
0.016,-0.149144,-0.630786,0.25954,-0.036228,0.0411236,-0.0722955,-0.0157752
0.016,-0.147936,-0.596813,0.260273,-0.0372071,0.044061,-0.0654433,-0.0188929
0.015,-0.148223,-0.567963,0.260961,-0.0372071,0.0450402,-0.0604631,-0.0198033
0.015,-0.149365,-0.541152,0.261499,-0.036228,0.0460193,-0.0568145,-0.0205724
0.016,-0.150196,-0.514406,0.261904,-0.0352488,0.0450402,-0.0531866,-0.0194365
0.015,-0.151494,-0.491615,0.262433,-0.036228,0.0460193,-0.0482735,-0.0201729
0.016,-0.152663,-0.467602,0.262984,-0.0332906,0.044061,-0.0470885,-0.0180085
0.015,-0.155423,-0.447166,0.263503,-0.0342697,0.0460193,-0.0425938,-0.0194689
0.015,-0.15877,-0.428388,0.26401,-0.0352488,0.044061,-0.0384021,-0.016913
0.016,-0.163646,-0.409994,0.264548,-0.036228,0.0450402,-0.0342635,-0.0170314
0.015,-0.168902,-0.394407,0.264897,-0.0372071,0.0450402,-0.0305989,-0.0161129
0.015,-0.174492,-0.380847,0.264944,-0.0391654,0.0460193,-0.0262939,-0.016116
0.016,-0.180303,-0.367788,0.264993,-0.0391654,0.0469984,-0.0240469,-0.0160849
0.015,-0.184867,-0.356953,0.265035,-0.0401445,0.0469984,-0.0212009,-0.0152895
0.016,-0.188144,-0.345971,0.265071,-0.0391654,0.0450402,-0.0202902,-0.0127697
0.015,-0.190971,-0.336071,0.265252,-0.0381862,0.0450402,-0.0195686,-0.0122801
0.016,-0.193621,-0.3263,0.26544,-0.0381862,0.044061,-0.0179056,-0.0108309
0.015,-0.19691,-0.317169,0.26562,-0.036228,0.0460193,-0.0182863,-0.0122251
0.015,-0.200525,-0.308867,0.266101,-0.036228,0.0469984,-0.016872,-0.0125655
0.016,-0.204844,-0.300516,0.266775,-0.036228,0.0489567,-0.015424,-0.0137773
0.015,-0.208117,-0.293887,0.267555,-0.0372071,0.0489567,-0.0133166,-0.0131974
0.015,-0.211574,-0.287629,0.268636,-0.036228,0.0499358,-0.0132115,-0.0135849
0.016,-0.215888,-0.280699,0.269792,-0.0342697,0.0518941,-0.0139855,-0.0147935
0.015,-0.218706,-0.274294,0.270874,-0.0332906,0.0518941,-0.0138687,-0.0143043
0.016,-0.219909,-0.268428,0.271864,-0.0342697,0.050915,-0.0118896,-0.0131052
0.015,-0.219017,-0.263218,0.272639,-0.0342697,0.0499358,-0.0110007,-0.0122718
0.015,-0.216137,-0.258676,0.273109,-0.0352488,0.0479776,-0.00924628,-0.0108011
0.016,-0.214154,-0.254811,0.2733,-0.036228,0.0518941,-0.00758126,-0.0150513
0.016,-0.212471,-0.252785,0.273334,-0.0391654,0.0528732,-0.00427605,-0.0163154
0.015,-0.212173,-0.251488,0.273371,-0.0391654,0.0548315,-0.00404321,-0.018324
0.015,-0.212477,-0.249866,0.27326,-0.0381862,0.0558106,-0.00473005,-0.0192612
0.016,-0.212028,-0.247354,0.273297,-0.036228,0.0538524,-0.00626492,-0.0173875
0.015,-0.212797,-0.244486,0.273336,-0.0342697,0.0558106,-0.00771662,-0.0192241
0.016,-0.213423,-0.240427,0.273534,-0.0323114,0.0548315,-0.00897725,-0.0181469
0.016,-0.21341,-0.235917,0.273886,-0.0313323,0.0528732,-0.00918944,-0.016192
0.015,-0.212965,-0.231296,0.274363,-0.0303532,0.0518941,-0.00938941,-0.0152794
0.016,-0.212797,-0.226576,0.275034,-0.0303532,0.0538524,-0.0085672,-0.0172628
0.015,-0.212203,-0.222954,0.275814,-0.0303532,0.0538524,-0.00794305,-0.0173622
0.016,-0.211885,-0.219564,0.276812,-0.029374,0.0558106,-0.00833232,-0.0193737
0.015,-0.211007,-0.217366,0.277598,-0.0303532,0.0558106,-0.00697747,-0.0195147
0.015,-0.210472,-0.216209,0.278388,-0.0313323,0.0567898,-0.00579369,-0.0205803
0.015,-0.209826,-0.216165,0.279029,-0.0323114,0.0567898,-0.00480636,-0.0206868
0.015,-0.209249,-0.216725,0.279521,-0.0323114,0.0558106,-0.00491045,-0.0198039
0.015,-0.209192,-0.21797,0.280013,-0.0332906,0.0548315,-0.00414656,-0.0188345
0.015,-0.210168,-0.219826,0.280507,-0.0352488,0.0558106,-0.00250004,-0.0196413
0.015,-0.210826,-0.221099,0.280995,-0.0352488,0.0538524,-0.00271401,-0.0175851
0.016,-0.211955,-0.222783,0.281834,-0.0372071,0.0538524,-0.00105003,-0.0173791
0.016,-0.212701,-0.224469,0.28267,-0.0381862,0.0528732,-0.000362396,-0.0162718
0.015,-0.21334,-0.226045,0.283603,-0.0391654,0.0528732,0.000337336,-0.0161511
0.015,-0.213782,-0.228206,0.284685,-0.0411236,0.0528732,0.00192351,-0.0160671
0.016,-0.21435,-0.229587,0.285682,-0.0391654,0.0538524,-0.0002717,-0.0169557
0.016,-0.21471,-0.230696,0.286679,-0.0391654,0.0538524,-0.000466529,-0.016891
0.016,-0.215171,-0.231258,0.287677,-0.0381862,0.0548315,-0.00154547,-0.0177888
0.015,-0.215149,-0.230871,0.288309,-0.0372071,0.0538524,-0.00245088,-0.0168293
0.016,-0.214966,-0.230305,0.288981,-0.0381862,0.0538524,-0.00137398,-0.0168553
0.015,-0.214539,-0.228369,0.289607,-0.036228,0.0528732,-0.00299145,-0.0159689
0.016,-0.212754,-0.2263,0.290269,-0.036228,0.0499358,-0.00264459,-0.0133405
0.015,-0.211792,-0.224641,0.29104,-0.0372071,0.050915,-0.00137414,-0.0144788
0.015,-0.211479,-0.221827,0.291813,-0.0342697,0.0518941,-0.00382178,-0.0155243
0.016,-0.212378,-0.218462,0.292484,-0.0323114,0.0548315,-0.00518289,-0.0183177
0.015,-0.213427,-0.215835,0.293113,-0.0332906,0.0558106,-0.00375121,-0.0191054
0.015,-0.214516,-0.213551,0.293594,-0.0332906,0.0567898,-0.00336504,-0.0198841
0.016,-0.215146,-0.212534,0.294106,-0.0352488,0.0558106,-0.00122259,-0.0188002
0.016,-0.21543,-0.212966,0.294295,-0.0381862,0.0548315,0.0016353,-0.0177577
0.015,-0.213817,-0.214192,0.294467,-0.0401445,0.050915,0.00336403,-0.0141097
0.015,-0.212606,-0.216507,0.294493,-0.0411236,0.0518941,0.00395841,-0.0153015
0.015,-0.210759,-0.218371,0.294519,-0.0401445,0.050915,0.00265522,-0.0146468
0.015,-0.208893,-0.21941,0.294397,-0.0372071,0.050915,-0.000470635,-0.0149731
0.015,-0.206744,-0.220952,0.294276,-0.0381862,0.0499358,0.000247654,-0.014367
0.016,-0.204298,-0.221262,0.294147,-0.0352488,0.0499358,-0.00275235,-0.0147928
0.016,-0.201885,-0.220956,0.29402,-0.0332906,0.0499358,-0.00465954,-0.0152145
0.015,-0.200362,-0.220267,0.294056,-0.0323114,0.0518941,-0.0055012,-0.017446
0.016,-0.198539,-0.220043,0.294093,-0.0332906,0.0518941,-0.00448187,-0.0177544
0.015,-0.198399,-0.219825,0.294433,-0.0342697,0.0548315,-0.00345001,-0.0207108
0.015,-0.198119,-0.219474,0.294921,-0.0342697,0.0548315,-0.00338903,-0.0207586
0.016,-0.197066,-0.22017,0.29544,-0.0372071,0.0538524,-0.000579271,-0.0199429
0.015,-0.195883,-0.221049,0.296074,-0.0381862,0.0528732,0.000248652,-0.0191663
0.016,-0.194717,-0.222826,0.296911,-0.0401445,0.0528732,0.00190244,-0.0193584
0.015,-0.192879,-0.22408,0.297842,-0.0391654,0.0499358,0.000690494,-0.0167401
0.016,-0.191091,-0.223951,0.298834,-0.036228,0.0489567,-0.00222794,-0.0160839
0.016,-0.189176,-0.223403,0.299825,-0.0342697,0.0469984,-0.00409999,-0.0144651
0.015,-0.187829,-0.222381,0.300605,-0.0323114,0.0469984,-0.00586954,-0.0147158
0.015,-0.187463,-0.220583,0.301386,-0.0303532,0.0479776,-0.00750906,-0.01577
0.015,-0.187698,-0.21892,0.30202,-0.0303532,0.0489567,-0.00722156,-0.016704
0.015,-0.188339,-0.217657,0.302504,-0.0313323,0.0499358,-0.00602422,-0.0175633
0.016,-0.189255,-0.217474,0.302863,-0.0332906,0.050915,-0.0040488,-0.0183583
0.015,-0.188763,-0.218019,0.303193,-0.0352488,0.0479776,-0.00220294,-0.0154926
0.016,-0.188406,-0.21946,0.303547,-0.0372071,0.0489567,-0.000498615,-0.0165146
0.015,-0.18737,-0.220828,0.304027,-0.0381862,0.0479776,0.000237081,-0.0157068
0.016,-0.185092,-0.221723,0.304378,-0.0372071,0.0469984,-0.000899229,-0.0151259
0.015,-0.182403,-0.222774,0.304705,-0.0381862,0.0460193,-9.98043e-05,-0.0146087
0.015,-0.179896,-0.223472,0.304885,-0.0372071,0.0469984,-0.00118403,-0.0160316
0.016,-0.176807,-0.223092,0.304916,-0.0352488,0.0460193,-0.00307919,-0.0155944
0.015,-0.173846,-0.223044,0.304945,-0.036228,0.0460193,-0.00208143,-0.0161048
0.016,-0.170151,-0.223454,0.304815,-0.0372071,0.0450402,-0.00117086,-0.0157597
0.015,-0.16626,-0.223379,0.304691,-0.036228,0.0430819,-0.00214781,-0.0144737
0.016,-0.162582,-0.222692,0.30456,-0.0352488,0.0430819,-0.00300148,-0.0151141
0.015,-0.160563,-0.222099,0.304441,-0.0352488,0.0450402,-0.00288727,-0.0174193
