行驶状态,编码器速度,惯性导航解算速度,slam位移,惯性导航解算位移
0,0.000256804,0,0.000329636,-7.09908e-06
0,0.000122903,0,0.000329636,-7.07727e-06
0,0.000255261,0,0.000329636,-7.05546e-06
0,3.42176e-05,0,0.000669582,-7.03629e-06
0,6.61417e-05,0,0.000669582,-7.00887e-06
0,0.000184547,0,0.000669582,-7.09479e-06
0,0.000118544,0,0.000669582,-7.19514e-06
0,0,0,0.000918346,-7.28335e-06
0,6.04232e-05,0,0.000918346,-7.26153e-06
0,0,0,0.000918346,-7.23411e-06
0,0.000111858,0,0.000918346,-7.20669e-06
0,0.000174435,0,0.0010739,-7.18259e-06
0,0.000260164,0,0.0010739,-7.1585e-06
0,0.000178004,0,0.0010739,-7.13108e-06
0,0.000108666,0,0.0010739,-7.10366e-06
0,0.000181348,0,0.000617251,-7.07956e-06
0,7.14094e-05,0,0.000617251,-7.05546e-06
0,0.000252382,0,0.000617251,-7.02804e-06
0,0.000227904,0,0.000490476,-7.00394e-06
0,0.000202983,0,0.000490476,-6.97985e-06
0,0.000225239,0,0.000490476,-6.95804e-06
0,0.000202417,0,0.000490476,-7.04888e-06
1,0.000540096,0.000100387,0.000524153,-4.79018e-06
1,0.000914527,0.000207466,0.000524153,-6.14094e-07
1,0.000635175,0.000322522,0.000524153,5.08665e-06
1,0.000741424,0.000445248,0.000524153,1.31924e-05
1,0.00146517,0.000574973,0.00057827,2.279e-05
1,0.000956039,0.000719367,0.00057827,3.46634e-05
1,0.00330741,0.000905383,0.00057827,5.06377e-05
1,0.00280537,0.00112312,3.89741e-05,6.91176e-05
1,0.00393856,0.00139984,3.89741e-05,9.21907e-05
1,0.00371155,0.00173524,3.89741e-05,0.000120735
1,0.00577142,0.00212931,3.89741e-05,0.00015563
1,0.00596623,0.0026279,0.00047467,0.000201665
1,0.00708593,0.00312851,0.00047467,0.000252347
1,0.00790475,0.00370944,0.00047467,0.000316346
1,0.00888458,0.00428274,0.00047467,0.000384886
1,0.0103461,0.00483055,0.000119666,0.000461453
1,0.0112704,0.00534969,0.000119666,0.000545592
1,0.0127784,0.00582451,0.000119666,0.000636521
1,0.0127913,0.00624131,0.000392309,0.000733267
1,0.0147831,0.00658477,0.000392309,0.000834614
1,0.017278,0.00682908,0.000392309,0.000938883
1,0.0188508,0.00701145,0.000392309,0.00105252
1,0.0201337,0.00712374,0.000582188,0.00116022
1,0.0215371,0.00716269,0.000582188,0.00126796
1,0.0228886,0.00716916,0.000582188,0.00138271
1,0.0254629,0.00713057,0.000582188,0.00148938
1,0.0265158,0.00704246,0.00062285,0.00160136
1,0.0286493,0.00693052,0.00062285,0.00170448
1,0.0293967,0.00678858,0.00062285,0.00180524
1,0.0313265,0.00663167,0.0012409,0.00190354
1,0.0330868,0.00644728,0.0012409,0.00200522
1,0.0364418,0.00627446,0.0012409,0.00210423
1,0.0386629,0.00623231,0.0012409,0.0021974
1,0.0449056,0.006395,0.000594021,0.00230102
1,0.0437852,0.00700166,0.000594021,0.00241059
1,0.0439385,0.00825904,0.000594021,0.00254391
1,0.0491285,0.0107608,0.000816988,0.0027361
1,0.0512774,0.0144556,0.000816988,0.00298064
1,0.0567652,0.0199848,0.000816988,0.00334463
1,0.0555418,0.0265787,0.000816988,0.00379277
1,0.0583483,0.0346727,0.00133941,0.00441228
1,0.0607402,0.0426894,0.00133941,0.00511275
1,0.0644835,0.050496,0.00133941,0.00592874
1,0.067491,0.0579617,0.00133941,0.00691585
1,0.0699677,0.0641555,0.00396782,0.00799189
1,0.0726925,0.0689525,0.00396782,0.0091335
1,0.0772697,0.0722467,0.00396782,0.0102419
1,0.0801305,0.0746552,0.00396782,0.0113798
1,0.0826535,0.0766572,0.00886225,0.0126223
1,0.0859229,0.0782659,0.00886225,0.0138084
1,0.0903014,0.0799599,0.00886225,0.0151013
1,0.0922933,0.0817246,0.0141812,0.0163404
1,0.0956759,0.0838862,0.0141812,0.0176999
1,0.100188,0.0861726,0.0141812,0.0190096
1,0.104579,0.0887405,0.0141812,0.02036
1,0.108528,0.0916427,0.0191865,0.0217564
1,0.11199,0.0951216,0.0191865,0.0233062
1,0.115496,0.0987688,0.0191865,0.0248151
1,0.118794,0.102713,0.0191865,0.0263853
1,0.122794,0.107112,0.0247474,0.0281343
1,0.127493,0.111273,0.0247474,0.0298346
1,0.131593,0.115611,0.0247474,0.0317191
1,0.137001,0.119413,0.0313465,0.0335388
1,0.140018,0.123235,0.0313465,0.0355412
1,0.142636,0.12661,0.0313465,0.0374656
1,0.14569,0.129943,0.0313465,0.0394398
1,0.149924,0.133583,0.0381746,0.0416062
1,0.155253,0.13744,0.0381746,0.0438361
1,0.159402,0.141323,0.0381746,0.0459851
1,0.162121,0.145444,0.0381746,0.0481976
1,0.168449,0.149975,0.0467262,0.0506335
1,0.170787,0.154558,0.0467262,0.0531431
1,0.176145,0.158825,0.0467262,0.0555574
1,0.178853,0.16332,0.0556037,0.0582065
1,0.182302,0.16749,0.0556037,0.0607501
1,0.187753,0.171902,0.0556037,0.0635359
1,0.190585,0.17599,0.0556037,0.0662064
1,0.19439,0.180256,0.0655189,0.0691246
1,0.200025,0.184401,0.0655189,0.0721082
1,0.201636,0.188162,0.0655189,0.0749588
1,0.205455,0.191838,0.0775036,0.0778639
1,0.21094,0.195742,0.0775036,0.081027
1,0.214917,0.199729,0.0775036,0.0842546
1,0.217716,0.203545,0.0775036,0.0873364
1,0.222152,0.20768,0.0906644,0.0906924
1,0.224959,0.211848,0.0906644,0.0941153
1,0.228474,0.21569,0.0906644,0.0973795
1,0.233003,0.219705,0.0906644,0.100927
1,0.236824,0.223586,0.10351,0.104535
1,0.241377,0.227372,0.10351,0.108204
1,0.243042,0.230865,0.10351,0.111693
1,0.245311,0.234574,0.10351,0.115476
1,0.248029,0.238249,0.116238,0.119317
1,0.253178,0.241675,0.116238,0.122968
1,0.25655,0.245265,0.116238,0.126921
1,0.258724,0.248551,0.131754,0.130674
1,0.260556,0.251732,0.131754,0.134473
1,0.263572,0.254796,0.131754,0.138318
1,0.266891,0.257955,0.131754,0.142471
1,0.270774,0.261037,0.14686,0.146672
1,0.271994,0.264099,0.14686,0.150922
1,0.273847,0.266984,0.14686,0.154949
1,0.275646,0.269916,0.14686,0.159019
1,0.281111,0.273022,0.163156,0.163413
1,0.282704,0.276025,0.163156,0.167853
1,0.282302,0.278715,0.163156,0.172054
1,0.284857,0.281444,0.179945,0.176579
1,0.288352,0.284038,0.179945,0.181144
1,0.289616,0.286377,0.179945,0.185457
1,0.29065,0.288754,0.179945,0.190096
1,0.291912,0.290901,0.196448,0.194476
1,0.293869,0.293114,0.196448,0.199184
1,0.297618,0.295152,0.196448,0.203626
1,0.29584,0.29733,0.213769,0.208401
1,0.297027,0.299363,0.213769,0.212907
1,0.297495,0.301455,0.213769,0.217747
1,0.30017,0.303368,0.213769,0.222311
1,0.299573,0.3051,0.231509,0.226901
1,0.298541,0.306664,0.231509,0.23182
1,0.300033,0.307912,0.231509,0.236757
1,0.301934,0.308828,0.231509,0.241396
1,0.300079,0.309512,0.231509,0.246044
1,0.299642,0.310056,0.250335,0.251009
1,0.299446,0.310359,0.250335,0.255667
1,0.301345,0.31054,0.250335,0.260326
1,0.300878,0.310606,0.250335,0.265296
1,0.298877,0.310566,0.269603,0.269955
1,0.299116,0.310446,0.269603,0.274921
1,0.30089,0.310351,0.269603,0.279575
1,0.300883,0.310323,0.286978,0.28454
1,0.300512,0.31037,0.286978,0.289507
1,0.299123,0.310466,0.286978,0.294164
1,0.300411,0.310584,0.30544,0.298824
1,0.299622,0.310705,0.30544,0.303796
1,0.299472,0.3108,0.30544,0.308459
1,0.300874,0.310858,0.30544,0.313433
1,0.299937,0.310854,0.324003,0.318096
1,0.301135,0.310796,0.324003,0.322757
1,0.299245,0.310677,0.324003,0.327727
1,0.299983,0.310482,0.324003,0.332693
1,0.300122,0.310224,0.343667,0.337345
1,0.300512,0.309913,0.343667,0.342301
1,0.299947,0.309602,0.343667,0.346943
1,0.299195,0.309329,0.343667,0.35158
1,0.29956,0.309082,0.361348,0.356524
1,0.300684,0.308911,0.361348,0.361465
1,0.29973,0.308811,0.361348,0.366096
1,0.299699,0.308769,0.378935,0.371036
1,0.299586,0.308731,0.378935,0.375667
1,0.300726,0.308632,0.378935,0.380604
1,0.29981,0.308441,0.378935,0.38523
1,0.299745,0.308103,0.398222,0.390157
1,0.29983,0.307707,0.398222,0.394769
1,0.299906,0.307289,0.398222,0.399375
1,0.29978,0.306894,0.41817,0.403976
1,0.29945,0.306524,0.41817,0.408877
1,0.300066,0.306248,0.41817,0.413775
1,0.300928,0.306032,0.41817,0.418364
1,0.2997,0.305853,0.436104,0.42295
1,0.299617,0.305694,0.436104,0.427535
1,0.299761,0.305557,0.436104,0.432117
1,0.301272,0.305377,0.453773,0.436696
1,0.299935,0.305173,0.453773,0.441577
1,0.298952,0.304898,0.453773,0.446454
1,0.299632,0.304538,0.453773,0.451323
1,0.301589,0.304056,0.470625,0.455881
1,0.300564,0.303488,0.470625,0.460732
1,0.298701,0.302915,0.470625,0.465574
1,0.298769,0.302478,0.470625,0.470108
1,0.299832,0.302161,0.487977,0.474638
1,0.300269,0.302079,0.487977,0.47947
1,0.299553,0.302135,0.487977,0.484305
1,0.299449,0.302315,0.506345,0.488841
1,0.299419,0.302568,0.506345,0.493684
1,0.300283,0.302767,0.506345,0.49853
1,0.29958,0.302874,0.506345,0.503074
1,0.299636,0.302873,0.523702,0.507617
1,0.299479,0.302733,0.523702,0.51246
1,0.300578,0.302471,0.523702,0.516995
1,0.300347,0.302153,0.523702,0.521827
1,0.300316,0.301821,0.542206,0.526351
1,0.301307,0.301494,0.542206,0.531173
1,0.300548,0.301294,0.542206,0.535691
1,0.299641,0.301257,0.560162,0.540209
1,0.299511,0.301342,0.560162,0.54473
1,0.299749,0.301588,0.560162,0.549256
1,0.301559,0.301965,0.560162,0.553788
1,0.299487,0.302503,0.576994,0.558632
1,0.299513,0.302993,0.576994,0.563181
1,0.299522,0.303456,0.576994,0.567736
1,0.301172,0.303867,0.576994,0.572297
1,0.300514,0.304256,0.594346,0.577168
1,0.299851,0.304506,0.594346,0.581738
1,0.299032,0.304693,0.594346,0.58631
1,0.300658,0.304886,0.594346,0.591189
1,0.300228,0.305123,0.612282,0.595768
1,0.299419,0.305357,0.612282,0.60035
1,0.299492,0.305579,0.612282,0.605241
1,0.300778,0.305788,0.63117,0.610135
1,0.299466,0.305887,0.63117,0.614725
1,0.298885,0.305892,0.63117,0.619619
1,0.300768,0.30579,0.63117,0.624205
1,0.301077,0.305577,0.649706,0.629092
1,0.300873,0.305349,0.649706,0.633671
1,0.298199,0.305109,0.649706,0.638551
1,0.299688,0.304905,0.668059,0.643123
1,0.301116,0.30482,0.668059,0.647694
1,0.3008,0.304933,0.668059,0.652574
1,0.299771,0.30524,0.668059,0.657155
1,0.298722,0.305774,0.686342,0.662052
1,0.3006,0.306343,0.686342,0.666651
1,0.300268,0.306938,0.686342,0.671567
1,0.299544,0.307379,0.686342,0.676181
1,0.299303,0.307548,0.703941,0.680795
1,0.299411,0.307487,0.703941,0.685715
1,0.300814,0.307243,0.703941,0.690322
1,0.299155,0.306898,0.722674,0.695229
1,0.300193,0.306482,0.722674,0.70013
1,0.299175,0.306116,0.722674,0.704719
1,0.300424,0.305803,0.722674,0.709303
1,0.299779,0.305584,0.741494,0.714191
1,0.300297,0.305436,0.741494,0.719077
1,0.299519,0.305326,0.741494,0.723656
1,0.299777,0.305305,0.741494,0.728541
1,0.299264,0.305411,0.758099,0.733122
1,0.299703,0.305564,0.758099,0.737707
1,0.299608,0.305634,0.758099,0.742292
1,0.300484,0.305616,0.775805,0.747182
1,0.299672,0.30545,0.775805,0.752068
1,0.299203,0.305137,0.775805,0.756642
1,0.300178,0.304663,0.775805,0.761513
1,0.300271,0.304192,0.793487,0.766073
1,0.299862,0.303751,0.793487,0.770929
1,0.300111,0.303367,0.793487,0.775477
1,0.299244,0.30308,0.793487,0.780021
1,0.3008,0.302924,0.811433,0.784563
1,0.300012,0.302849,0.811433,0.789408
1,0.299728,0.302807,0.811433,0.79395
1,0.299818,0.302833,0.811433,0.798796
1,0.300109,0.302889,0.830295,0.80334
1,0.299797,0.302981,0.830295,0.808188
1,0.299407,0.303014,0.830295,0.812733
1,0.300283,0.302959,0.847261,0.81758
1,0.300565,0.30285,0.847261,0.822425
1,0.299436,0.302696,0.847261,0.826964
1,0.298701,0.302501,0.865284,0.8315
1,0.300275,0.302239,0.865284,0.836334
1,0.301642,0.302036,0.865284,0.841165
1,0.300514,0.301958,0.865284,0.845694
1,0.298652,0.302009,0.865284,0.850526
1,0.299209,0.30217,0.884165,0.855362
1,0.301081,0.302449,0.884165,0.859901
1,0.301197,0.302793,0.884165,0.864446
1,0.299773,0.303175,0.903043,0.8693
1,0.299582,0.303441,0.903043,0.873853
1,0.300734,0.303673,0.903043,0.878714
1,0.300333,0.303867,0.903043,0.883273
1,0.300354,0.303997,0.92106,0.888138
1,0.299274,0.304045,0.92106,0.892699
1,0.300005,0.304026,0.92106,0.897564
1,0.30031,0.303926,0.937897,0.902426
1,0.299653,0.30374,0.937897,0.90698
1,0.30074,0.303473,0.937897,0.911834
1,0.299613,0.303179,0.937897,0.916682
1,0.300526,0.302883,0.957084,0.921526
1,0.299787,0.302723,0.957084,0.926066
1,0.299948,0.302677,0.957084,0.930606
1,0.300556,0.302706,0.957084,0.935146
1,0.300959,0.302885,0.97647,0.939994
1,0.299844,0.303149,0.97647,0.944846
1,0.299264,0.303401,0.97647,0.949399
1,0.299491,0.303688,0.993893,0.953957
1,0.301261,0.304066,0.993893,0.958521
1,0.300387,0.304474,0.993893,0.963396
1,0.2995,0.304823,0.993893,0.967971
1,0.299825,0.305192,1.01153,0.972857
1,0.300879,0.305528,1.01153,0.977442
1,0.300341,0.305801,1.01153,0.982031
1,0.299509,0.305988,1.01153,0.986622
1,0.300209,0.306043,1.03101,0.991213
1,0.299717,0.305988,1.03101,0.996109
1,0.299939,0.305833,1.03101,1.00069
1,0.300731,0.305592,1.04842,1.00558
1,0.300539,0.305326,1.04842,1.01016
1,0.301736,0.305045,1.04842,1.01504
1,0.299163,0.304861,1.04842,1.01961
1,0.299549,0.304806,1.067,1.02418
1,0.299584,0.304855,1.067,1.02876
1,0.301297,0.305012,1.067,1.03364
1,0.300241,0.305212,1.067,1.03822
1,0.298247,0.305427,1.08538,1.04311
1,0.299609,0.305531,1.08538,1.04769
1,0.301344,0.305533,1.08538,1.05258
1,0.30045,0.305397,1.08538,1.05716
1,0.298259,0.305071,1.10147,1.06173
1,0.299352,0.304537,1.10147,1.0666
1,0.301141,0.303976,1.10147,1.07115
1,0.300524,0.30345,1.10147,1.0757
1,0.299818,0.302999,1.11876,1.08055
1,0.300463,0.302732,1.11876,1.08509
1,0.300063,0.302662,1.11876,1.08963
1,0.299978,0.302765,1.13729,1.09417
1,0.300221,0.303027,1.13729,1.09871
1,0.298935,0.30335,1.13729,1.10327
1,0.30036,0.303686,1.13729,1.10813
1,0.300474,0.303919,1.15659,1.11299
1,0.299695,0.304034,1.15659,1.11786
1,0.299282,0.303955,1.15659,1.12242
1,0.299873,0.303729,1.15659,1.12697
1,0.301532,0.303412,1.17589,1.13152
1,0.299045,0.30305,1.17589,1.13637
